"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20180101 ~ 20180430"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 대구광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"대구광역시 남구 대명동","3055-81","3055","0081","흥아맨션","49.521","201803","2","6,300","4","1980","성당로 64","","-","-"
"대구광역시 남구 봉덕동","862","0862","0000","강변코오롱하늘채","84.993","201801","3","36,000","14","2008","봉덕로 134","","-","-"
"대구광역시 남구 봉덕동","862","0862","0000","강변코오롱하늘채","84.993","201801","21","37,900","10","2008","봉덕로 134","","-","-"
"대구광역시 남구 봉덕동","862","0862","0000","강변코오롱하늘채","84.9627","201801","21","38,100","17","2008","봉덕로 134","","-","-"
"대구광역시 남구 봉덕동","862","0862","0000","강변코오롱하늘채","125.9087","201801","26","46,000","6","2008","봉덕로 134","","-","-"
"대구광역시 남구 봉덕동","862","0862","0000","강변코오롱하늘채","84.993","201802","14","37,000","10","2008","봉덕로 134","","-","-"
"대구광역시 남구 봉덕동","862","0862","0000","강변코오롱하늘채","84.993","201802","22","38,000","8","2008","봉덕로 134","","-","-"
"대구광역시 남구 봉덕동","862","0862","0000","강변코오롱하늘채","59.8284","201803","12","28,200","4","2008","봉덕로 134","","-","-"
"대구광역시 남구 봉덕동","862","0862","0000","강변코오롱하늘채","125.9087","201803","17","52,000","20","2008","봉덕로 134","","-","-"
"대구광역시 남구 봉덕동","862","0862","0000","강변코오롱하늘채","59.8284","201804","2","27,700","16","2008","봉덕로 134","","-","-"
"대구광역시 남구 봉덕동","862","0862","0000","강변코오롱하늘채","84.993","201804","5","38,450","13","2008","봉덕로 134","","-","-"
"대구광역시 남구 봉덕동","862","0862","0000","강변코오롱하늘채","84.9477","201804","14","38,300","10","2008","봉덕로 134","","-","-"
"대구광역시 남구 봉덕동","862","0862","0000","강변코오롱하늘채","59.8284","201804","19","28,050","4","2008","봉덕로 134","","-","-"
"대구광역시 남구 봉덕동","1635","1635","0000","강변효성백년가약","122.6031","201801","21","51,700","14","2012","봉덕로 135","","-","-"
"대구광역시 남구 봉덕동","1635","1635","0000","강변효성백년가약","143.0443","201802","12","55,000","6","2012","봉덕로 135","","-","-"
"대구광역시 남구 봉덕동","1635","1635","0000","강변효성백년가약","84.9336","201802","22","35,600","3","2012","봉덕로 135","","-","-"
"대구광역시 남구 봉덕동","1635","1635","0000","강변효성백년가약","84.9336","201802","27","37,800","5","2012","봉덕로 135","","-","-"
"대구광역시 남구 봉덕동","1635","1635","0000","강변효성백년가약","128.3637","201803","8","52,000","1","2012","봉덕로 135","","-","-"
"대구광역시 남구 봉덕동","1635","1635","0000","강변효성백년가약","122.6031","201803","22","50,500","3","2012","봉덕로 135","","-","-"
"대구광역시 남구 봉덕동","1635","1635","0000","강변효성백년가약","84.6711","201804","27","38,400","8","2012","봉덕로 135","","-","-"
"대구광역시 남구 봉덕동","1329-2","1329","0002","대덕1차","84.87","201801","13","22,400","15","1990","앞산순환로 657","","-","-"
"대구광역시 남구 봉덕동","1329-2","1329","0002","대덕1차","188.85","201802","7","45,000","13","1990","앞산순환로 657","","-","-"
"대구광역시 남구 봉덕동","1329-2","1329","0002","대덕1차","84.87","201802","10","23,000","5","1990","앞산순환로 657","","-","-"
"대구광역시 남구 봉덕동","1329-2","1329","0002","대덕1차","84.87","201802","22","24,600","1","1990","앞산순환로 657","","-","-"
"대구광역시 남구 봉덕동","1329-2","1329","0002","대덕1차","84.87","201802","24","23,700","13","1990","앞산순환로 657","","-","-"
"대구광역시 남구 봉덕동","1329-2","1329","0002","대덕1차","84.87","201802","24","24,800","4","1990","앞산순환로 657","","-","-"
"대구광역시 남구 봉덕동","1329-2","1329","0002","대덕1차","84.87","201803","2","24,000","1","1990","앞산순환로 657","","-","-"
"대구광역시 남구 봉덕동","1329-2","1329","0002","대덕1차","84.87","201803","7","22,900","12","1990","앞산순환로 657","","-","-"
"대구광역시 남구 봉덕동","1329-2","1329","0002","대덕1차","84.87","201804","9","24,200","1","1990","앞산순환로 657","","-","-"
"대구광역시 남구 봉덕동","1329-2","1329","0002","대덕1차","84.87","201804","26","25,500","8","1990","앞산순환로 657","","-","-"
"대구광역시 남구 봉덕동","1329-1","1329","0001","대덕2차","134.705","201801","3","30,000","3","1991","앞산순환로 655","","-","-"
"대구광역시 남구 봉덕동","1329-1","1329","0001","대덕2차","134.705","201802","5","30,200","15","1991","앞산순환로 655","","-","-"
"대구광역시 남구 봉덕동","1329-1","1329","0001","대덕2차","134.705","201802","7","25,000","13","1991","앞산순환로 655","","-","-"
"대구광역시 남구 봉덕동","1329-1","1329","0001","대덕2차","134.705","201803","1","30,500","3","1991","앞산순환로 655","","-","-"
"대구광역시 남구 봉덕동","1329-1","1329","0001","대덕2차","134.705","201803","12","31,250","8","1991","앞산순환로 655","","-","-"
"대구광역시 남구 봉덕동","1329-1","1329","0001","대덕2차","113.09","201803","20","29,500","13","1991","앞산순환로 655","","-","-"
"대구광역시 남구 봉덕동","1329-1","1329","0001","대덕2차","113.09","201803","27","29,400","5","1991","앞산순환로 655","","-","-"
"대구광역시 남구 봉덕동","1329-1","1329","0001","대덕2차","134.705","201803","28","30,800","3","1991","앞산순환로 655","","-","-"
"대구광역시 남구 봉덕동","1329-1","1329","0001","대덕2차","134.705","201804","2","35,500","4","1991","앞산순환로 655","","-","-"
"대구광역시 남구 봉덕동","985-17","0985","0017","대성맨션","93.2","201802","12","19,000","2","1980","봉덕로6길 16","","-","-"
"대구광역시 남구 봉덕동","1631","1631","0000","래미안웰리스트","84.9388","201801","3","44,000","15","2010","효성중앙길 81","","-","-"
"대구광역시 남구 봉덕동","1631","1631","0000","래미안웰리스트","137.1466","201802","1","62,500","9","2010","효성중앙길 81","","-","-"
"대구광역시 남구 봉덕동","1631","1631","0000","래미안웰리스트","84.9388","201802","5","46,000","17","2010","효성중앙길 81","","-","-"
"대구광역시 남구 봉덕동","1631","1631","0000","래미안웰리스트","115.9792","201802","6","54,000","5","2010","효성중앙길 82","","-","-"
"대구광역시 남구 봉덕동","1631","1631","0000","래미안웰리스트","84.9388","201802","28","42,800","1","2010","효성중앙길 81","","-","-"
"대구광역시 남구 봉덕동","1631","1631","0000","래미안웰리스트","84.9396","201803","8","46,000","20","2010","효성중앙길 81","","-","-"
"대구광역시 남구 봉덕동","1631","1631","0000","래미안웰리스트","146.48","201803","21","65,000","3","2010","효성중앙길 82","","-","-"
"대구광역시 남구 봉덕동","1631","1631","0000","래미안웰리스트","84.9388","201803","25","46,300","15","2010","효성중앙길 82","","-","-"
"대구광역시 남구 봉덕동","1631","1631","0000","래미안웰리스트","144.499","201804","14","71,000","8","2010","효성중앙길 82","","-","-"
"대구광역시 남구 봉덕동","1631","1631","0000","래미안웰리스트","109.2566","201804","21","54,500","1","2010","효성중앙길 82","","-","-"
"대구광역시 남구 봉덕동","1631","1631","0000","래미안웰리스트","144.499","201804","27","69,500","10","2010","효성중앙길 82","","-","-"
"대구광역시 남구 봉덕동","산89-3","0089","0003","미리내","84.19","201801","3","20,800","3","1982","효성로 13","","-","-"
"대구광역시 남구 봉덕동","산89-3","0089","0003","미리내","126.78","201801","8","28,700","10","1982","효성로 13","","-","-"
"대구광역시 남구 봉덕동","산89-3","0089","0003","미리내","84.19","201801","15","22,500","10","1982","효성로 13","","-","-"
"대구광역시 남구 봉덕동","산89-3","0089","0003","미리내","126.78","201802","23","31,500","9","1982","효성로 13","","-","-"
"대구광역시 남구 봉덕동","산89-3","0089","0003","미리내","126.78","201802","27","29,000","3","1982","효성로 13","","-","-"
"대구광역시 남구 봉덕동","산89-3","0089","0003","미리내","84.19","201803","9","21,000","9","1982","효성로 13","","-","-"
"대구광역시 남구 봉덕동","산89-3","0089","0003","미리내","126.78","201803","13","29,500","10","1982","효성로 13","","-","-"
"대구광역시 남구 봉덕동","산89-3","0089","0003","미리내","107.37","201803","31","24,600","6","1982","효성로 13","","-","-"
"대구광역시 남구 봉덕동","산89-3","0089","0003","미리내","126.78","201804","4","28,500","6","1982","효성로 13","","-","-"
"대구광역시 남구 봉덕동","산89-3","0089","0003","미리내","84.19","201804","10","20,000","2","1982","효성로 13","","-","-"
"대구광역시 남구 봉덕동","산89-3","0089","0003","미리내","169.94","201804","19","35,800","5","1982","효성로 13","","-","-"
"대구광역시 남구 봉덕동","산89-3","0089","0003","미리내","126.78","201804","24","28,100","4","1982","효성로 13","","-","-"
"대구광역시 남구 봉덕동","1638","1638","0000","봉덕한라하우젠트퍼스트","63.2513","201802","21","29,100","10","2018","봉덕로21길 53-16","","-","-"
"대구광역시 남구 봉덕동","1638","1638","0000","봉덕한라하우젠트퍼스트","63.2513","201803","5","28,700","5","2018","봉덕로21길 53-16","","-","-"
"대구광역시 남구 봉덕동","1638","1638","0000","봉덕한라하우젠트퍼스트","63.2513","201803","16","28,700","13","2018","봉덕로21길 53-16","","-","-"
"대구광역시 남구 봉덕동","1638","1638","0000","봉덕한라하우젠트퍼스트","84.8569","201804","26","38,400","10","2018","봉덕로21길 53-16","","-","-"
"대구광역시 남구 봉덕동","1638","1638","0000","봉덕한라하우젠트퍼스트","84.8569","201804","29","31,800","12","2018","봉덕로21길 53-16","","-","-"
"대구광역시 남구 봉덕동","1329","1329","0000","앞산보성","49.95","201801","20","10,250","5","1984","삼정2길 99","","-","-"
"대구광역시 남구 봉덕동","1329","1329","0000","앞산보성","49.95","201801","20","11,300","3","1984","삼정2길 99","","-","-"
"대구광역시 남구 봉덕동","1329","1329","0000","앞산보성","66.69","201802","18","15,800","2","1984","삼정2길 99","","-","-"
"대구광역시 남구 봉덕동","1329","1329","0000","앞산보성","76.44","201802","28","16,600","2","1984","삼정2길 99","","-","-"
"대구광역시 남구 봉덕동","1329","1329","0000","앞산보성","49.95","201803","17","12,000","3","1984","삼정2길 99","","-","-"
"대구광역시 남구 봉덕동","1329","1329","0000","앞산보성","66.69","201803","26","15,300","5","1984","삼정2길 99","","-","-"
"대구광역시 남구 봉덕동","1630","1630","0000","앞산힐스테이트","84.9915","201802","20","37,900","20","2008","대덕로 166","","-","-"
"대구광역시 남구 봉덕동","1630","1630","0000","앞산힐스테이트","125.5392","201803","6","49,800","13","2008","대덕로 166","","-","-"
"대구광역시 남구 봉덕동","1630","1630","0000","앞산힐스테이트","84.9915","201803","13","37,800","15","2008","대덕로 166","","-","-"
"대구광역시 남구 봉덕동","1630","1630","0000","앞산힐스테이트","125.5392","201803","22","48,100","5","2008","대덕로 166","","-","-"
"대구광역시 남구 봉덕동","1630","1630","0000","앞산힐스테이트","99.0993","201803","26","40,000","14","2008","대덕로 166","","-","-"
"대구광역시 남구 봉덕동","1630","1630","0000","앞산힐스테이트","151.2683","201804","15","56,400","13","2008","대덕로 166","","-","-"
"대구광역시 남구 봉덕동","1630","1630","0000","앞산힐스테이트","151.2683","201804","16","56,500","21","2008","대덕로 166","","-","-"
"대구광역시 남구 봉덕동","1630","1630","0000","앞산힐스테이트","151.2683","201804","17","52,500","4","2008","대덕로 166","","-","-"
"대구광역시 남구 봉덕동","694-5","0694","0005","영광","84.57","201802","9","20,000","6","2012","봉덕로 49","","-","-"
"대구광역시 남구 봉덕동","1361-1","1361","0001","태성맨션","121.68","201801","18","27,000","13","1995","효서2길 7","","-","-"
"대구광역시 남구 봉덕동","1361-1","1361","0001","태성맨션","59.76","201802","8","15,750","7","1995","효서2길 7","","-","-"
"대구광역시 남구 봉덕동","1361-1","1361","0001","태성맨션","84.98","201803","2","20,000","1","1995","효서2길 7","","-","-"
"대구광역시 남구 봉덕동","1361-1","1361","0001","태성맨션","84.98","201804","7","23,600","8","1995","효서2길 7","","-","-"
"대구광역시 남구 봉덕동","1361-1","1361","0001","태성맨션","59.76","201804","22","14,000","4","1995","효서2길 7","","-","-"
"대구광역시 남구 봉덕동","984-4","0984","0004","하나로프린스빌","84.955","201801","24","17,800","3","2002","봉덕로6길 10-16","","-","-"
"대구광역시 남구 봉덕동","718-1","0718","0001","한우그랜드","75.96","201803","8","12,150","3","1984","중앙대로22길 70","","-","-"
"대구광역시 남구 봉덕동","718-1","0718","0001","한우그랜드","96.66","201803","16","13,800","5","1984","중앙대로22길 70","","-","-"
"대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","84.9","201801","10","26,700","8","1988","효성중앙길 37","","-","-"
"대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","167.47","201801","25","42,000","4","1988","효성중앙길 37","","-","-"
"대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","226.855","201802","1","60,000","9","1988","효성중앙길 37","","-","-"
"대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","84.9","201802","2","26,000","14","1988","효성중앙길 37","","-","-"
"대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","130.17","201802","10","38,800","8","1988","효성중앙길 37","","-","-"
"대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","84.9","201802","14","29,700","12","1988","효성중앙길 37","","-","-"
"대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","108.38","201802","19","29,500","2","1988","효성중앙길 37","","-","-"
"대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","84.9","201803","2","27,000","3","1988","효성중앙길 37","","-","-"
"대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","167.47","201803","6","49,500","13","1988","효성중앙길 37","","-","-"
"대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","108.38","201803","12","28,500","3","1988","효성중앙길 37","","-","-"
"대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","108.38","201803","12","29,200","1","1988","효성중앙길 37","","-","-"
"대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","108.38","201803","12","28,000","7","1988","효성중앙길 37","","-","-"
"대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","130.17","201803","15","32,000","3","1988","효성중앙길 37","","-","-"
"대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","130.17","201803","24","32,000","13","1988","효성중앙길 37","","-","-"
"대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","108.38","201803","26","34,000","3","1988","효성중앙길 37","","-","-"
"대구광역시 남구 봉덕동","1071","1071","0000","효성타운1차","108.38","201803","29","30,000","11","1988","효성중앙길 37","","-","-"
