,시군구+도로명,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),건축년도,계약년월일,경도,위도,역세권,의원수,요양병원유무,경찰서유무,학교수,버스정류장수,세대수,주차대수,욕실수,방수,최고층,건설사,시군구,매매물가지수
0,대구광역시 남구 관문시장1길 18,조은하이빌,84.85,202009,11,"25,700",2003.0,20200911,128.558638843,35.836821716,2,64,1,1,0,19,32.0,34.0,2.0,3.0,9.0,0,남구,92.194
1,대구광역시 남구 대경길 125,노블캐슬,102.14,201805,7,"37,000",2016.0,20180507,128.572860578,35.845290336,1,5,0,1,0,6,14.0,15.0,2.0,3.0,9.0,0,남구,86.484
2,대구광역시 남구 대경길 125,노블캐슬,80.95,202105,3,"29,000",2016.0,20210503,128.572860578,35.845290336,1,5,0,1,0,6,14.0,15.0,2.0,3.0,9.0,0,남구,99.087
3,대구광역시 남구 대경길 222,대명(3007-34),84.98,202201,9,"17,500",1991.0,20220109,128.577169478,35.84668537,1,5,1,1,0,4,40.0,21.0,2.0,3.0,5.0,0,남구,100.33
4,대구광역시 남구 대경길 258,경북,71.28,202108,14,"17,800",1983.0,20210814,128.577134734,35.848058684,1,19,1,1,0,8,60.0,24.0,1.0,3.0,5.0,0,남구,100.527
5,대구광역시 남구 대경길 258,경북,74.25,202208,31,"17,500",1983.0,20220831,128.577134734,35.848058684,1,19,1,1,0,8,60.0,24.0,1.0,3.0,5.0,0,남구,98.41
6,대구광역시 남구 대명로 117,개나리맨션,59.8,202303,23,"21,000",1980.0,20230323,128.569760837,35.840452711,2,27,1,1,0,13,427.0,130.0,1.0,3.0,10.0,0,남구,88.025
7,대구광역시 남구 대명로 140,현우팰리스,79.2648,201811,10,"25,000",2016.0,20181110,128.572872863,35.838916924,2,35,0,1,0,16,29.0,29.0,2.0,3.0,18.0,0,남구,87.082
8,대구광역시 남구 대명로 140,현우팰리스,79.7808,202208,2,"31,500",2016.0,20220802,128.572872863,35.838916924,2,35,0,1,0,16,29.0,29.0,2.0,3.0,18.0,0,남구,98.41
9,대구광역시 남구 대명로 140,현우팰리스,83.1522,202009,29,"33,200",2016.0,20200929,128.572872863,35.838916924,2,35,0,1,0,16,29.0,29.0,2.0,3.0,18.0,0,남구,92.194
10,대구광역시 남구 대명로 145,용마맨션,104.59,202106,11,"38,000",1979.0,20210611,128.573699798,35.839462617,2,33,0,1,0,13,162.0,81.0,2.0,4.0,10.0,0,남구,100.0
11,대구광역시 남구 대명로 145,용마맨션,66.84,202001,4,"18,900",1979.0,20200104,128.573699798,35.839462617,2,33,0,1,0,13,162.0,81.0,1.0,2.0,10.0,0,남구,91.028
12,대구광역시 남구 대명로 145,용마맨션,71.57,202109,25,"20,000",1979.0,20210925,128.573699798,35.839462617,2,33,0,1,0,13,162.0,81.0,1.0,3.0,10.0,0,남구,100.582
13,대구광역시 남구 대명로 145,용마맨션,76.33,202106,21,"33,700",1979.0,20210621,128.573699798,35.839462617,2,33,0,1,0,13,162.0,81.0,1.0,3.0,10.0,0,남구,100.0
14,대구광역시 남구 대명로 145,용마맨션,78.18,202105,3,"29,800",1979.0,20210503,128.573699798,35.839462617,2,33,0,1,0,13,162.0,81.0,1.0,3.0,10.0,0,남구,99.087
15,대구광역시 남구 대명로 177,동신점보,63.35,202203,13,"23,500",1979.0,20220313,128.577175795,35.839425754,1,36,0,1,0,14,201.0,125.0,1.0,3.0,13.0,0,남구,99.827
16,대구광역시 남구 대명로 177,동신점보,80.0,202001,16,"17,000",1979.0,20200116,128.577175795,35.839425754,1,36,0,1,0,14,201.0,125.0,1.0,3.0,13.0,0,남구,91.028
17,대구광역시 남구 대명로 177,동신점보,84.8,202206,7,"28,000",1979.0,20220607,128.577175795,35.839425754,1,36,0,1,0,14,201.0,125.0,1.0,3.0,13.0,0,남구,99.237
18,대구광역시 남구 대명로 37,코스모스,80.055,202203,26,"27,300",1982.0,20220326,128.56157692,35.838878155,1,31,1,1,0,11,49.0,22.0,2.0,3.0,5.0,0,남구,99.827
19,대구광역시 남구 대명로 37,코스모스,81.31,202204,15,"27,100",1982.0,20220415,128.56157692,35.838878155,1,31,1,1,0,11,49.0,22.0,2.0,3.0,5.0,0,남구,99.557
20,대구광역시 남구 대명로 41,스카이파크,62.29,202111,15,"30,000",2017.0,20211115,128.562045174,35.839096939,1,27,1,1,0,9,17.0,19.0,2.0,3.0,13.0,0,남구,100.577
21,대구광역시 남구 대명로 41,스카이파크,78.47,202103,26,"32,000",2017.0,20210326,128.562045174,35.839096939,1,27,1,1,0,9,17.0,19.0,2.0,3.0,13.0,0,남구,97.477
22,대구광역시 남구 대명로 83,드림팰리스,83.9624,202109,3,"33,200",2016.0,20210903,128.566968469,35.839685413,2,16,1,1,0,7,36.0,45.0,2.0,3.0,14.0,0,남구,100.582
23,대구광역시 남구 대명로 83,드림팰리스,84.0838,202112,13,"32,500",2016.0,20211213,128.566968469,35.839685413,2,16,1,1,0,7,36.0,45.0,2.0,3.0,14.0,0,남구,100.512
24,대구광역시 남구 대명로14길 60,대명역센트럴엘리프,114.7188,202304,29,"58,000",2022.0,20230429,128.563114323,35.835275259,1,23,1,1,0,12,1051.0,1439.0,2.0,3.0,29.0,0,남구,86.283
25,대구광역시 남구 대명로14길 60,대명역센트럴엘리프,74.9296,202302,11,"46,000",2022.0,20230211,128.563114323,35.835275259,1,23,1,1,0,12,1051.0,1439.0,2.0,3.0,29.0,0,남구,89.84
26,대구광역시 남구 대명로14길 60,대명역센트럴엘리프,84.6292,202304,13,"49,500",2022.0,20230413,128.563114323,35.835275259,1,23,1,1,0,12,1051.0,1439.0,2.0,3.0,29.0,0,남구,86.283
27,대구광역시 남구 대명로14길 60,대명역센트럴엘리프,84.9194,202304,9,"53,000",2022.0,20230409,128.563114323,35.835275259,1,23,1,1,0,12,1051.0,1439.0,2.0,3.0,29.0,0,남구,86.283
28,대구광역시 남구 대명로49길 38,새한(1701-2),116.69,202209,1,"31,000",1979.0,20220901,128.583004778,35.843262615,2,10,1,1,0,9,149.0,0.0,2.0,4.0,5.0,0,남구,97.897
29,대구광역시 남구 대명로49길 38,새한(1701-2),73.19,202109,28,"36,000",1979.0,20210928,128.583004778,35.843262615,2,10,1,1,0,9,149.0,0.0,1.0,3.0,5.0,0,남구,100.582
30,대구광역시 남구 대명로53길 33,영대맨션,84.96,202110,15,"47,500",2001.0,20211015,128.585526432,35.844576908,2,12,1,1,0,5,19.0,16.0,2.0,3.0,5.0,0,남구,100.632
31,대구광역시 남구 대명로53길 33,영대맨션,84.96,202110,15,"43,000",2001.0,20211015,128.585526432,35.844576908,2,12,1,1,0,5,19.0,16.0,2.0,3.0,5.0,0,남구,100.632
32,대구광역시 남구 대명로53길 33,영대맨션,89.43,202201,14,"49,000",2001.0,20220114,128.585526432,35.844576908,2,12,1,1,0,5,19.0,16.0,2.0,3.0,5.0,0,남구,100.33
33,대구광역시 남구 대명복개로 192,세신(1631-1),35.275,202012,15,"9,600",1982.0,20201215,128.569568906,35.84165881,2,20,1,1,0,12,70.0,0.0,1.0,2.0,5.0,0,남구,94.905
34,대구광역시 남구 대명복개로 192,세신(1631-1),50.13,202011,27,"12,600",1982.0,20201127,128.569568906,35.84165881,2,20,1,1,0,12,70.0,0.0,1.0,2.0,5.0,0,남구,93.491
35,대구광역시 남구 대명복개로 192,세신(1631-1),53.9,202208,26,"13,500",1982.0,20220826,128.569568906,35.84165881,2,20,1,1,0,12,70.0,0.0,1.0,2.0,5.0,0,남구,98.41
36,대구광역시 남구 대명복개로 192,세신(1631-1),59.4825,202105,25,"16,500",1982.0,20210525,128.569568906,35.84165881,2,20,1,1,0,12,70.0,0.0,1.0,2.0,5.0,0,남구,99.087
37,대구광역시 남구 대명복개로 230,파크맨션,52.24,202304,3,"15,500",1980.0,20230403,128.571166416,35.8415393,2,29,1,1,0,14,553.0,0.0,1.0,3.0,11.0,0,남구,86.283
38,대구광역시 남구 대명복개로 230,파크맨션,56.88,202304,27,"14,000",1980.0,20230427,128.571166416,35.8415393,2,29,1,1,0,14,553.0,0.0,1.0,3.0,11.0,0,남구,86.283
39,대구광역시 남구 대명복개로 230,파크맨션,58.54,202207,28,"20,000",1980.0,20220728,128.571166416,35.8415393,2,29,1,1,0,14,553.0,0.0,1.0,3.0,11.0,0,남구,98.9
40,대구광역시 남구 대명복개로 230,파크맨션,61.78,202102,20,"24,000",1980.0,20210220,128.571166416,35.8415393,2,29,1,1,0,14,553.0,0.0,1.0,3.0,11.0,0,남구,96.52
41,대구광역시 남구 대명복개로 230,파크맨션,62.94,202009,23,"20,500",1980.0,20200923,128.571166416,35.8415393,2,29,1,1,0,14,553.0,0.0,1.0,3.0,11.0,0,남구,92.194
42,대구광역시 남구 대명복개로 230,파크맨션,82.49,202106,19,"30,300",1980.0,20210619,128.571166416,35.8415393,2,29,1,1,0,14,553.0,0.0,2.0,3.0,11.0,0,남구,100.0
43,대구광역시 남구 대명복개로3길 32,삼정비취(1598-8),84.825,202304,15,"16,000",1989.0,20230415,128.561883096,35.840432052,1,19,1,1,0,9,53.0,0.0,1.0,3.0,5.0,0,남구,86.283
44,대구광역시 남구 대명복개로3길 32,삼정비취(1598-8),84.885,202010,24,"15,600",1989.0,20201024,128.561883096,35.840432052,1,19,1,1,0,9,53.0,0.0,1.0,3.0,5.0,0,남구,92.704
45,대구광역시 남구 대명복개로3길 32,삼정비취(1598-8),84.915,201808,22,"13,800",1989.0,20180822,128.561883096,35.840432052,1,19,1,1,0,9,53.0,0.0,1.0,3.0,5.0,0,남구,86.902
46,대구광역시 남구 대명복개로4길 104,나나바루아,84.8562,202205,20,"34,500",2015.0,20220520,128.565435044,35.839857037,2,15,1,1,0,8,96.0,105.0,2.0,3.0,14.0,0,남구,99.404
47,대구광역시 남구 대명서로 17,삼두,42.525,202302,17,"10,400",1980.0,20230217,128.56140179,35.828747684,1,0,0,1,0,9,160.0,101.0,1.0,2.0,5.0,0,남구,89.84
48,대구광역시 남구 대명역2길 104,대명헤리티지,84.6,202207,9,"40,800",2022.0,20220709,128.559042053,35.837320454,2,64,1,1,0,19,31.0,40.0,2.0,3.0,18.0,0,남구,98.9
49,대구광역시 남구 대명역2길 104,대명헤리티지,84.94,202208,31,"41,000",2022.0,20220831,128.559042053,35.837320454,2,64,1,1,0,19,31.0,40.0,2.0,3.0,18.0,0,남구,98.41
50,대구광역시 남구 대명역2길 70,앞산삼정그린코아트라이시티,84.0744,202303,18,"30,000",2021.0,20230318,128.560639181,35.837690212,1,51,1,1,0,17,76.0,94.0,2.0,3.0,22.0,0,남구,88.025
51,대구광역시 남구 도촌길 138,금강리치타운,84.07,202211,16,"19,000",2006.0,20221116,128.565164322,35.840745207,1,14,1,1,0,6,17.0,20.0,2.0,3.0,9.0,0,남구,96.091
52,대구광역시 남구 두류공원로 83,궁전하이츠,82.91,202107,27,"25,500",2002.0,20210727,128.569195969,35.844059257,1,2,0,1,0,8,18.0,14.0,2.0,3.0,11.0,0,남구,100.315
53,대구광역시 남구 두류공원로 88,비취맨션,78.8675,202004,19,"14,600",1983.0,20200419,128.56979551,35.844631286,1,2,0,1,0,10,76.0,18.0,2.0,3.0,6.0,0,남구,91.229
54,대구광역시 남구 두류공원로 88,비취맨션,79.8275,202209,2,"22,000",1983.0,20220902,128.56979551,35.844631286,1,2,0,1,0,10,76.0,18.0,2.0,3.0,6.0,0,남구,97.897
55,대구광역시 남구 두류공원로 88,비취맨션,84.935,202011,27,"18,900",1983.0,20201127,128.56979551,35.844631286,1,2,0,1,0,10,76.0,18.0,2.0,3.0,6.0,0,남구,93.491
56,대구광역시 남구 두류공원로17길 39,금오맨션2동,59.81,202011,8,"12,500",1982.0,20201108,128.56799276,35.844415786,1,2,0,1,0,9,51.0,0.0,1.0,2.0,5.0,0,남구,93.491
57,대구광역시 남구 두류공원로17길 39,금오맨션2동,60.73,202007,10,"13,000",1982.0,20200710,128.56799276,35.844415786,1,2,0,1,0,9,51.0,0.0,1.0,2.0,5.0,0,남구,91.552
58,대구광역시 남구 두류공원로17길 39,금오맨션2동,60.875,202107,7,"15,050",1982.0,20210707,128.56799276,35.844415786,1,2,0,1,0,9,51.0,0.0,1.0,2.0,5.0,0,남구,100.315
59,대구광역시 남구 두류공원로17길 39,금오맨션1동,60.975,202102,19,"16,000",1982.0,20210219,128.56799276,35.844415786,1,2,0,1,0,9,51.0,0.0,1.0,2.0,5.0,0,남구,96.52
60,대구광역시 남구 두류공원로17길 39,금오맨션2동,62.1,201912,9,"13,000",1982.0,20191209,128.56799276,35.844415786,1,2,0,1,0,9,51.0,0.0,1.0,2.0,5.0,0,남구,90.835
61,대구광역시 남구 두류공원로17길 39,금오맨션2동,72.205,202006,11,"17,000",1982.0,20200611,128.56799276,35.844415786,1,2,0,1,0,9,51.0,0.0,2.0,3.0,5.0,0,남구,91.338
62,대구광역시 남구 명덕로20길 12,계명맨션,106.6775,201811,28,"14,000",1980.0,20181128,128.579503313,35.857086956,2,20,0,1,0,12,45.0,0.0,2.0,3.0,5.0,0,남구,87.082
63,대구광역시 남구 명덕로20길 12,계명맨션,81.33,202211,15,"25,750",1980.0,20221115,128.579503313,35.857086956,2,20,0,1,0,12,45.0,0.0,2.0,3.0,5.0,0,남구,96.091
64,대구광역시 남구 명덕로20길 34,EZ-ONE,77.34,202008,20,"21,000",2014.0,20200820,128.579259849,35.856086831,2,17,1,1,0,12,12.0,12.0,2.0,3.0,7.0,0,남구,91.83
65,대구광역시 남구 명덕로20길 34,EZ-ONE,83.495,202203,31,"25,000",2014.0,20220331,128.579259849,35.856086831,2,17,1,1,0,12,12.0,12.0,2.0,3.0,7.0,0,남구,99.827
66,대구광역시 남구 명덕로20길 34,EZ-ONE,84.375,202201,15,"26,600",2014.0,20220115,128.579259849,35.856086831,2,17,1,1,0,12,12.0,12.0,2.0,3.0,7.0,0,남구,100.33
67,대구광역시 남구 명덕시장길 96,천호,99.83,202209,7,"27,000",2002.0,20220907,128.588334012,35.845157085,2,20,0,0,0,6,14.0,9.0,2.0,3.0,8.0,0,남구,97.897
68,대구광역시 남구 봉덕로1길 145,한일,71.22,201810,4,"11,000",1989.0,20181004,128.592595254,35.850988466,1,21,1,1,0,4,19.0,0.0,2.0,3.0,6.0,0,남구,87.067
69,대구광역시 남구 봉덕로1길 145,한일,76.17,202101,29,"14,500",1989.0,20210129,128.592595254,35.850988466,1,21,1,1,0,4,19.0,0.0,2.0,3.0,6.0,0,남구,95.464
70,대구광역시 남구 봉덕로1길 145,한일,81.66,202005,7,"15,600",1989.0,20200507,128.592595254,35.850988466,1,21,1,1,0,4,19.0,0.0,2.0,3.0,6.0,0,남구,91.256
71,대구광역시 남구 성당로 138,골든뷰파크,62.7492,202010,7,"22,500",2016.0,20201007,128.567844717,35.847307013,1,8,0,1,0,9,24.0,24.0,2.0,3.0,10.0,1,남구,92.704
72,대구광역시 남구 성당로 138,골든뷰파크,77.0369,202007,9,"27,000",2016.0,20200709,128.567844717,35.847307013,1,8,0,1,0,9,24.0,24.0,2.0,3.0,10.0,1,남구,91.552
73,대구광역시 남구 성당로 138,골든뷰파크,84.8278,202204,30,"26,000",2016.0,20220430,128.567844717,35.847307013,1,8,0,1,0,9,24.0,24.0,2.0,3.0,10.0,1,남구,99.557
74,대구광역시 남구 성당로 142,이-파크,107.2627,201802,8,"24,000",2005.0,20180208,128.568283854,35.847492671,1,11,0,1,0,11,52.0,56.0,2.0,4.0,16.0,0,남구,85.766
75,대구광역시 남구 성당로 142,이-파크,80.2675,202304,19,"27,700",2005.0,20230419,128.568283854,35.847492671,1,11,0,1,0,11,52.0,56.0,2.0,3.0,16.0,0,남구,86.283
76,대구광역시 남구 성당로 142,이-파크,84.9611,202102,6,"23,000",2005.0,20210206,128.568283854,35.847492671,1,11,0,1,0,11,52.0,56.0,2.0,3.0,16.0,0,남구,96.52
77,대구광역시 남구 성당로 240,현대까멜리아,84.72,201911,27,"21,900",2003.0,20191127,128.574260911,35.85412728,1,23,1,1,0,10,36.0,35.0,2.0,3.0,14.0,0,남구,90.41
78,대구광역시 남구 성당로 240,현대까멜리아,84.78,201909,10,"19,500",2003.0,20190910,128.574260911,35.85412728,1,23,1,1,0,10,36.0,35.0,2.0,3.0,14.0,0,남구,89.402
79,대구광역시 남구 성당로 240,현대까멜리아,84.89,202006,2,"21,000",2003.0,20200602,128.574260911,35.85412728,1,23,1,1,0,10,36.0,35.0,2.0,3.0,14.0,0,남구,91.338
80,대구광역시 남구 성당로 64,흥아맨션,49.521,201803,2,"6,300",1980.0,20180302,128.561921124,35.842849329,1,5,0,1,0,7,44.0,0.0,1.0,2.0,5.0,0,남구,86.063
81,대구광역시 남구 성당로 64,흥아맨션,73.223,202304,14,"17,000",1980.0,20230414,128.561921124,35.842849329,1,5,0,1,0,7,44.0,0.0,1.0,3.0,5.0,0,남구,86.283
82,대구광역시 남구 성당로 64,흥아맨션,76.0,201906,3,"12,000",1980.0,20190603,128.561921124,35.842849329,1,5,0,1,0,7,44.0,0.0,1.0,3.0,5.0,0,남구,88.517
83,대구광역시 남구 성당로 64,흥아맨션,77.818,202010,12,"12,500",1980.0,20201012,128.561921124,35.842849329,1,5,0,1,0,7,44.0,0.0,1.0,3.0,5.0,0,남구,92.704
84,대구광역시 남구 앞산순환로 337,삼성공원,44.52,202304,17,"10,000",1983.0,20230417,128.56372044,35.830202601,1,2,0,1,0,11,39.0,0.0,1.0,2.0,5.0,0,남구,86.283
85,대구광역시 남구 양지남길 28,강남골든하이츠,62.05,202105,1,"15,500",2002.0,20210501,128.57506497,35.850401114,1,24,1,1,0,10,14.0,11.0,1.0,2.0,8.0,0,남구,99.087
86,대구광역시 남구 양지남길 28,강남골든하이츠,83.56,202102,8,"12,000",2002.0,20210208,128.57506497,35.850401114,1,24,1,1,0,10,14.0,11.0,2.0,3.0,8.0,0,남구,96.52
87,대구광역시 남구 양지남길 28,강남골든하이츠,84.7,202005,14,"18,300",2002.0,20200514,128.57506497,35.850401114,1,24,1,1,0,10,14.0,11.0,2.0,3.0,8.0,0,남구,91.256
88,대구광역시 남구 양지남길 57,대명하이츠,28.65,201802,7,"9,850",2001.0,20180207,128.576702874,35.850663387,1,26,1,1,0,10,13.0,8.0,1.0,2.0,7.0,0,남구,85.766
89,대구광역시 남구 양지남길 57,대명하이츠,71.63,202001,16,"21,000",2001.0,20200116,128.576702874,35.850663387,1,26,1,1,0,10,13.0,8.0,1.0,2.0,7.0,0,남구,91.028
90,대구광역시 남구 이천로19길 81,교대역동서프라임36.5,76.244,202212,23,"34,200",2017.0,20221223,128.593776199,35.851054727,1,17,1,1,0,4,268.0,342.0,2.0,3.0,18.0,0,남구,94.087
91,대구광역시 남구 이천로19길 81,교대역동서프라임36.5,78.9447,202204,29,"37,200",2017.0,20220429,128.593776199,35.851054727,1,17,1,1,0,4,268.0,342.0,2.0,3.0,18.0,0,남구,99.557
92,대구광역시 남구 이천로19길 81,교대역동서프라임36.5,84.3316,202205,18,"50,160",2017.0,20220518,128.593776199,35.851054727,1,17,1,1,0,4,268.0,342.0,2.0,3.0,18.0,0,남구,99.404
93,대구광역시 남구 이천로19길 81,교대역동서프라임36.5,84.7806,202106,16,"53,500",2017.0,20210616,128.593776199,35.851054727,1,17,1,1,0,4,268.0,342.0,2.0,3.0,18.0,0,남구,100.0
94,대구광역시 남구 이천로19길 81,교대역동서프라임36.5,84.9427,202011,28,"40,500",2017.0,20201128,128.593776199,35.851054727,1,17,1,1,0,4,268.0,342.0,2.0,3.0,18.0,0,남구,93.491
95,대구광역시 남구 자유1길 86,세신(461-1),66.45,202209,22,"13,000",1980.0,20220922,128.58307181,35.837315912,1,6,0,1,0,7,26.0,0.0,1.0,1.0,5.0,0,남구,97.897
96,대구광역시 남구 중앙대로 187,교대역하늘채뉴센트원,74.7212,202304,5,"45,500",2022.0,20230405,128.587476271,35.84998795,1,14,1,1,0,4,975.0,1268.0,2.0,3.0,27.0,0,남구,86.283
97,대구광역시 남구 중앙대로 187,교대역하늘채뉴센트원,75.3276,202303,11,"42,300",2022.0,20230311,128.587476271,35.84998795,1,14,1,1,0,4,975.0,1268.0,2.0,3.0,27.0,0,남구,88.025
98,대구광역시 남구 중앙대로 187,교대역하늘채뉴센트원,84.6442,202304,21,"48,200",2022.0,20230421,128.587476271,35.84998795,1,14,1,1,0,4,975.0,1268.0,2.0,3.0,27.0,0,남구,86.283
99,대구광역시 남구 중앙대로31길 28,백작맨션,110.97,202112,6,"26,000",1988.0,20211206,128.589441604,35.84749028,2,22,1,0,0,7,104.0,105.0,2.0,4.0,15.0,0,남구,100.512
100,대구광역시 남구 중앙대로31길 28,백작맨션,131.1,201902,24,"28,000",1988.0,20190224,128.589441604,35.84749028,2,22,1,0,0,7,104.0,105.0,2.0,4.0,15.0,0,남구,87.649
101,대구광역시 남구 중앙대로31길 28,백작맨션,169.9,202207,19,"38,850",1988.0,20220719,128.589441604,35.84749028,2,22,1,0,0,7,104.0,105.0,2.0,5.0,15.0,0,남구,98.9
102,대구광역시 남구 중앙대로31길 79,대명가든맨션,69.84,202304,20,"14,000",1983.0,20230420,128.586727154,35.848620904,1,9,1,1,0,5,110.0,0.0,1.0,3.0,5.0,0,남구,86.283
103,대구광역시 남구 중앙대로31길 79,대명가든맨션,80.64,202004,14,"18,000",1983.0,20200414,128.586727154,35.848620904,1,9,1,1,0,5,110.0,0.0,1.0,3.0,5.0,0,남구,91.229
104,대구광역시 남구 중앙대로31길 79,대명가든맨션,83.16,202004,1,"20,000",1983.0,20200401,128.586727154,35.848620904,1,9,1,1,0,5,110.0,0.0,1.0,3.0,5.0,0,남구,91.229
105,대구광역시 남구 중앙대로46길 29,효동,81.83,202112,12,"23,000",2004.0,20211212,128.592876511,35.852150253,1,18,1,0,0,4,28.0,23.0,2.0,3.0,8.0,0,남구,100.512
106,대구광역시 남구 중앙대로46길 29,효동,81.89,202204,11,"29,100",2004.0,20220411,128.592876511,35.852150253,1,18,1,0,0,4,28.0,23.0,2.0,3.0,8.0,0,남구,99.557
107,대구광역시 남구 중앙대로47길 35,제2경일맨션,91.41,202201,12,"16,500",1979.0,20220112,128.58849558,35.854011885,1,24,1,1,0,14,10.0,0.0,2.0,3.0,5.0,0,남구,100.33
108,대구광역시 남구 중앙대로47길 35,제2경일맨션,93.85,202009,15,"18,000",1979.0,20200915,128.58849558,35.854011885,1,24,1,1,0,14,10.0,0.0,2.0,3.0,5.0,0,남구,92.194
109,대구광역시 남구 중앙대로47길 39,경일빌라트,122.61,201807,6,"22,500",1996.0,20180706,128.588194951,35.854037697,1,26,1,1,0,13,16.0,14.0,2.0,3.0,9.0,0,남구,86.733
110,대구광역시 남구 큰골길 200,보성청록타운,120.84,202011,23,"30,000",1998.0,20201123,128.586027307,35.834417067,1,0,0,1,0,4,347.0,0.0,2.0,4.0,14.0,0,남구,93.491
111,대구광역시 남구 큰골길 200,보성청록타운,59.79,202304,20,"18,000",1998.0,20230420,128.586027307,35.834417067,1,0,0,1,0,4,347.0,0.0,1.0,3.0,14.0,0,남구,86.283
112,대구광역시 남구 큰골길 200,보성청록타운,84.99,202304,24,"19,800",1998.0,20230424,128.586027307,35.834417067,1,0,0,1,0,4,347.0,0.0,2.0,3.0,14.0,0,남구,86.283
113,대구광역시 남구 현충로 107,앞산클래식명가,100.47,202208,10,"34,000",2006.0,20220810,128.579449164,35.842388166,1,22,1,1,0,8,52.0,76.0,2.0,4.0,15.0,0,남구,98.41
114,대구광역시 남구 현충로 127,서동해피플러스,84.5475,202210,25,"20,000",2007.0,20221025,128.579718863,35.844193339,1,9,1,1,0,6,28.0,30.0,1.0,3.0,13.0,0,남구,97.181
115,대구광역시 남구 현충로 127,서동해피플러스,84.605,202207,2,"21,000",2007.0,20220702,128.579718863,35.844193339,1,9,1,1,0,6,28.0,30.0,1.0,3.0,13.0,0,남구,98.9
116,대구광역시 남구 현충로 133,아크로파트,134.52,202110,24,"38,000",2003.0,20211024,128.579704094,35.844789923,1,7,1,1,0,6,33.0,41.0,2.0,4.0,13.0,0,남구,100.632
117,대구광역시 남구 현충로 133,아크로파트,84.56,202011,12,"21,950",2003.0,20201112,128.579704094,35.844789923,1,7,1,1,0,6,33.0,41.0,2.0,3.0,13.0,0,남구,93.491
118,대구광역시 남구 현충로 190,경일맨션,53.95,201905,2,"15,500",1977.0,20190502,128.58124379,35.849651997,1,5,1,1,0,7,48.0,15.0,1.0,2.0,7.0,0,남구,88.205
119,대구광역시 남구 현충로 190,경일맨션,66.58,202010,25,"11,000",1977.0,20201025,128.58124379,35.849651997,1,5,1,1,0,7,48.0,15.0,1.0,3.0,7.0,0,남구,92.704
120,대구광역시 남구 현충로 190,경일맨션,68.3,201903,4,"9,500",1977.0,20190304,128.58124379,35.849651997,1,5,1,1,0,7,48.0,15.0,1.0,3.0,7.0,0,남구,87.871
121,대구광역시 남구 현충로 190,경일맨션,69.75,202105,3,"13,500",1977.0,20210503,128.58124379,35.849651997,1,5,1,1,0,7,48.0,15.0,2.0,3.0,7.0,0,남구,99.087
122,대구광역시 남구 현충로 190,경일맨션,70.35,202207,2,"13,500",1977.0,20220702,128.58124379,35.849651997,1,5,1,1,0,7,48.0,15.0,2.0,3.0,7.0,0,남구,98.9
123,대구광역시 남구 현충로 190,경일맨션,72.69,201909,20,"13,500",1977.0,20190920,128.58124379,35.849651997,1,5,1,1,0,7,48.0,15.0,1.0,3.0,7.0,0,남구,89.402
124,대구광역시 남구 현충로 202,다채움,84.81,202304,10,"25,000",2016.0,20230410,128.581619125,35.850581391,1,3,1,1,0,9,16.0,16.0,2.0,3.0,10.0,0,남구,86.283
125,대구광역시 남구 현충로 245,더테라스,81.4244,202008,14,"26,000",2017.0,20200814,128.582756009,35.854320482,2,10,1,1,0,12,25.0,25.0,2.0,3.0,10.0,0,남구,91.83
126,대구광역시 남구 현충로 245,더테라스,82.2936,202008,18,"30,600",2017.0,20200818,128.582756009,35.854320482,2,10,1,1,0,12,25.0,25.0,2.0,3.0,10.0,0,남구,91.83
127,대구광역시 남구 현충로 245,더테라스,83.5152,202106,2,"35,000",2017.0,20210602,128.582756009,35.854320482,2,10,1,1,0,12,25.0,25.0,2.0,3.0,10.0,0,남구,100.0
128,대구광역시 남구 현충로23길 88,사랑채(1662-30),84.98,202302,27,"22,900",2007.0,20230227,128.574960045,35.84306458,1,27,0,1,0,10,13.0,13.0,2.0,3.0,7.0,0,남구,89.84
129,대구광역시 남구 현충로25길 55,유성맨션,71.53,202004,24,"13,350",1981.0,20200424,128.576639747,35.844280952,1,9,0,1,0,8,28.0,0.0,1.0,3.0,5.0,0,남구,91.229
130,대구광역시 남구 현충로25길 55,유성맨션,73.28,202107,5,"13,700",1981.0,20210705,128.576639747,35.844280952,1,9,0,1,0,8,28.0,0.0,2.0,3.0,5.0,0,남구,100.315
131,대구광역시 남구 현충로25길 71,정우맨션,109.02,202210,20,"26,100",1979.0,20221020,128.576517275,35.843926142,1,12,0,1,0,8,441.0,410.0,2.0,4.0,12.0,0,남구,97.181
132,대구광역시 남구 현충로25길 71,정우맨션,140.728,202111,30,"34,500",1979.0,20211130,128.576517275,35.843926142,1,12,0,1,0,8,441.0,410.0,2.0,5.0,12.0,0,남구,100.577
133,대구광역시 남구 현충로25길 71,정우맨션,81.818,202301,14,"19,500",1979.0,20230114,128.576517275,35.843926142,1,12,0,1,0,8,441.0,410.0,2.0,3.0,12.0,0,남구,91.906
134,대구광역시 남구 현충로26길 67,세광,45.36,202002,19,"13,600",1997.0,20200219,128.58367903,35.844279149,2,10,1,1,0,10,114.0,116.0,1.0,2.0,20.0,0,남구,91.253
