,시군구+도로명,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),건축년도,계약년월일,경도,위도,역세권,의원수,요양병원유무,경찰서유무,학교수,버스정류장수,세대수,주차대수,욕실수,방수,최고층,건설사,시군구,매매물가지수
1799,대구광역시 동구 신암남로28길 45,이스트캐슬,84.95,202101,20,"21,000",2001.0,20210120,128.632038399,35.883258596,2,29,1,1,0,14,16.0,13.0,2.0,3.0,9.0,0,동구,94.448
1800,대구광역시 동구 신암남로28길 65,청솔그린,84.9,202303,29,"20,500",2003.0,20230329,128.632660753,35.88403984,2,29,1,1,0,13,16.0,16.0,2.0,3.0,9.0,0,동구,84.749
1801,대구광역시 동구 신암남로28길 80-8,드림팔레스,84.92,202010,8,"17,000",2003.0,20201008,128.633387421,35.883769389,2,29,1,1,0,12,18.0,18.0,1.0,3.0,8.0,0,동구,91.818
1802,대구광역시 동구 신암남로28길 82,뉴그린스카이,82.2,202204,9,"27,700",2017.0,20220409,128.633528652,35.884396966,2,29,1,1,0,12,16.0,16.0,2.0,3.0,9.0,0,동구,97.659
1803,대구광역시 동구 신암남로28길 82,뉴그린스카이,82.545,202012,17,"25,800",2017.0,20201217,128.633528652,35.884396966,2,29,1,1,0,12,16.0,16.0,2.0,3.0,9.0,0,동구,92.825
1804,대구광역시 동구 신암남로30길 46-1,로얄이스트2차,82.6593,202009,10,"22,400",2003.0,20200910,128.633533935,35.883165075,2,29,1,1,0,14,54.0,37.0,2.0,3.0,10.0,0,동구,91.512
1805,대구광역시 동구 신암로12길 13,호창프레시앙(101동),81.3747,202208,13,"27,000",2017.0,20220813,128.608139313,35.87656695,1,46,1,1,0,15,44.0,23.0,2.0,3.0,12.0,0,동구,95.771
1806,대구광역시 동구 신암로20길 39,신암청아람,109.68,202209,4,"46,500",2009.0,20220904,128.61282107,35.879809097,1,52,1,1,0,13,665.0,873.0,2.0,4.0,24.0,0,동구,95.047
1807,대구광역시 동구 신암로20길 39,신암청아람,109.7733,202303,21,"34,000",2009.0,20230321,128.61282107,35.879809097,1,52,1,1,0,13,665.0,873.0,2.0,4.0,24.0,0,동구,84.749
1808,대구광역시 동구 신암로20길 39,신암청아람,59.7456,202304,18,"26,000",2009.0,20230418,128.61282107,35.879809097,1,52,1,1,0,13,665.0,873.0,2.0,3.0,24.0,0,동구,83.472
1809,대구광역시 동구 신암로20길 39,신암청아람,74.4222,202303,7,"29,700",2009.0,20230307,128.61282107,35.879809097,1,52,1,1,0,13,665.0,873.0,2.0,3.0,24.0,0,동구,84.749
1810,대구광역시 동구 신암로20길 39,신암청아람,84.542,202304,13,"28,900",2009.0,20230413,128.61282107,35.879809097,1,52,1,1,0,13,665.0,873.0,2.0,3.0,24.0,0,동구,83.472
1811,대구광역시 동구 신암로20길 39,신암청아람,84.8527,202110,6,"42,500",2009.0,20211006,128.61282107,35.879809097,1,52,1,1,0,13,665.0,873.0,2.0,3.0,24.0,0,동구,100.48
1812,대구광역시 동구 신암로20길 39,신암청아람,84.8931,202303,6,"35,000",2009.0,20230306,128.61282107,35.879809097,1,52,1,1,0,13,665.0,873.0,2.0,3.0,24.0,0,동구,84.749
1813,대구광역시 동구 신암북로 77,반도,34.2,202006,29,"9,500",1980.0,20200629,128.623748286,35.887978523,1,4,0,1,0,12,40.0,0.0,1.0,2.0,5.0,0,동구,90.681
1814,대구광역시 동구 신암북로 77,반도,48.62,202202,24,"7,900",1980.0,20220224,128.623748286,35.887978523,1,4,0,1,0,12,40.0,0.0,1.0,3.0,5.0,0,동구,99.085
1815,대구광역시 동구 신암북로7길 59,밀레니엄,106.83,202004,18,"39,000",2001.0,20200418,128.618565912,35.889177821,1,2,0,1,0,6,17.0,13.0,2.0,3.0,6.0,0,동구,90.543
1816,대구광역시 동구 신암북로7길 59,밀레니엄,106.83,202004,18,"39,000",2001.0,20200418,128.618565912,35.889177821,1,2,0,1,0,6,17.0,13.0,2.0,3.0,6.0,0,동구,90.543
1817,대구광역시 동구 신암북로7길 59,밀레니엄,65.49,201912,6,"25,000",2001.0,20191206,128.618565912,35.889177821,1,2,0,1,0,6,17.0,13.0,2.0,3.0,6.0,0,동구,90.041
1818,대구광역시 동구 신암북로7길 59,밀레니엄,79.29,202010,13,"21,000",2001.0,20201013,128.618565912,35.889177821,1,2,0,1,0,6,17.0,13.0,2.0,3.0,6.0,0,동구,91.818
1819,대구광역시 동구 아양로 124,큰고개웰그린,70.05,202207,15,"18,000",2008.0,20220715,128.627446078,35.884587722,1,12,1,1,0,20,114.0,130.0,2.0,3.0,15.0,0,동구,96.317
1820,대구광역시 동구 아양로 124,큰고개웰그린,70.05,202207,15,"18,000",2008.0,20220715,128.627446078,35.884587722,1,12,1,1,0,20,114.0,130.0,2.0,3.0,15.0,0,동구,96.317
1821,대구광역시 동구 아양로 124,큰고개웰그린,84.42,202207,8,"23,500",2008.0,20220708,128.627446078,35.884587722,1,12,1,1,0,20,114.0,130.0,2.0,3.0,15.0,0,동구,96.317
1822,대구광역시 동구 아양로 124,큰고개웰그린,84.6,202201,22,"27,400",2008.0,20220122,128.627446078,35.884587722,1,12,1,1,0,20,114.0,130.0,2.0,3.0,15.0,0,동구,99.598
1823,대구광역시 동구 아양로 124,큰고개웰그린,84.69,202304,6,"23,700",2008.0,20230406,128.627446078,35.884587722,1,12,1,1,0,20,114.0,130.0,2.0,3.0,15.0,0,동구,83.472
1824,대구광역시 동구 아양로 146,삼승월드타워빌,112.68,202104,10,"23,000",2003.0,20210410,128.628988906,35.885258354,1,14,1,1,0,16,32.0,38.0,2.0,4.0,10.0,0,동구,98.337
1825,대구광역시 동구 아양로 146,삼승월드타워빌,82.85,202212,19,"22,500",2003.0,20221219,128.628988906,35.885258354,1,14,1,1,0,16,32.0,38.0,2.0,3.0,10.0,0,동구,90.013
1826,대구광역시 동구 아양로 146,삼승월드타워빌,84.61,202007,6,"23,500",2003.0,20200706,128.628988906,35.885258354,1,14,1,1,0,16,32.0,38.0,2.0,3.0,10.0,0,동구,90.88
1827,대구광역시 동구 아양로 146,삼승월드타워빌,84.67,202110,26,"24,400",2003.0,20211026,128.628988906,35.885258354,1,14,1,1,0,16,32.0,38.0,2.0,3.0,10.0,0,동구,100.48
1828,대구광역시 동구 아양로 154,신암주택탑팰리스,83.3485,202304,17,"25,800",2016.0,20230417,128.629950828,35.885312354,2,26,1,1,0,16,18.0,21.0,2.0,3.0,10.0,0,동구,83.472
1829,대구광역시 동구 아양로 160,이스트타운101,84.96,201910,16,"23,400",2002.0,20191016,128.630647769,35.885219473,2,29,1,1,0,16,38.0,30.0,2.0,3.0,10.0,0,동구,89.761
1830,대구광역시 동구 아양로 20,우남(165-20),41.4,202202,20,"9,800",1980.0,20220220,128.616498473,35.881187901,1,37,1,1,0,16,37.0,0.0,1.0,1.0,5.0,0,동구,99.085
1831,대구광역시 동구 아양로10길 9,신신,57.4,202202,12,"15,400",1981.0,20220212,128.620581046,35.88146367,2,38,1,1,0,16,21.0,0.0,1.0,3.0,5.0,0,동구,99.085
1832,대구광역시 동구 아양로10길 9,신신,59.2,202205,25,"16,700",1981.0,20220525,128.620581046,35.88146367,2,38,1,1,0,16,21.0,0.0,1.0,3.0,5.0,0,동구,97.071
1833,대구광역시 동구 아양로10길 9,신신,70.36,201911,26,"12,300",1981.0,20191126,128.620581046,35.88146367,2,38,1,1,0,16,21.0,0.0,2.0,3.0,5.0,0,동구,89.902
1834,대구광역시 동구 아양로14길 4,그랜드파크,94.64,202005,8,"22,000",2002.0,20200508,128.622193738,35.882317761,2,37,1,1,0,14,19.0,18.0,2.0,3.0,11.0,0,동구,90.537
1835,대구광역시 동구 아양로15길 26,거북,56.54,202004,17,"12,270",1981.0,20200417,128.623117791,35.884459473,1,31,1,0,0,10,48.0,0.0,2.0,3.0,5.0,0,동구,90.543
1836,대구광역시 동구 아양로15길 26,거북,62.44,202105,30,"13,500",1981.0,20210530,128.623117791,35.884459473,1,31,1,0,0,10,48.0,0.0,2.0,3.0,5.0,0,동구,99.13
1837,대구광역시 동구 아양로15길 26,거북,75.79,202002,3,"16,400",1981.0,20200203,128.623117791,35.884459473,1,31,1,0,0,10,48.0,0.0,2.0,3.0,5.0,0,동구,90.646
1838,대구광역시 동구 아양로22길 43,동방,84.91,202003,5,"21,500",1993.0,20200305,128.627806202,35.881392079,2,3,1,1,0,17,12.0,4.0,2.0,3.0,6.0,0,동구,90.674
1839,대구광역시 동구 아양로24길 13,에스디아이프라임,59.756,202304,7,"20,200",2006.0,20230407,128.628365324,35.884547052,1,12,1,1,0,19,231.0,273.0,2.0,3.0,15.0,0,동구,83.472
1840,대구광역시 동구 아양로24길 13,에스디아이프라임,84.8502,202302,22,"21,000",2006.0,20230222,128.628365324,35.884547052,1,12,1,1,0,19,231.0,273.0,2.0,3.0,15.0,0,동구,86.374
1841,대구광역시 동구 아양로24길 13,에스디아이프라임,84.9743,202304,22,"22,000",2006.0,20230422,128.628365324,35.884547052,1,12,1,1,0,19,231.0,273.0,2.0,3.0,15.0,0,동구,83.472
1842,대구광역시 동구 아양로34길 24,부림,84.68,202101,7,"23,800",2003.0,20210107,128.630167496,35.883684009,1,21,1,1,0,18,36.0,32.0,2.0,3.0,10.0,0,동구,94.448
1843,대구광역시 동구 아양로34길 25,부림팰리스,84.7951,202108,19,"29,500",2015.0,20210819,128.630505404,35.883301674,1,23,1,1,0,17,19.0,19.0,2.0,3.0,10.0,0,동구,100.457
1844,대구광역시 동구 아양로34길 34-1,SG펠리체,84.88,202110,25,"35,900",2021.0,20211025,128.62949697,35.883143671,1,12,1,1,0,18,26.0,28.0,2.0,3.0,14.0,0,동구,100.48
1845,대구광역시 동구 아양로34길 34-1,SG펠리체,84.93,202207,20,"35,600",2021.0,20220720,128.62949697,35.883143671,1,12,1,1,0,18,26.0,28.0,2.0,3.0,14.0,0,동구,96.317
1846,대구광역시 동구 아양로39길 16,동서1,51.89,202104,19,"20,800",1984.0,20210419,128.634895972,35.88703983,2,36,1,1,0,12,220.0,220.0,1.0,2.0,5.0,0,동구,98.337
1847,대구광역시 동구 아양로39길 16,동서1,61.82,202303,6,"22,000",1984.0,20230306,128.634895972,35.88703983,2,36,1,1,0,12,220.0,220.0,1.0,3.0,5.0,0,동구,84.749
1848,대구광역시 동구 아양로39길 16,동서1,78.29,202012,28,"27,000",1984.0,20201228,128.634895972,35.88703983,2,36,1,1,0,12,220.0,220.0,1.0,3.0,5.0,0,동구,92.825
1849,대구광역시 동구 아양로39길 16,동서1,78.29,202012,28,"27,000",1984.0,20201228,128.634895972,35.88703983,2,36,1,1,0,12,220.0,220.0,1.0,3.0,5.0,0,동구,92.825
1850,대구광역시 동구 아양로39길 20,동서2차,51.65,202304,1,"14,500",1985.0,20230401,128.634351984,35.887883485,2,33,0,1,0,11,130.0,0.0,1.0,2.0,5.0,0,동구,83.472
1851,대구광역시 동구 아양로39길 20,동서2차,53.09,202304,22,"16,500",1985.0,20230422,128.634351984,35.887883485,2,33,0,1,0,11,130.0,0.0,1.0,2.0,5.0,0,동구,83.472
1852,대구광역시 동구 아양로39길 20,동서2차,65.06,202211,9,"20,000",1985.0,20221109,128.634351984,35.887883485,2,33,0,1,0,11,130.0,0.0,1.0,3.0,5.0,0,동구,92.393
1853,대구광역시 동구 아양로39길 20,동서2차,67.59,201905,30,"21,200",1985.0,20190530,128.634351984,35.887883485,2,33,0,1,0,11,130.0,0.0,1.0,3.0,5.0,0,동구,89.289
1854,대구광역시 동구 아양로49길 20,동서청기와,54.98,202110,19,"25,000",1988.0,20211019,128.639308718,35.887664193,2,24,1,1,0,11,330.0,150.0,1.0,2.0,5.0,0,동구,100.48
1855,대구광역시 동구 아양로49길 20,동서청기와,71.36,202210,13,"30,000",1988.0,20221013,128.639308718,35.887664193,2,24,1,1,0,11,330.0,150.0,1.0,3.0,5.0,0,동구,94.074
1856,대구광역시 동구 아양로49길 20,동서청기와,84.795,202110,13,"39,300",1988.0,20211013,128.639308718,35.887664193,2,24,1,1,0,11,330.0,150.0,2.0,3.0,5.0,0,동구,100.48
1857,대구광역시 동구 아양로49길 77,보성2차,56.44,202210,5,"17,000",1988.0,20221005,128.634675229,35.890579252,2,5,0,1,0,2,495.0,497.0,1.0,2.0,5.0,0,동구,94.074
1858,대구광역시 동구 아양로49길 77,보성2차,67.19,202209,15,"21,000",1988.0,20220915,128.634675229,35.890579252,2,5,0,1,0,2,495.0,497.0,1.0,3.0,5.0,0,동구,95.047
1859,대구광역시 동구 아양로49길 77,보성2차,84.85,202104,21,"34,000",1988.0,20210421,128.634675229,35.890579252,2,5,0,1,0,2,495.0,497.0,1.0,3.0,5.0,0,동구,98.337
1860,대구광역시 동구 아양로7길 12,신암뜨란채,108.95,202201,8,"44,000",2005.0,20220108,128.61751624,35.883172783,1,39,1,1,0,10,828.0,813.0,2.0,4.0,20.0,0,동구,99.598
1861,대구광역시 동구 아양로7길 12,신암뜨란채,59.44,202304,15,"22,800",2005.0,20230415,128.61751624,35.883172783,1,39,1,1,0,10,828.0,813.0,2.0,3.0,20.0,0,동구,83.472
1862,대구광역시 동구 아양로7길 12,신암뜨란채,84.35,202212,2,"31,500",2005.0,20221202,128.61751624,35.883172783,1,39,1,1,0,10,828.0,813.0,2.0,3.0,20.0,0,동구,90.013
1863,대구광역시 동구 아양로7길 12,신암뜨란채,84.45,202304,3,"27,000",2005.0,20230403,128.61751624,35.883172783,1,39,1,1,0,10,828.0,813.0,2.0,3.0,20.0,0,동구,83.472
1864,대구광역시 동구 아양로7길 12,신암뜨란채,84.95,202301,7,"36,000",2005.0,20230107,128.61751624,35.883172783,1,39,1,1,0,10,828.0,813.0,2.0,3.0,20.0,0,동구,88.179
1865,대구광역시 동구 아양로8길 32,동양A(184-35),36.36,201903,27,"11,200",1978.0,20190327,128.619775218,35.879090381,2,40,0,1,0,18,92.0,0.0,1.0,1.0,5.0,0,동구,89.622
1866,대구광역시 동구 아양로8길 32,동양A(184-35),42.98,201801,18,"8,500",1978.0,20180118,128.619775218,35.879090381,2,40,0,1,0,18,92.0,0.0,1.0,1.0,5.0,0,동구,89.318
1867,대구광역시 동구 아양로8길 32,동양A(184-35),56.86,202009,14,"14,400",1978.0,20200914,128.619775218,35.879090381,2,40,0,1,0,18,92.0,0.0,1.0,2.0,5.0,0,동구,91.512
1868,대구광역시 동구 아양로9길 35,동대구에일린의뜰,74.9523,202203,16,"38,500",2021.0,20220316,128.6175666,35.886190653,1,16,0,1,0,6,705.0,934.0,2.0,3.0,23.0,0,동구,98.237
1869,대구광역시 동구 아양로9길 35,동대구에일린의뜰,84.8413,202301,18,"42,000",2021.0,20230118,128.6175666,35.886190653,1,16,0,1,0,6,705.0,934.0,2.0,3.0,23.0,0,동구,88.179
1870,대구광역시 동구 아양로9길 35,동대구에일린의뜰,84.9204,202208,8,"44,500",2021.0,20220808,128.6175666,35.886190653,1,16,0,1,0,6,705.0,934.0,2.0,3.0,23.0,0,동구,95.771
1871,대구광역시 동구 아양로9길 35,동대구에일린의뜰,84.9328,202304,21,"43,000",2021.0,20230421,128.6175666,35.886190653,1,16,0,1,0,6,705.0,934.0,2.0,3.0,23.0,0,동구,83.472
1872,대구광역시 동구 아양로9길 35,동대구에일린의뜰,84.9574,202304,4,"43,000",2021.0,20230404,128.6175666,35.886190653,1,16,0,1,0,6,705.0,934.0,2.0,3.0,23.0,0,동구,83.472
1873,대구광역시 동구 국채보상로 829,두산위브,119.13,202010,7,"54,800",2008.0,20201007,128.621966277,35.867687377,2,26,0,1,0,17,294.0,448.0,2.0,4.0,29.0,0,동구,91.818
1874,대구광역시 동구 국채보상로 829,두산위브,122.5,202101,28,"72,500",2008.0,20210128,128.621966277,35.867687377,2,26,0,1,0,17,294.0,448.0,2.0,4.0,29.0,0,동구,94.448
1875,대구광역시 동구 국채보상로 829,두산위브,124.32,202204,7,"58,500",2008.0,20220407,128.621966277,35.867687377,2,26,0,1,0,17,294.0,448.0,2.0,4.0,29.0,0,동구,97.659
1876,대구광역시 동구 국채보상로 829,두산위브,124.77,202010,26,"62,000",2008.0,20201026,128.621966277,35.867687377,2,26,0,1,0,17,294.0,448.0,2.0,4.0,29.0,0,동구,91.818
1877,대구광역시 동구 국채보상로 829,두산위브,148.59,202301,16,"40,000",2008.0,20230116,128.621966277,35.867687377,2,26,0,1,0,17,294.0,448.0,2.0,4.0,29.0,0,동구,88.179
1878,대구광역시 동구 국채보상로 829,두산위브,84.11,202011,28,"53,300",2008.0,20201128,128.621966277,35.867687377,2,26,0,1,0,17,294.0,448.0,2.0,3.0,29.0,0,동구,92.231
1879,대구광역시 동구 국채보상로 829,두산위브,84.16,202011,30,"50,000",2008.0,20201130,128.621966277,35.867687377,2,26,0,1,0,17,294.0,448.0,2.0,3.0,29.0,0,동구,92.231
1880,대구광역시 동구 국채보상로 861,현대하이페리온1단지,106.75,202204,14,"72,300",2007.0,20220414,128.624575552,35.867897804,2,11,0,1,0,16,212.0,381.0,2.0,3.0,29.0,1,동구,97.659
1881,대구광역시 동구 국채보상로 861,현대하이페리온1단지,115.66,202011,29,"69,400",2007.0,20201129,128.624575552,35.867897804,2,11,0,1,0,16,212.0,381.0,2.0,4.0,29.0,1,동구,92.231
1882,대구광역시 동구 국채보상로 861,현대하이페리온1단지,124.99,202303,15,"59,900",2007.0,20230315,128.624575552,35.867897804,2,11,0,1,0,16,212.0,381.0,2.0,4.0,29.0,1,동구,84.749
1883,대구광역시 동구 국채보상로 861,현대하이페리온1단지,129.24,202011,26,"80,000",2007.0,20201126,128.624575552,35.867897804,2,11,0,1,0,16,212.0,381.0,2.0,4.0,29.0,1,동구,92.231
1884,대구광역시 동구 국채보상로 861,현대하이페리온1단지,143.65,202108,28,"95,000",2007.0,20210828,128.624575552,35.867897804,2,11,0,1,0,16,212.0,381.0,2.0,4.0,29.0,1,동구,100.457
1885,대구광역시 동구 국채보상로 861,현대하이페리온1단지,180.95,202207,7,"185,000",2007.0,20220707,128.624575552,35.867897804,2,11,0,1,0,16,212.0,381.0,3.0,4.0,29.0,1,동구,96.317
1886,대구광역시 동구 국채보상로 863,현대하이페리온2단지,125.98,202302,16,"55,000",2007.0,20230216,128.625402741,35.867662141,2,10,0,1,0,13,102.0,215.0,2.0,4.0,32.0,1,동구,86.374
1887,대구광역시 동구 국채보상로 863,현대하이페리온2단지,166.28,202012,5,"96,000",2007.0,20201205,128.625402741,35.867662141,2,10,0,1,0,13,102.0,215.0,3.0,4.0,32.0,1,동구,92.825
1888,대구광역시 동구 국채보상로 863,현대하이페리온2단지,185.41,201908,3,"185,000",2007.0,20190803,128.625402741,35.867662141,2,10,0,1,0,13,102.0,215.0,3.0,5.0,32.0,1,동구,89.546
1889,대구광역시 동구 국채보상로155길 54,신천주공2,39.84,202302,25,"14,200",1998.0,20230225,128.613844338,35.872718961,2,19,0,1,0,8,609.0,427.0,1.0,2.0,20.0,0,동구,86.374
1890,대구광역시 동구 국채보상로155길 54,신천주공2,49.84,202303,11,"18,000",1998.0,20230311,128.613844338,35.872718961,2,19,0,1,0,8,609.0,427.0,1.0,2.0,20.0,0,동구,84.749
1891,대구광역시 동구 국채보상로155길 54,신천주공2,59.9,202206,21,"23,000",1998.0,20220621,128.613844338,35.872718961,2,19,0,1,0,8,609.0,427.0,1.0,3.0,20.0,0,동구,96.602
1892,대구광역시 동구 국채보상로155길 54,신천주공2,84.91,202209,13,"32,000",1998.0,20220913,128.613844338,35.872718961,2,19,0,1,0,8,609.0,427.0,2.0,3.0,20.0,0,동구,95.047
1893,대구광역시 동구 국채보상로155길 8,동서맨션,59.76,202109,7,"22,900",1995.0,20210907,128.614774311,35.868837554,1,16,1,1,0,8,111.0,88.0,1.0,3.0,22.0,0,동구,100.512
1894,대구광역시 동구 국채보상로155길 8,동서맨션,84.93,202301,15,"28,000",1995.0,20230115,128.614774311,35.868837554,1,16,1,1,0,8,111.0,88.0,2.0,3.0,22.0,0,동구,88.179
1895,대구광역시 동구 국채보상로159길 41,우방푸른타운,114.81,202210,31,"36,500",1996.0,20221031,128.615584287,35.870638514,2,28,0,1,0,16,607.0,610.0,2.0,4.0,18.0,0,동구,94.074
1896,대구광역시 동구 국채보상로159길 41,우방푸른타운,58.83,202302,22,"15,000",1996.0,20230222,128.615584287,35.870638514,2,28,0,1,0,16,607.0,610.0,1.0,2.0,18.0,0,동구,86.374
1897,대구광역시 동구 국채보상로159길 41,우방푸른타운,84.04,202303,5,"27,000",1996.0,20230305,128.615584287,35.870638514,2,28,0,1,0,16,607.0,610.0,2.0,3.0,18.0,0,동구,84.749
1898,대구광역시 동구 국채보상로159길 41,우방푸른타운,84.21,202302,6,"28,000",1996.0,20230206,128.615584287,35.870638514,2,28,0,1,0,16,607.0,610.0,2.0,3.0,18.0,0,동구,86.374
1899,대구광역시 동구 국채보상로165길 30,신천강변,58.73,201909,20,"11,400",1982.0,20190920,128.616151113,35.869640169,1,21,1,1,0,11,48.0,0.0,1.0,3.0,5.0,0,동구,89.599
1900,대구광역시 동구 국채보상로171길 36,라임1,83.46,202204,15,"20,000",2003.0,20220415,128.622875248,35.869106566,2,21,0,1,0,16,16.0,16.0,2.0,3.0,10.0,0,동구,97.659
1901,대구광역시 동구 국채보상로171길 36,라임1,84.62,202009,25,"20,000",2003.0,20200925,128.622875248,35.869106566,2,21,0,1,0,16,16.0,16.0,2.0,3.0,10.0,0,동구,91.512
1902,대구광역시 동구 동대구로83길 14,블루앤파크,20.3475,202106,2,"17,000",2016.0,20210602,128.624365261,35.869255967,2,14,0,1,0,15,47.0,47.0,1.0,1.0,10.0,0,동구,100.0
1903,대구광역시 동구 동대구로83길 14,블루앤파크,21.0125,202105,31,"19,051",2016.0,20210531,128.624365261,35.869255967,2,14,0,1,0,15,47.0,47.0,1.0,1.0,10.0,0,동구,99.13
1904,대구광역시 동구 동대구로83길 14,블루앤파크,27.7075,202106,3,"12,590",2016.0,20210603,128.624365261,35.869255967,2,14,0,1,0,15,47.0,47.0,1.0,1.0,10.0,0,동구,100.0
1905,대구광역시 동구 동대구로83길 14,블루앤파크,28.3725,202106,4,"12,300",2016.0,20210604,128.624365261,35.869255967,2,14,0,1,0,15,47.0,47.0,1.0,1.0,10.0,0,동구,100.0
1906,대구광역시 동구 동대구로83길 14,블루앤파크,34.3535,202106,3,"15,870",2016.0,20210603,128.624365261,35.869255967,2,14,0,1,0,15,47.0,47.0,1.0,1.0,10.0,0,동구,100.0
1907,대구광역시 동구 동대구로83길 14,블루앤파크,34.912,202106,3,"16,070",2016.0,20210603,128.624365261,35.869255967,2,14,0,1,0,15,47.0,47.0,1.0,2.0,10.0,0,동구,100.0
1908,대구광역시 동구 동대구로83길 14,블루앤파크,41.5475,202106,16,"19,000",2016.0,20210616,128.624365261,35.869255967,2,14,0,1,0,15,47.0,47.0,1.0,2.0,10.0,0,동구,100.0
1909,대구광역시 동구 동대구로83길 14,블루앤파크,41.776,202106,3,"17,270",2016.0,20210603,128.624365261,35.869255967,2,14,0,1,0,15,47.0,47.0,1.0,2.0,10.0,0,동구,100.0
1910,대구광역시 동구 동대구로83길 14,블루앤파크,45.841,202106,3,"19,070",2016.0,20210603,128.624365261,35.869255967,2,14,0,1,0,15,47.0,47.0,1.0,2.0,10.0,0,동구,100.0
1911,대구광역시 동구 동대구로83길 14,블루앤파크,45.841,202106,3,"19,070",2016.0,20210603,128.624365261,35.869255967,2,14,0,1,0,15,47.0,47.0,1.0,2.0,10.0,0,동구,100.0
1912,대구광역시 동구 동대구로83길 18,동림,82.08,202006,5,"13,500",1979.0,20200605,128.624114822,35.869647856,2,14,0,1,0,14,44.0,0.0,2.0,3.0,5.0,0,동구,90.681
1913,대구광역시 동구 동대구로85길 59,칠칠,65.42,202105,7,"28,500",1980.0,20210507,128.624071411,35.875522101,2,16,0,1,0,20,29.0,0.0,1.0,3.0,5.0,0,동구,99.13
1914,대구광역시 동구 동대구로85길 59,칠칠,72.84,202105,5,"27,900",1980.0,20210505,128.624071411,35.875522101,2,16,0,1,0,20,29.0,0.0,1.0,3.0,5.0,0,동구,99.13
1915,대구광역시 동구 동대구로85길 59,칠칠,72.84,202105,5,"27,900",1980.0,20210505,128.624071411,35.875522101,2,16,0,1,0,20,29.0,0.0,1.0,3.0,5.0,0,동구,99.13
1916,대구광역시 동구 동대구로85길 59,칠칠,80.76,202105,20,"34,000",1980.0,20210520,128.624071411,35.875522101,2,16,0,1,0,20,29.0,0.0,1.0,3.0,5.0,0,동구,99.13
1917,대구광역시 동구 동대구로85길 59,칠칠,80.76,202105,20,"34,000",1980.0,20210520,128.624071411,35.875522101,2,16,0,1,0,20,29.0,0.0,1.0,3.0,5.0,0,동구,99.13
1918,대구광역시 동구 동대구로85길 59,칠칠,80.76,202105,20,"34,000",1980.0,20210520,128.624071411,35.875522101,2,16,0,1,0,20,29.0,0.0,1.0,3.0,5.0,0,동구,99.13
1919,대구광역시 동구 동대구로85길 59,칠칠,80.76,202105,20,"56,000",1980.0,20210520,128.624071411,35.875522101,2,16,0,1,0,20,29.0,0.0,1.0,3.0,5.0,0,동구,99.13
1920,대구광역시 동구 동부로 1,신천LH,45.68,202207,20,"15,700",1989.0,20220720,128.614160028,35.874392685,2,21,0,1,0,9,917.0,897.0,1.0,2.0,15.0,0,동구,96.317
1921,대구광역시 동구 동부로 1,신천LH,53.46,202303,25,"16,600",1989.0,20230325,128.614160028,35.874392685,2,21,0,1,0,9,917.0,897.0,1.0,3.0,15.0,0,동구,84.749
1922,대구광역시 동구 동부로 1,신천LH,60.0,202302,18,"18,100",1989.0,20230218,128.614160028,35.874392685,2,21,0,1,0,9,917.0,897.0,1.0,2.0,15.0,0,동구,86.374
1923,대구광역시 동구 동부로 1,신천LH,79.07,202302,5,"20,500",1989.0,20230205,128.614160028,35.874392685,2,21,0,1,0,9,917.0,897.0,1.0,3.0,15.0,0,동구,86.374
1924,대구광역시 동구 동부로 115,동대구역우방아이유쉘,59.9649,202212,16,"32,500",2022.0,20221216,128.624683591,35.877152322,2,13,0,1,0,19,322.0,421.0,2.0,3.0,24.0,0,동구,90.013
1925,대구광역시 동구 동부로 115,동대구역우방아이유쉘,59.9844,202208,20,"32,000",2022.0,20220820,128.624683591,35.877152322,2,13,0,1,0,19,322.0,421.0,2.0,3.0,24.0,0,동구,95.771
1926,대구광역시 동구 동부로 115,동대구역우방아이유쉘,84.9842,202302,13,"47,000",2022.0,20230213,128.624683591,35.877152322,2,13,0,1,0,19,322.0,421.0,2.0,3.0,24.0,0,동구,86.374
1927,대구광역시 동구 동부로 115,동대구역우방아이유쉘,84.9893,202207,17,"48,500",2022.0,20220717,128.624683591,35.877152322,2,13,0,1,0,19,322.0,421.0,2.0,3.0,24.0,0,동구,96.317
1928,대구광역시 동구 동부로 115,동대구역우방아이유쉘,84.9895,202208,3,"46,000",2022.0,20220803,128.624683591,35.877152322,2,13,0,1,0,19,322.0,421.0,2.0,3.0,24.0,0,동구,95.771
1929,대구광역시 동구 동부로 20,신천역더뷰파크,59.64,202207,25,"25,900",2002.0,20220725,128.614184969,35.873582772,2,21,0,1,0,8,174.0,164.0,1.0,3.0,20.0,1,동구,96.317
1930,대구광역시 동구 동부로 20,신천역더뷰파크,59.64,202207,25,"25,900",2002.0,20220725,128.614184969,35.873582772,2,21,0,1,0,8,174.0,164.0,1.0,3.0,20.0,1,동구,96.317
1931,대구광역시 동구 동부로 20,신천역더뷰파크,84.51,202012,25,"39,500",2002.0,20201225,128.614184969,35.873582772,2,21,0,1,0,8,174.0,164.0,2.0,3.0,20.0,1,동구,92.825
1932,대구광역시 동구 동부로 20,신천역더뷰파크,84.8,202103,8,"32,300",2002.0,20210308,128.614184969,35.873582772,2,21,0,1,0,8,174.0,164.0,2.0,3.0,20.0,1,동구,97.666
