정류장명,위도,경도
사월역(4번출구),35.83672,128.7174
대구시교육청건너,35.85678,128.61369
남산고등학교건너,35.85677,128.60817
화성쌍용타운건너,35.8635,128.61181
화성전문요양원앞,35.83159,128.60747
파동청구하이츠,35.80937,128.61976
수성4가동행정복지센터앞,35.86371,128.61652
화성쌍용타운앞1,35.86237,128.61424
삼환맨션,35.84993,128.60804
들안길네거리2,35.84142,128.61665
들안길네거리1,35.84158,128.61689
들안길네거리4,35.83934,128.61689
들안길네거리3,35.83934,128.61661
들안길1,35.83662,128.61662
들안길2,35.83626,128.61689
만촌2동행정복지센터,35.86017,128.6472
구.남부정류장건너2,35.8575,128.64856
고모역건너,35.85839,128.67816
가천동앞,35.85141,128.68535
시지천마타운앞,35.8343,128.70783
화성파크뷰건너,35.80669,128.62238
경기장네거리2,35.83325,128.68528
경기장네거리1,35.8329,128.68483
대구스타디움건너,35.83266,128.69137
대구스타디움앞,35.83227,128.69141
대구농업마이스터고후문앞,35.83121,128.70185
대구농업마이스터고후문건너,35.83085,128.70182
사월보성2차앞,35.8388,128.71477
사월보성2차건너,35.83916,128.7157
신매역(3번출구),35.83854,128.70404
신매역(4번출구),35.83887,128.7044
상동천주교회건너,35.82889,128.60914
미래아트빌앞,35.8349,128.61434
청백다례원,35.83486,128.613
상동교1,35.83673,128.60688
중동서울아파트건너,35.84404,128.60777
농협중앙회중동지점건너,35.84722,128.61113
농협중앙회중동지점앞,35.84703,128.61133
수성구선거관리위원회앞,35.84735,128.6085
신매태성아파트,35.83474,128.70556
신매태성아파트건너,35.83513,128.70583
덕원고등학교건너,35.82997,128.70527
덕원고등학교앞,35.83014,128.70422
삼덕동1,35.83334,128.67836
삼덕동2,35.83385,128.67669
고모동입구,35.84682,128.6737
오성아파트,35.84759,128.67387
대덕마을앞,35.82969,128.66914
대덕마을건너,35.82968,128.66807
두리봉터널종점건너,35.84369,128.64239
두리봉터널종점,35.84476,128.64207
두리봉터널입구건너,35.84642,128.64995
두리봉터널입구,35.84705,128.64899
흥사단 대구지부건너,35.86137,128.63993
만촌1동행정복지센터,35.8661,128.6397
범물2동행정복지센터앞,35.81718,128.64497
범물2동행정복지센터건너,35.81703,128.64526
범물우방미진하이츠앞,35.81562,128.64728
성동초등학교앞,35.84053,128.63294
황금네거리2,35.83878,128.62379
대우트럼프월드수성건너,35.83521,128.62398
수성못건너,35.82629,128.61673
대구은행역(1번출구),35.86001,128.61265
우방아파트삼거리,35.84955,128.65669
대청초등학교앞,35.85059,128.6522
소선여중건너,35.8521,128.65219
우방금탑아파트(서편),35.85446,128.65296
2차대자연맨션건너,35.81109,128.61831
불교한방병원앞1,35.82438,128.62429
대구은행역(2번출구),35.85966,128.61271
수성구선거관리위원회건너,35.84719,128.60851
고산정수사업소건너,35.83159,128.69881
욱수초등학교건너,35.83187,128.70714
대공원역(1번출구),35.84277,128.68043
대공원역(5번출구),35.84212,128.68145
흥사단 대구지부앞,35.86121,128.63994
메트로팔레스2,35.86942,128.63727
사월동(종점),35.84145,128.71404
수성태영데시앙앞,35.86294,128.61806
동성초등학교건너,35.85374,128.61363
고모역앞,35.85819,128.67822
팔현마을,35.86722,128.67025
메트로팔레스1,35.86958,128.63744
매호성당건너,35.84044,128.71138
수성태영데시앙건너,35.86243,128.61774
수성하이츠,35.86044,128.61405
차량등록사업소건너1,35.86677,128.63758
청구시장건너,35.86442,128.64381
수성못오거리5,35.82565,128.60934
지산영남맨션앞,35.82354,128.6325
지산우방아파트,35.82353,128.63269
동원초등학교앞,35.86579,128.64051
만촌태왕리더스앞2,35.86234,128.64817
욱수초등학교앞,35.83067,128.70695
사월역(2번출구),35.83695,128.71493
시지(종점),35.8306,128.70311
수성구민운동장건너,35.85274,128.62498
만촌태왕리더스북편,35.8635,128.64701
성동탱자나무마을건너,35.84292,128.72142
성동마을앞,35.84907,128.72105
성동마을건너,35.84854,128.72089
성동탱자나무마을앞,35.84305,128.72133
시지대성유니드앞,35.8394,128.7235
시지대성유니드건너,35.83942,128.7236
매호동서아파트앞,35.84186,128.71106
동문고등학교앞,35.87814,128.65036
만촌역(1번출구),35.85908,128.64482
불교한방병원앞2,35.82377,128.62438
청구시장건너2,35.86393,128.64582
연호지,35.83957,128.68469
대흥동앞,35.83128,128.6836
대흥동건너,35.83127,128.68319
대구미술관건너,35.82965,128.67423
대구미술관앞,35.82936,128.67457
대구시지노인전문병원앞,35.8283,128.70982
대구시지노인전문병원건너,35.82777,128.71044
만촌화성파크스위트건너,35.87426,128.65421
연호역(3번출구),35.84554,128.67206
이천동(종점),35.83817,128.65522
이천동,35.84225,128.66339
연호동(종점),35.83655,128.66744
연호동,35.84033,128.67047
연호역(3번출구)건너,35.84518,128.67224
노변청구타운건너,35.84111,128.69246
노변중학교,35.83839,128.69499
수성알파시티청아람앞,35.83501,128.69798
수성월드메르디앙앞,35.83502,128.69808
노변중학교건너,35.83848,128.69505
노변청구타운앞,35.84105,128.69262
연호지건너,35.83902,128.68493
육상진흥센터앞,35.82915,128.6791
육상진흥센터건너,35.82935,128.6809
소선여중앞,35.85214,128.65203
인터불고호텔건너,35.87283,128.65885
동문고등학교정문,35.87707,128.65026
동원초등학교후문앞,35.86448,128.63937
동원초등학교후문건너,35.86498,128.63905
수성도서관앞2,35.87247,128.63721
가천동건너,35.85148,128.68511
동원중학교,35.87604,128.65098
만촌화성파크스위트앞,35.87411,128.65423
인터불고호텔앞,35.87301,128.65908
만촌체육공원,35.87455,128.65755
정평성당건너,35.83642,128.72504
대구경찰청건너,35.82857,128.63327
황금고가교네거리,35.84068,128.64094
수성알파시티1,35.83569,128.68386
수성알파시티2,35.83476,128.68398
덕원고등학교앞2,35.82998,128.70429
만촌삼정그린코아앞,35.84693,128.6529
만촌삼정그린코아건너,35.84671,128.6529
대곡역(1번출구),35.80894,128.51114
대곡역(2번출구),35.80887,128.51125
대원고등학교,35.8075,128.5078
가창농협건너,35.8046,128.62313
가창농협앞,35.8044,128.62317
가창면사무소건너,35.80286,128.62222
가창면사무소앞,35.80273,128.62237
대구텍건너,35.79937,128.62339
중석타운건너,35.79713,128.62582
중석타운앞,35.79665,128.62659
대일1리점촌마을,35.76406,128.64933
주1리,35.76074,128.65092
삼산리입구앞,35.74045,128.65657
삼산리(삼산교회앞),35.73626,128.6601
삼산리(삼산교회건너),35.73602,128.66044
삼산리(범동교),35.73372,128.66017
우록리(자양마을)앞,35.72391,128.64987
대원고등학교건너,35.80781,128.50856
대구교도소건너,35.80513,128.50237
대구교도소앞,35.80505,128.50311
화원초등학교건너,35.80387,128.49918
화원초등학교앞,35.80377,128.49953
화원농협주유소건너,35.80485,128.49489
화원농협주유소앞,35.80501,128.49428
화원삼주타운앞,35.80754,128.48876
화원삼주타운건너,35.80761,128.48816
성산리1,35.8081,128.48637
성산리2,35.80816,128.48575
달성중학교앞,35.80111,128.49359
달성중학교건너,35.8012,128.49334
화원고등학교앞,35.79825,128.48888
화원고등학교건너,35.7973,128.48706
설화리(시내방향),35.79598,128.48508
설화리(시외방향),35.79605,128.48503
옥포간경리1,35.79034,128.47107
옥포간경리2,35.79028,128.47147
옥포농협앞,35.78823,128.46182
본리2,35.78785,128.45998
선녀곡앞(옥포),35.78493,128.45279
선녀곡건너(옥포),35.78471,128.4526
교항리앞,35.78386,128.44909
교항리건너,35.78366,128.44927
달성교육지원청-대구예아람학교건너,35.7811,128.43409
옥포농협강림지점건너,35.77906,128.43017
옥포농협강림지점앞,35.77962,128.43158
논공읍사무소건너2,35.77351,128.41982
달성예비군훈련장앞,35.77193,128.41679
달성예비군훈련장건너,35.77209,128.41682
삼리리1(논공),35.76634,128.40672
삼리리2(논공),35.76642,128.40662
위천1리앞,35.76195,128.40095
위천1리건너,35.76201,128.40082
상리공단,35.74429,128.41102
상리공단건너,35.74469,128.41008
달성보앞,35.73749,128.41997
현풍할매곰탕건너,35.69448,128.44536
현풍할매곰탕,35.6946,128.44542
달성군보건소,35.69216,128.44649
달성경찰서,35.69084,128.44708
북동초등학교앞,35.7276,128.43928
북동초등학교건너,35.72734,128.43869
성원아파트앞,35.72993,128.44815
성원아파트건너,35.72983,128.44828
대동금속건너,35.73604,128.45578
대동금속앞,35.73601,128.45593
평화씨엠비앞,35.74069,128.46427
평화씨엠비건너,35.74083,128.46455
달성군민운동장앞,35.72921,128.45215
달성군민운동장건너,35.72911,128.4523
평광3차아파트,35.72696,128.44746
평광3차아파트건너,35.72687,128.44754
달성산업단지건너,35.72979,128.46178
관리공단,35.72915,128.46079
대동공업,35.72627,128.4569
유신섬유네거리2,35.73247,128.46753
이천리(시내방향),35.88897,128.46831
이천리(시외방향),35.88906,128.46835
달천리(시내방향),35.88738,128.48224
달천리(시외방향),35.88746,128.48229
박곡리(시내방향),35.88488,128.48617
박곡리(시외방향),35.88516,128.48598
박곡리해랑포건너,35.88707,128.49551
박곡리해랑포앞,35.88711,128.49573
방천리1,35.88552,128.50389
대실역청아람앞,35.85592,128.46774
강창교1,35.85475,128.46886
대실역(1번출구),35.85842,128.46465
대실역(2번출구),35.85798,128.46463
매곡사거리2,35.86243,128.45825
건영캐스빌앞,35.86878,128.49552
다사농협주유소건너,35.87096,128.49677
다사농협주유소앞,35.87116,128.49682
서재보성타운건너,35.87676,128.49668
서재보성타운앞,35.87665,128.49682
성주사앞,35.88143,128.49872
단산리(종점),35.7661,128.66087
문양리입구1,35.86678,128.42448
문양리입구2,35.86726,128.42439
성주사건너,35.8815,128.49857
서재금봉타운,35.8739,128.49741
서재금봉타운건너,35.87431,128.49722
명곡리1,35.79935,128.49032
명곡리2,35.79942,128.49068
천내우방1차,35.80704,128.49918
천내영남맨션,35.80601,128.50014
논공읍사무소건너1,35.77443,128.42152
논공읍사무소,35.77384,128.42018
삼리1리1,35.76895,128.41052
금포초등학교건너,35.77578,128.42381
금포초등학교,35.77579,128.42428
논공삼거리2,35.72662,128.43564
북리1,35.72872,128.44439
북리2,35.72872,128.44385
한국델파이건너,35.73078,128.4509
한국델파이앞,35.7312,128.4512
현풍농협,35.69672,128.44419
현풍주공아파트,35.69177,128.44291
현풍주공아파트2,35.6899,128.44614
냉천2리,35.77936,128.64931
상원리(마을회관)1,35.77844,128.66235
우록리(종점),35.72259,128.6433
설화명곡역(4번출구),35.79708,128.49147
명곡미래빌3단지건너,35.7974,128.49473
대구텍앞,35.79945,128.62365
동곡리,35.87937,128.42363
달서중고등학교건너,35.88425,128.42208
감문리(삼실)앞,35.88622,128.42126
묘2리(고려정밀),35.89866,128.42198
묘1리,35.90347,128.42009
하빈교삼거리2,35.88995,128.42365
감문1리1,35.89401,128.42859
감문1리2,35.89421,128.42861
감문1리3,35.89729,128.43516
하빈면사무소앞,35.90159,128.44518
하빈초등학교앞,35.90076,128.44251
하빈면사무소건너,35.90169,128.44508
하빈우체국앞,35.90313,128.44567
현내2리중방마을앞,35.90494,128.44506
현내2리중방마을건너,35.90484,128.44499
현내1리,35.91084,128.44691
무등2리,35.91435,128.45136
무등1리1,35.9206,128.4601
무등1리2,35.92023,128.45958
대평교회앞,35.93688,128.46778
서재문화체육센터앞1,35.88481,128.50296
서재문화체육센터건너,35.88481,128.50259
교항2리회관,35.78719,128.44543
금계초등학교(교항리),35.78941,128.44426
옥포중앙교회앞,35.79102,128.44304
신당리,35.79416,128.44177
옥포주유소앞,35.78798,128.45982
송해공원,35.77061,128.48945
반송리,35.75579,128.49408
솔비식당입구맞은편,35.75527,128.4479
솔비식당입구,35.7552,128.44787
명곡미래빌2단지건너,35.79936,128.49469
명곡미래빌3단지앞,35.79736,128.49563
명곡미래빌4단지,35.7985,128.49896
명곡미래빌1단지,35.79841,128.49826
홍천사입구,35.80892,128.48237
홍천사건너,35.80879,128.48237
화원유원지(사문진주막촌),35.81017,128.47806
다사고등학교앞,35.86079,128.46229
강창하이츠,35.86209,128.46051
매곡사거리1,35.86268,128.45948
다사읍행정복지센터건너,35.86127,128.45537
부곡리,35.85204,128.44106
부곡리건너,35.85191,128.44079
문양리2,35.8576,128.43542
문양리1,35.8573,128.43517
동곡초등학교건너,35.87772,128.41734
봉촌1리1,35.86129,128.4082
봉촌리,35.86013,128.40259
하산1리,35.87917,128.39992
세천리1,35.87695,128.47178
다사읍사무소서재출장소앞,35.87242,128.49422
화원시장앞,35.80097,128.50018
화원시장건너,35.80098,128.50111
본리지구건너,35.80241,128.50712
본리지구앞,35.80261,128.50796
시립희망원,35.80442,128.51059
대곡역그린빌,35.80451,128.51083
정대1리(안매남),35.76866,128.57352
정대1리(바깥매남),35.76537,128.5713
정대2리마을회관앞,35.74772,128.55671
행정리(한천서원),35.77961,128.65485
행정리,35.77926,128.6567
상원리(전평못식당)1,35.77392,128.65747
단산리입구1,35.77143,128.65347
오설리,35.67823,128.36474
동아제약건너,35.74002,128.46829
동아제약,35.73977,128.4683
샤니삼거리2,35.73386,128.46204
샤니삼거리1,35.73384,128.46227
용연사,35.7519,128.51127
논공삼거리1,35.72673,128.43564
달성취수장건너,35.73169,128.42717
달성취수장앞,35.73327,128.42547
위천삼거리(현풍방향),35.7597,128.39869
성요셉요양병원건너,35.7217,128.45301
성요셉요양병원앞,35.72167,128.45324
박석진교,35.70702,128.43711
성하리,35.7061,128.43744
현풍삼거리,35.7006,128.43892
현풍중고등학교,35.69688,128.43923
달성우체국건너,35.69388,128.43917
유가사(종점),35.7138,128.50134
도동서원,35.70177,128.37221
자모공원,35.69148,128.39543
달성소방서건너,35.68214,128.44647
신기리1,35.66963,128.44301
신기리2,35.66973,128.44347
대리마을회관건너,35.66541,128.42709
대리,35.66428,128.42269
내리1,35.64014,128.40608
목단1리마을회관건너,35.62312,128.41911
수리리,35.66504,128.39637
징리보건소,35.66887,128.38211
고봉리,35.64974,128.43786
평촌리,35.6436,128.45817
한정리(한정초교건너),35.64753,128.4554
한정리(한정초교),35.64615,128.45835
달창저수지,35.64508,128.47136
대산,35.63876,128.50944
본말(종점),35.64289,128.51028
삼산지,35.7309,128.65751
삼산지건너,35.7305,128.65725
오리(양지마을),35.78789,128.59389
다사고등학교건너,35.8607,128.46204
연화리,35.8547,128.45085
매곡(종점),35.85484,128.45027
대평2리,35.93379,128.46572
현풍운전시험장,35.70238,128.43929
도동,35.68555,128.3581
에코테마파크대구숲앞,35.79577,128.6273
가천리,35.65968,128.45247
달성보건너,35.7373,128.42056
달성교육지원청-대구예아람학교앞,35.78097,128.43416
옥포농협건너,35.78819,128.46232
옥포초등학교앞,35.78881,128.46409
갈실마을회관종점,35.75512,128.45445
녹동서원앞,35.72303,128.64653
우록리(선흥사입구),35.7249,128.65256
우록리(부곡장식당),35.72671,128.65611
봉촌2리,35.86154,128.39207
동곡초등학교앞,35.87761,128.41794
하빈농협동곡지점1,35.8772,128.42146
마비정벽화마을(종점),35.77992,128.54161
본리1리,35.79126,128.51768
명곡미래빌2단지앞,35.79944,128.49517
기곡(종점),35.93112,128.43979
하목정(종점),35.88205,128.40748
육신사,35.90818,128.41707
달성군청건너,35.77529,128.4304
달성군청앞,35.77517,128.43048
명곡1리입구1,35.78987,128.50097
명곡1리입구2,35.78961,128.50143
귀남지휴게소1,35.76891,128.5127
귀남지휴게소2,35.76898,128.51261
공단하수처리장앞,35.72369,128.43849
공단하수처리장건너,35.72343,128.43808
옥포무지개마을,35.79441,128.45409
약산,35.74169,128.42568
응암3리1,35.64273,128.42816
동촌지구대건너,35.88656,128.64933
금사리하이빌APT건너,35.88401,128.65614
강정(종점),35.84288,128.46398
방천리2,35.88551,128.50358
옥포초등학교건너,35.78907,128.46437
정대리(대구미술광장),35.75509,128.56721
오2리(음지머구),35.78997,128.60149
동곡1리3,35.8663,128.41433
동곡1리1,35.86357,128.41447
하산2리,35.88209,128.40739
무등2리입구건너,35.9144,128.45136
연화리2,35.85481,128.45064
구라리,35.80755,128.49624
화원유원지입구,35.80944,128.47877
대동공업건너,35.72612,128.45695
본리1리동회관앞,35.79222,128.45713
본리1리동회관건너,35.79214,128.45713
평촌1리,35.64542,128.44912
목단1리2,35.62498,128.41931
한정3리,35.65531,128.45255
현풍고속도로밑,35.70535,128.43798
하산스무지(종점),35.89019,128.41608
도의리,35.66047,128.46206
유곡리,35.6695,128.46849
유산리,35.62367,128.42941
예현2리마을회관,35.63617,128.43967
현풍시외버스터미널,35.69917,128.44118
유곡리(회차지),35.66925,128.4702
다사읍행정복지센터앞,35.86065,128.45382
동서아파트건너,35.86438,128.4643
동서아파트앞,35.86499,128.46404
에코테마파크대구숲남문앞,35.79325,128.62925
에코테마파크대구숲남문건너,35.79408,128.62907
스파밸리2,35.78782,128.63853
스파밸리1,35.78697,128.63908
비슬산휴양림주차장,35.69382,128.50582
성산3동,35.80931,128.4808
푸르밀대구공장,35.73997,128.4695
달성산업단지관리공단1,35.73016,128.45421
달성산업단지관리공단2,35.73012,128.4545
유신섬유네거리1,35.7335,128.46768
대리마을회관,35.66551,128.42708
구지면사무소건너,35.65931,128.41346
구지면사무소앞,35.65897,128.41327
내리2,35.6401,128.4059
문양기지창건너,35.85896,128.43599
문양기지창앞,35.85894,128.43595
문양역건너,35.86356,128.43785
문양역앞,35.86344,128.43774
문양리(서부실),35.87373,128.43603
응암2리,35.64797,128.42067
응암3리2,35.64268,128.42832
구지농공단지1,35.64736,128.43477
구지농공단지2,35.64711,128.43469
응암1리1,35.65472,128.4255
응암1리2,35.65484,128.42549
매곡정수사업소앞,35.85816,128.4522
국립식량과학원대구시험지,35.9071,128.44465
하빈우체국건너,35.90301,128.44565
기곡리1,35.92538,128.44392
기곡리2,35.92563,128.44376
봉촌1리2,35.86159,128.40598
봉촌1리3,35.86148,128.40595
옥포농협,35.7888,128.46232
위천삼거리(논공방향),35.76003,128.39905
삼리1리2,35.76866,128.41061
국가산단반도유보라1차,35.65705,128.42146
국가산단반도유보라2차,35.65715,128.42156
하빈농협동곡지점2,35.87718,128.42084
감문1리4,35.89739,128.43516
하빈농협앞,35.90075,128.4431
세천고개1,35.87636,128.47892
세천리2,35.87761,128.4761
세천리3,35.87779,128.47653
세천고개2,35.87642,128.47867
서재들,35.87374,128.48762
다사읍사무소서재출장소건너,35.87238,128.49462
응암3리입구,35.6428,128.43066
냉천리1,35.78276,128.64377
냉천리2,35.78196,128.64371
대림생수,35.77705,128.64514
가창중학교건너,35.77511,128.64591
가창중학교앞,35.77406,128.64605
가창초등학교건너,35.7712,128.64733
가창초등학교앞,35.76957,128.64831
대일1리마을회관건너,35.7681,128.64863
가창119안전센터,35.76203,128.65138
주리(삼진식당),35.75825,128.65095
옥분리(구진터),35.75826,128.65136
주2리1,35.7553,128.65015
주2리(최정사입구),35.75438,128.64963
옥분리1,35.75216,128.64985
옥분리마을회관앞,35.75243,128.64997
옥산정미소,35.75059,128.65075
담안마을1,35.74739,128.65181
담안마을2,35.74771,128.6519
송정마을1,35.74459,128.65309
송정마을2,35.74497,128.65313
삼산리입구건너,35.74113,128.65655
샛터마을입구,35.74963,128.65084
건영캐스빌건너,35.86884,128.49533
대실역(4번출구),35.85763,128.46625
매곡초등학교앞,35.86303,128.46744
정대숲,35.75218,128.55851
무등1리3,35.92824,128.46328
묘2리(전마),35.89516,128.4215
이현고개삼거리(시외방향),35.88002,128.45954
대림생수앞,35.77734,128.64485
대1리용흥지건너,35.6666,128.43212
화남초등학교건너,35.80038,128.49765
화남초등학교앞,35.80039,128.49814
모개월앞,35.92877,128.44239
모개월입구,35.92866,128.44235
정대숲건너,35.75015,128.55702
구삼폭포앞,35.77203,128.58062
구삼폭포건너,35.77157,128.58064
명곡지구앞,35.79992,128.49118
교항2리마을입구,35.78514,128.44657
반송4교앞,35.75449,128.50321
반송4교건너,35.75439,128.50324
강정보(디아크문화관)건너,35.8432,128.46564
강정보(디아크문화관)입구,35.84311,128.46564
하빈농협건너,35.90007,128.44055
하빈농협입구,35.89998,128.44053
연젓마을입구,35.91845,128.44529
연젓마을건너,35.9185,128.44519
현풍새마을금고,35.69659,128.44423
새마을입구,35.79317,128.60688
새마을건너,35.79324,128.60685
대실역청아람건너,35.85602,128.46695
명곡미래빌5단지건너,35.79829,128.49161
명곡미래빌5단지앞,35.79819,128.49179
신세월입구1,35.61731,128.40303
화원유원지건너,35.80943,128.4785
김흥리마을입구,35.74885,128.49315
달성소방서앞,35.68206,128.44674
목단2리2,35.61806,128.40989
구룡촌건너,35.77919,128.58413
구룡촌앞,35.77984,128.58481
설티고개(달성공단방면),35.74471,128.48302
설티고개(옥포방면),35.74438,128.48271
봉촌낙동길입구,35.8614,128.39393
봉촌낙동길입구건너,35.86148,128.3939
지산2길입구건너,35.75525,128.49825
지산2길입구,35.75534,128.49825
솔밭기세길입구,35.76229,128.49086
솔밭기세길건너,35.76211,128.49082
하나원전문장례식장,35.71363,128.44368
김흥2리건너,35.74676,128.48808
김흥2리앞,35.74676,128.48868
용연사시설집단지구앞,35.75371,128.5067
용연사시설집단지구건너,35.75389,128.50647
푸르밀대구공장건너,35.73987,128.46922
본리근린공원건너,35.73628,128.46524
본리근린공원앞,35.73628,128.46502
서재들건너,35.87379,128.48754
다사체육공원앞,35.88958,128.47818
다사체육공원건너,35.88951,128.47806
다사초등학교앞,35.86775,128.45783
현풍중고등학교건너,35.69656,128.43941
달성우체국앞,35.69436,128.43936
현풍주공아파트앞,35.69199,128.44292
매곡초등학교건너,35.86207,128.46742
다사주공아파트앞,35.86642,128.45684
다사주공아파트건너,35.86657,128.45693
다사초등학교건너,35.86763,128.45772
다사역(4번출구),35.864,128.45929
퇴계마을앞,35.78672,128.65111
행정2리앞,35.78614,128.64445
퇴계마을건너,35.78662,128.65115
행정2리건너,35.78637,128.64617
다사역(3번출구),35.86388,128.45912
방천리환경자원사업소,35.8841,128.50779
노이2리건너,35.76031,128.43549
용화사건너,35.75976,128.43852
용화사앞,35.75984,128.43832
노이2리앞,35.76045,128.43536
행정1리앞,35.78175,128.65421
행정1리건너,35.78173,128.6543
사창마을앞,35.64692,128.4451
사창마을건너,35.64691,128.44531
달성기와앞,35.7363,128.46869
달성기와건너,35.73632,128.46852
정대숲앞,35.7501,128.55711
옥연지,35.77517,128.48775
옥연지건너,35.77535,128.48783
근린공원축구장건너,35.63972,128.41883
현풍터미널앞,35.69965,128.44138
달성화성파크드림앞,35.65501,128.4173
근린공원축구장앞,35.64095,128.41791
한국클래드텍앞,35.63614,128.41973
한국클래드텍건너,35.63623,128.41987
(주)영화건너,35.63367,128.4233
신성중공업앞,35.63382,128.42778
서영기공앞,35.63723,128.42983
서영기공건너,35.63773,128.42966
현대메카닉스앞,35.63999,128.42543
현대메카닉스건너,35.63975,128.42584
달성2차산업단지출장소건너,35.63975,128.42181
(주)영화앞,35.6338,128.42318
신성중공업건너,35.6337,128.42804
달성2차산업단지출장소앞,35.63996,128.42177
과학마을청아람앞,35.65503,128.41765
현풍터미널건너,35.69964,128.44154
유가차천1,35.67371,128.4484
유가차천,35.67449,128.44827
대1리용흥지앞,35.66582,128.43004
국가물산업클러스터건너,35.64681,128.41749
국가물산업클러스터앞,35.64676,128.4178
가창댐,35.79784,128.61568
가창댐1,35.79833,128.61364
대실역1,35.85619,128.46434
대실역2,35.85625,128.46462
심인고등학교건너,35.85259,128.46436
심인고등학교앞,35.85294,128.46457
대리마을앞,35.66493,128.42112
대구보훈요양원앞,35.88655,128.41015
대구보훈요양원건너,35.88637,128.41026
신성에스앤티앞,35.87284,128.47031
동성에스티에스건너,35.87481,128.46343
한서기전앞,35.87835,128.46366
신성에스앤티건너,35.8724,128.47028
한서기전건너,35.87846,128.46357
동성에스티에스앞,35.87494,128.46355
에이스이노텍앞,35.87058,128.46705
에이스이노텍건너,35.87043,128.467
아주철강앞,35.87317,128.46671
아주철강건너,35.87345,128.46672
강창교2,35.8552,128.46875
죽곡푸르지오2단지1,35.85001,128.46743
죽곡푸르지오2단지2,35.85008,128.46686
교항리마을입구건너,35.78536,128.44662
화동초등학교건너,35.80051,128.51
달성군선거관리위원회앞,35.80463,128.50555
달성군선거관리위원회건너,35.80453,128.50549
화동초등학교앞,35.8005,128.50988
상당마을,35.9298,128.4506
터실마을,35.92036,128.43618
현풍읍행정복지센터앞,35.69675,128.44793
현풍읍행정복지센터건너,35.69649,128.44846
달성문화원앞,35.69821,128.4505
달성문화원건너,35.69852,128.45039
달성도서관입구,35.7005,128.44601
달성도서관건너,35.70059,128.44605
달성스포츠파크앞,35.70101,128.4418
달성스포츠파크건너,35.70115,128.44191
가태리마을회관앞,35.64991,128.47299
가태리마을회관건너,35.64981,128.47282
가태2리마을입구,35.65156,128.47361
학산아파트앞,35.69153,128.44908
학산아파트건너,35.69281,128.44974
세하건너,35.68615,128.45797
한국생산기술연구원앞,35.69056,128.47004
한국생산기술연구원건너,35.69126,128.46978
국립대구과학관정문앞,35.68534,128.46624
국립대구과학관정문건너,35.68527,128.46643
IHL앞,35.68319,128.46443
IHL건너,35.68327,128.46429
세하앞,35.68645,128.45773
김흥1리앞,35.754,128.49355
김흥1리건너,35.75386,128.4937
무등보건진료소앞,35.92338,128.4619
무등보건진료소건너,35.9237,128.46198
정대2리마을회관건너,35.74791,128.55696
정대2리(잿들마을)앞,35.73817,128.55563
정대2리(잿들마을)건너,35.73796,128.55547
정대2리(마내미골)종점,35.73314,128.55085
두천마을입구,35.93402,128.46098
두천마을건너,35.93398,128.46109
동곡치안센터앞,35.87758,128.41652
포산중학교앞,35.69688,128.46177
포산중학교건너,35.69704,128.46193
대구보훈요양원,35.89,128.40793
유가읍사무소앞,35.6937,128.45974
유가읍사무소건너,35.69351,128.45986
중뫼마을앞,35.70367,128.49474
중뫼마을건너,35.7034,128.49466
용금공단앞,35.68086,128.46438
용금공단건너,35.68106,128.4644
녹동서원건너,35.72291,128.64673
대암2리1,35.61775,128.39253
차천네거리1,35.67339,128.44913
차천네거리2,35.67324,128.44932
포산고등학교1,35.6893,128.44981
포산고등학교2,35.68907,128.44992
유곡사거리1,35.67495,128.46014
유곡사거리2,35.67452,128.45987
진아리채앞,35.69483,128.46398
하나리움앞,35.69602,128.46367
제일풍경채앞,35.69327,128.455
제일풍경채건너,35.69313,128.45519
방천리공영차고지,35.8898,128.51002
다사농협세천지점앞,35.87413,128.47515
다사농협세천지점건너,35.87395,128.47537
이진캐스빌건너,35.78234,128.44062
이진캐스빌앞,35.78265,128.44033
중흥S클래스건너,35.69965,128.46536
쌍계리,35.70188,128.46729
세천초등학교건너,35.875,128.48056
세천초등학교앞,35.87471,128.47998
우록리(자양마을)건너,35.72406,128.65025
우록리(부곡장식당)건너,35.7265,128.65601
금포1교2,35.77143,128.42374
금포1교1,35.77219,128.42378
노이3리1,35.76775,128.42734
노이3리2,35.76699,128.42776
비슬초등학교건너,35.69697,128.45707
비슬초등학교앞,35.69677,128.45703
고래들공원앞,35.69597,128.4531
고래들공원건너,35.69533,128.45162
정대리(대구미술광장건너),35.75538,128.56709
금계초등학교(교항리)건너,35.78944,128.44434
옥포중앙교회건너,35.79113,128.44307
신당리2,35.79416,128.44176
옥포무지개마을앞,35.79447,128.45416
옥포농협2,35.78869,128.46236
음리1,35.6968,128.48268
창리1,35.66474,128.41785
창리2,35.66499,128.41825
대주기계앞,35.67703,128.45697
영풍열처리앞,35.68104,128.45798
영풍열처리건너,35.6811,128.45769
대주기계 건너,35.67762,128.4577
현풍경남은행건너,35.69271,128.45791
현풍경남은행앞,35.69269,128.4577
LH천년나무2단지앞,35.69069,128.45306
LH천년나무2단지건너,35.69027,128.45327
설화명곡역(8번출구),35.79942,128.48881
제일풍경채센트럴건너,35.68916,128.46496
제일풍경채센트럴앞,35.68936,128.46601
서재동화아이위시건너,35.86804,128.49331
서재동화아이위시앞,35.86785,128.49326
고봉리2,35.64965,128.43783
창2리2,35.65888,128.40884
창2리1,35.65882,128.40879
우미린아파트앞,35.69348,128.46497
