정류장명,위도,경도
한국토지공사,35.97434,128.42493
에스지 건너,35.97211,128.42377
금산리야대기건너,35.96446,128.40994
우방신천지타운 건너,36.07453,128.39377
남율강촌,36.05451,128.40726
신나무골,35.96571,128.46163
원곡 도당,35.96382,128.47235
완정건너,35.96959,128.44247
공단삼거리,35.97911,128.42633
삼청리입구,35.98362,128.42315
행정2리(물문),35.9772,128.37986
죽전1리(강정),35.98422,128.38265
관호5거리입구,36.00349,128.39044
복성4리,36.04515,128.34697
북삼로입구건너,36.06735,128.34441
강진삼거리건너,36.06624,128.33289
북삼현대아파트건너,36.0677,128.33448
약목건너,36.03474,128.36528
약목주유소건너,36.03153,128.36782
관호2리,36.01796,128.38717
관호초등학교건너,36.02131,128.38397
북중리건너,36.07794,128.41019
율1리입구,36.05706,128.3445
율리입구,36.05242,128.34509
늘푸른아파트,36.07055,128.33765
인평공원 앞,36.07219,128.34202
인평공원서편,36.07285,128.34018
북삼중학교,36.07129,128.34325
신2리내실건너,35.95651,128.47989
신동역,35.95685,128.48649
신동중학교건너,35.95693,128.48313
신동초등학교건너,35.95613,128.48984
동명면행정복지센터건너,35.98407,128.55311
에스케이주유소건너,35.96223,128.40518
금산리강창건너,35.96019,128.39948
3주공아파트,35.9883,128.41305
문화아파트,35.98873,128.40767
복지회관건너,35.98817,128.41606
노석2리흰돌건너,35.96276,128.38812
노석1리(정미소),35.95366,128.38965
성남양수장건너,35.94304,128.39298
태우테크건너,35.95772,128.38902
행정2리나오테,35.97082,128.38333
로얄1차앞,35.98574,128.39907
삼부쇼핑건너,35.982,128.39872
더벙골,35.91919,128.40827
금남1리남산입구,35.93255,128.40487
금남2리입구,35.92203,128.40704
군립병원,35.92405,128.40663
낙산1리가실,35.93541,128.40423
분도노인마을,35.9268,128.40611
장미노인요양원건너,35.92972,128.40548
광명산업건너,35.97913,128.48292
달서교회,35.97498,128.4836
달서리마을회관,35.98531,128.48185
달서보건소,35.98937,128.48297
망월사입구건너,35.97699,128.48279
백운리삼거리건너,36.01475,128.48233
백운리쉼터건너,36.01755,128.48792
삼보사입구,36.00645,128.48278
상지사거리,35.95936,128.494
신동천주교회,35.957,128.4921
신4리 경로당,35.96175,128.49431
창평삼거리건너,35.96719,128.49547
청구공원,36.00765,128.48299
황학교회,36.02069,128.48141
황학산장입구,36.03635,128.48536
황학,36.03963,128.48655
가산2리,36.05373,128.59486
가산2리한뜸,36.05681,128.58465
송학가든건너,36.04847,128.61338
용수가든건너,36.07494,128.60378
용수교회건너,36.06433,128.6081
용수리,36.05989,128.61253
용수리 묵은터,36.05449,128.61594
응추리 노인회관,36.04141,128.60545
응추리 음지마을,36.04181,128.61276
칠곡 학생야영장입구,36.04953,128.59739
송정리원곡,35.95959,128.47595
한솔솔파크,36.0711,128.39489
덕산리마을회관,35.94292,128.49466
영리교차로,35.97609,128.38015
동명교통,35.98496,128.55359
석적농협,36.07611,128.3952
남광하우스토리,36.07792,128.39986
무리실 입구,35.97267,128.38108
한솔입구맞은편,36.07122,128.3951
남광하우스토리건너,36.07825,128.40011
금암4리(직금마을),35.99668,128.55315
숭오3리(강진삼거리),36.06709,128.33089
금암4리(대구시립묘지),36.00135,128.55251
영진전문대칠곡정문,35.94502,128.46448
영진전문대칠곡건너,35.94483,128.46438
숭오리 종점,36.06843,128.33155
복성4리(옥만이),36.03885,128.36139
중리마을입구,35.95009,128.47362
중리마을입구건너,35.95,128.4737
삼청,35.97208,128.43579
공단삼거리건너,35.97921,128.42658
가실입구삼거리건너,35.93741,128.40391
칠곡상수도사업소건너,35.95593,128.39855
성곡종점,36.07173,128.44858
동명주유소건너,36.01365,128.55016
금암4리건너,36.00105,128.55233
가산1리건너,36.04257,128.59626
약목역건너,36.03685,128.36353
약목역,36.03725,128.36346
호국평화기념관,36.0192,128.40297
호국평화기념관 건너,36.01852,128.40254
중리2교건너,36.07637,128.40833
가산2리(윗산당),36.05115,128.5954
황학종점,36.03957,128.48668
복지회관,35.98851,128.41535
문화아파트건너,35.9888,128.40803
주공3단지,35.9885,128.41303
달오(태왕아너스)건너,35.978,128.39854
달오(태왕아너스)앞,35.978,128.39878
군립도서관건너,35.97582,128.39852
군립도서관앞,35.97578,128.39882
석적행정복지센터,36.06485,128.40065
남율동산마을,36.0673,128.39927
복성4리(옥만이)건너,36.03915,128.36128
가산평생학습복지센터건너,36.0847,128.53826
송정리원곡건너,35.96051,128.47515
덕산리마을회관건너,35.94286,128.49485
팥재주차장,36.06166,128.48285
국립칠곡 숲체원건너,36.06506,128.46377
가산2리(한뜸2),36.0563,128.58645
국립칠곡 숲체원,36.06505,128.46358
순심중고등학교,35.98803,128.40359
왜관수도원,35.98817,128.40363
가산전원마을 입구,36.04395,128.59722
송정리(수정마을),35.94338,128.46915
칠곡군농산물가공센터,36.05584,128.59283
대명시장앞,35.85869,128.57713
대명시장건너,35.85865,128.57782
계명대학교대명캠퍼스앞,35.85711,128.58085
계명대학교대명캠퍼스건너,35.85768,128.58001
중부소방서건너,35.86313,128.57556
중부소방서앞,35.86307,128.57676
대신센트럴자이,35.86374,128.578
청라언덕(신남)역(1번출구),35.86469,128.58118
엘디스리젠트호텔건너,35.86604,128.58676
엘디스리젠트호텔앞,35.86595,128.58526
현대백화점.동아쇼핑건너,35.86588,128.59022
봉산문화거리앞,35.86468,128.59718
2호선반월당역1,35.86526,128.59562
봉산문화거리건너,35.86502,128.59693
반월당역(2번출구),35.86266,128.59329
반월당역(1번출구)1,35.86335,128.59309
남문시장건너2,35.85956,128.5921
남문시장앞,35.86018,128.59206
명덕역(6번출구),35.8578,128.59124
명덕역(7번출구),35.85793,128.59097
명덕네거리1,35.85682,128.59202
명덕네거리2,35.85689,128.59247
상수도사업본부건너,35.85649,128.59619
상수도사업본부,35.85602,128.59727
명덕초등학교앞,35.85687,128.58817
명덕초등학교건너,35.85668,128.58812
남산역(프린스호텔건너),35.85658,128.58486
남산역건너(프린스호텔앞),35.85633,128.58397
경북공고앞,35.8579,128.58281
경북공고건너,35.85867,128.58257
남산초등학교앞,35.86239,128.58254
남산초등학교건너,35.86272,128.58233
남산2동주민센터건너,35.86489,128.58854
남문아파트앞,35.86179,128.59096
대구향교앞,35.86015,128.59577
대구향교건너,35.86027,128.59588
약령시건너(동성로입구),35.86784,128.59369
약령시앞,35.86897,128.5936
경상감영공원건너,35.87277,128.59445
경상감영공원앞,35.87377,128.5945
경진테크빌앞,35.87488,128.58778
대구역센트럴자이,35.87538,128.58773
성내3동행정복지센터입구,35.87262,128.58742
삼정빌딩앞,35.87129,128.58746
수창초등학교,35.87535,128.58214
달성공원앞,35.87462,128.582
동산의료원앞1,35.86855,128.58234
서문시장,35.86739,128.58226
동산의료원앞2,35.86737,128.58236
대신동광명맨션앞,35.86663,128.57555
서문시장5지구앞,35.86895,128.57858
섬유회관앞,35.87062,128.58387
섬유회관건너1,35.87073,128.58333
섬유회관건너2,35.87052,128.58539
곽병원앞2,35.87035,128.58928
곽병원건너,35.87029,128.58967
곽병원앞1,35.87041,128.58964
만경관건너,35.87045,128.59052
만경관앞,35.87055,128.59024
CGV대구한일건너,35.87082,128.59633
CGV대구한일앞,35.87058,128.59673
2.28기념중앙공원앞,35.87031,128.59832
2.28기념중앙공원건너1,35.87059,128.59802
적십자혈액원앞,35.87833,128.57842
적십자혈액원건너,35.87804,128.57884
중구보건소건너,35.87692,128.58489
중구보건소앞,35.8771,128.58495
대구콘서트하우스앞,35.87563,128.59246
경대사대부설고등학교앞,35.86352,128.60052
경북대학교치과병원,35.8636,128.60149
방천시장(김광석길)건너,35.86268,128.60572
방천시장(김광석길)앞,35.86231,128.60636
대백프라자앞,35.85521,128.60439
대봉성당,35.85544,128.60072
건들바위건너,35.85745,128.59856
건들바위앞,35.85826,128.5985
봉산가구골목(동편),35.86152,128.59923
봉산가구골목(서편),35.86121,128.59911
봉산육거리,35.86275,128.59923
청구타운앞,35.86138,128.60347
청구타운건너,35.86037,128.60417
청운맨션앞,35.85719,128.60466
청운맨션건너,35.85675,128.60463
구.대봉도서관앞,35.85655,128.60221
구.대봉도서관건너,35.85674,128.60197
대구맨션앞,35.86011,128.60083
대구맨션건너,35.85981,128.60094
삼덕교회,35.86615,128.60002
삼덕성당앞,35.86751,128.59975
국채보상운동기념공원,35.86826,128.60377
경북대학교병원건너,35.8658,128.60323
경북대학교병원앞,35.86523,128.60325
중구청건너,35.86875,128.60714
중구청앞,35.86894,128.6069
동인초등학교앞,35.86841,128.61077
동인초등학교건너,35.86861,128.61067
대구시동인청사앞,35.8722,128.60101
대구시동인청사건너,35.87201,128.60078
대구역건너,35.87443,128.59749
대구역앞,35.87459,128.59762
교동시장앞,35.87404,128.59935
태평상가건너,35.87339,128.6026
태평상가앞2,35.87336,128.6032
동인네거리1,35.87252,128.6061
동인네거리2,35.87267,128.6068
신천교1,35.8731,128.60973
신천교2,35.87332,128.60984
동인치안센터건너,35.87116,128.60426
동인치안센터앞,35.87121,128.60449
달성공원건너,35.87255,128.58224
2.28기념중앙공원건너2,35.87036,128.59905
반월당역(1번출구)2,35.86258,128.59294
성명여자중학교,35.86887,128.58606
대구콘서트하우스건너,35.87539,128.59261
2호선반월당역2,35.86491,128.59563
남문시장건너1,35.86164,128.59167
남산2동주민센터앞,35.86406,128.58913
매일신문사건너,35.86853,128.58703
태평상가앞1,35.87358,128.60258
매일신문사앞,35.86818,128.58715
약령시입구,35.86638,128.58928
청라언덕(신남)역(2번출구),35.86427,128.5807
청라언덕(신남)역(8번출구),35.86519,128.58387
불로전통시장앞,35.91063,128.64115
불로전통시장건너,35.9106,128.6409
불로동고분군앞,35.9146,128.64124
불로동고분군건너,35.91509,128.64099
봉무청구새들마을앞,35.92997,128.6419
봉무청구새들마을건너,35.93008,128.64167
파군재삼거리2,35.93401,128.64385
파군재삼거리1,35.93584,128.64351
공산동행정복지센터건너,35.93988,128.64571
공산동행정복지센터앞,35.94004,128.64552
팔공보성아파트건너,35.94233,128.64661
팔공보성아파트앞,35.94224,128.6464
대구중앙중고등학교건너,35.86808,128.61674
대구중앙중고등학교앞,35.86787,128.61656
청구고등학교앞,35.86758,128.6219
청구고등학교건너,35.86714,128.62367
신천LH아파트건너,35.87396,128.61393
신천LH아파트앞,35.87409,128.61388
신천역(2번출구),35.87448,128.61672
역전시장앞,35.87512,128.62021
역전시장건너,35.87544,128.62092
신천3동행정복지센터건너,35.87422,128.62369
솔렌스힐앞,35.87146,128.6238
솔렌스힐건너,35.87126,128.62359
한국건강관리협회앞,35.86901,128.62328
신천3치안센터앞,35.87002,128.62015
신천3치안센터건너,35.86987,128.6201
명문오하임아파트앞,35.8725,128.61971
명문오하임아파트건너,35.87262,128.61975
신천초등학교앞,35.87188,128.62303
신천초등학교건너,35.8719,128.62307
신천역(5번출구),35.87325,128.61838
신천역(4번출구),35.87276,128.61855
한국국토정보공사건너,35.876,128.62411
한국국토정보공사앞,35.87622,128.62426
동대구역복합환승센터앞,35.87754,128.62992
동대구역복합환승센터건너,35.87736,128.63011
대구지방법원등기국앞,35.87864,128.63459
대구지방법원등기국건너,35.879,128.6347
청기와주유소건너,35.87808,128.64832
효목네거리3,35.87728,128.6462
CMB대구방송,35.86875,128.63129
구.동부정류장(메트로팔레스),35.87012,128.63296
코오롱아파트,35.86989,128.63232
수성도서관앞,35.87269,128.63808
수성도서관건너,35.87293,128.63789
한전동대구지사건너,35.87418,128.64122
한전동대구지사,35.87448,128.64115
동구시장앞,35.87409,128.63932
동구시장건너,35.8743,128.6393
동구기억쉼터건너,35.87755,128.63919
동구기억쉼터앞,35.87762,128.63878
경북아파트앞(신천동),35.87642,128.63288
경북아파트건너(신천동),35.87667,128.63283
팔공정보문화센터건너,35.87408,128.63437
팔공정보문화센터앞,35.8739,128.63466
영남일보건너,35.86911,128.62648
영남일보앞,35.86819,128.62612
상공회의소건너,35.8714,128.6258
상공회의소앞,35.87196,128.62516
동부소방서건너,35.87517,128.62573
동부소방서앞,35.87522,128.62533
동대구역,35.87939,128.62699
동대구역건너,35.87862,128.62688
동대구맨션,35.88191,128.62569
동대구이안센트럴D아파트,35.88145,128.62535
파티마병원건너2,35.88265,128.62496
KT동대구지사앞,35.88458,128.6264
KT동대구지사건너,35.88463,128.62614
신암4동행정복지센터앞,35.88549,128.62995
신암4동행정복지센터건너,35.8857,128.62986
동구청역(4번출구),35.88468,128.63233
동구청역(3번출구),35.88462,128.63253
산림조합중앙회건너,35.88213,128.63022
산림조합중앙회앞,35.88247,128.63076
동대구역지하도1,35.88063,128.6281
동대구역지하도2,35.88071,128.62905
큰고개오거리1,35.88629,128.63235
큰고개오거리2,35.88647,128.63182
국립신암선열공원앞,35.88888,128.62891
국립신암선열공원건너,35.88867,128.6288
신암보성아파트건너,35.88753,128.62503
신암2동우체국,35.87777,128.60792
강남약국앞1,35.87932,128.61041
강남약국앞2,35.88031,128.61138
동신초등학교앞,35.87815,128.61557
동신초등학교건너,35.87888,128.61534
공고네거리2,35.88141,128.61595
공고네거리1,35.88161,128.61597
대구동부고용복지플러스센터,35.88164,128.61713
평화시장(닭똥집골목)건너,35.88249,128.62067
평화시장(닭똥집골목)앞,35.88277,128.62141
파티마병원건너1,35.88294,128.6226
경진초등학교앞,35.89067,128.61938
경진초등학교건너,35.89039,128.61909
경북대학교 경상대학앞,35.88941,128.61745
경북대학교 경상대학건너,35.88792,128.61639
경북대학교정문건너,35.88498,128.6145
경북대학교정문앞,35.88403,128.61335
신암초등학교건너,35.88257,128.61246
동구청건너,35.88577,128.63479
동구청앞,35.88593,128.63459
아양교역(2번출구),35.88706,128.6399
아양교역(1번출구),35.88714,128.63947
동촌강나루아파트건너,35.88642,128.64148
동촌강나루아파트앞,35.88614,128.64188
효동초등학교건너,35.88322,128.64396
효동초등학교앞,35.88311,128.64428
대구일마이스터고교건너,35.88093,128.64723
대구일마이스터고교앞,35.8809,128.64754
동촌해성아파트건너,35.8881,128.64602
아양교1,35.89054,128.64286
아양교2,35.89072,128.64267
입석중학교앞,35.89115,128.64495
입석중학교건너,35.89104,128.64564
K-2입구,35.89421,128.64488
강산아파트건너,35.89523,128.64125
강산아파트앞,35.89546,128.64083
공항시장건너,35.89686,128.63782
공항시장앞,35.89659,128.63788
지저동행정복지센터건너,35.8937,128.6374
지저동행정복지센터앞,35.89384,128.63756
대구국제공항앞,35.89926,128.63641
대구국제공항건너,35.8985,128.6373
불로삼거리,35.90184,128.63639
불로우방아파트건너,35.90101,128.63105
불로우방아파트앞,35.9007,128.63055
아양아트센터앞,35.88005,128.65228
대구지방기상청,35.87848,128.65494
망우당공원앞,35.876,128.65597
우방강촌마을앞,35.8763,128.6695
우방강촌마을건너,35.87672,128.66932
은하타운건너,35.87531,128.6745
은하타운앞,35.87563,128.67458
강변동서마을앞,35.87489,128.67883
용계삼거리1,35.87549,128.68453
율하남교2,35.87198,128.69066
율하역(4번출구),35.86844,128.69399
율하역(5번출구),35.86912,128.69367
안심주공1단지건너,35.86727,128.69768
LG물류센터건너,35.87396,128.69099
LG물류센터앞,35.8742,128.68953
정동고등학교건너,35.8736,128.69503
정동고등학교앞,35.87375,128.69464
용계역(1번출구),35.8766,128.6807
용계역(2번출구),35.87637,128.68067
백자맨션건너,35.87754,128.67758
백자맨션앞,35.87762,128.67655
방촌치안센터앞,35.87908,128.67249
방촌치안센터건너,35.87879,128.67266
방촌역(1번출구),35.87979,128.66999
방촌역(2번출구),35.87969,128.66956
방촌시장건너,35.88128,128.66605
방촌시장앞,35.88112,128.66587
퀸벨호텔건너,35.88322,128.66183
퀸벨호텔앞,35.88276,128.66227
해안역(1번출구),35.88369,128.65941
해안역(3번출구),35.88342,128.65973
홈플러스동촌점앞,35.88526,128.65606
홈플러스동촌점건너,35.88487,128.65622
동촌역(신길)1,35.88703,128.65277
동촌역(신길)2,35.88769,128.6511
동촌화성타운건너,35.88979,128.64788
동촌화성타운앞,35.88997,128.64707
율하교동편1,35.87326,128.69938
율하교동편2,35.87337,128.69995
반야월시장1,35.8727,128.70446
반야월시장2,35.87291,128.70394
각산태영데시앙앞,35.87244,128.70823
각산태영데시앙건너,35.87212,128.70979
안심지구대건너,35.87201,128.71254
경북교통,35.87041,128.71363
경북교통앞,35.87026,128.71375
반야월역(4번출구)1,35.86704,128.71368
반야월역(1번출구),35.86702,128.71356
동부고교건너,35.87188,128.71793
동부고교앞,35.87208,128.71708
동부경찰서건너,35.87186,128.72258
동부경찰서앞,35.87192,128.72332
신서신일해피트리아파트,35.8717,128.72868
녹원맨션,35.87182,128.72957
송정삼거리3,35.87158,128.73247
송정삼거리4,35.87163,128.73189
안심역(4번출구),35.87152,128.73502
안심역(5번출구),35.87164,128.73468
대림육교1,35.87269,128.74185
대림육교2,35.87223,128.74284
태왕그린힐즈앞1,35.93923,128.63853
팔공3차보성타운후문,35.94003,128.63805
지묘초등학교앞,35.94345,128.6376
지묘초등학교건너,35.94228,128.63759
동북주유소앞,35.95224,128.63454
동북주유소건너,35.95272,128.63416
화전동1,35.96214,128.63143
농협방촌지점,35.88217,128.66564
방촌빌라,35.88168,128.67165
금사리하이빌APT앞,35.88392,128.6568
이안동대구아파트,35.87805,128.61835
신암건영캐스빌아파트,35.87796,128.61847
동대구초등학교앞,35.87875,128.62069
동대구초등학교건너,35.87858,128.62069
동대구역수화물취급소건너,35.87984,128.62506
동대구역수화물취급소앞,35.87977,128.62515
동양맨션앞,35.87969,128.61959
매골1,35.96976,128.62869
매골2,35.96998,128.62846
덕곡삼거리1,35.97522,128.63004
덕곡삼거리2,35.97479,128.62974
파계사(종점),35.99036,128.63696
내동,35.95699,128.66495
미대동1,35.95748,128.66889
미대동2,35.95721,128.66865
구암동1,35.95461,128.67953
구암동2,35.95444,128.67969
미곡동1,35.95507,128.68518
미곡동2,35.95532,128.68509
백안삼거리1,35.95408,128.68951
백안삼거리2,35.95428,128.68944
공산초등학교건너,35.95608,128.69206
공산초등학교앞,35.95617,128.69188
백안교1,35.95301,128.69416
백안교2,35.95314,128.69405
인산마을앞,35.95563,128.70564
인산마을건너,35.95594,128.70611
능성동입구앞,35.95884,128.711
능성동입구건너,35.95885,128.71089
중마을(갓바위방향),35.96614,128.72114
중마을(시내방향),35.9661,128.72094
웃갈미마을앞,35.95321,128.69872
웃갈미마을건너,35.95327,128.6986
진정마을1,35.95991,128.7138
진정마을2,35.95977,128.71389
서당마을앞,35.96189,128.69654
서당마을건너,35.96197,128.69648
방짜유기박물관앞,35.96433,128.69799
방짜유기박물관건너,35.96448,128.69789
대구학생수련관입구앞,35.97891,128.69938
대구학생수련관입구건너,35.97893,128.69932
동화교1,35.98421,128.69829
동화교2,35.98421,128.69798
동화사입구앞,35.98888,128.69732
동화시설집단지구(종점)1,35.98805,128.69437
사복동입구교차로건너,35.87196,128.74763
사복동입구교차로,35.87221,128.74861
신천역(3번출구),35.87434,128.61688
아양교3,35.89026,128.64131
아양교4,35.89016,128.6418
용계삼거리3,35.87506,128.68493
파계교,35.94098,128.63806
공산댐건너,35.94492,128.64695
도학동1,35.97218,128.7012
도학동,35.97203,128.70108
도평동입구1,35.90913,128.64282
도평동입구2,35.90923,128.64277
도동청구타운건너,35.90919,128.64865
도동청구타운앞,35.90926,128.64846
평광종점,35.9309,128.69462
농협동촌지점,35.88438,128.65363
방촌건널목,35.8803,128.66963
신기역(화성타운앞),35.86675,128.7023
신기역(화성타운건너),35.8665,128.70256
안심주공2단지앞,35.86684,128.69958
안심주공1단지앞,35.86704,128.69767
강변동서마을건너,35.87527,128.67888
화랑교1,35.87705,128.66303
화랑교2,35.87728,128.66247
불로화훼단지건너,35.90707,128.64042
내동건너,35.95579,128.66563
동화사입구건너,35.98875,128.69767
매여동(동구)저탄장,35.91024,128.71816
부동,35.88824,128.6789
부동삼거리,35.88869,128.67915
부동(종점),35.88919,128.69487
해안초등학교뒤,35.8969,128.68254
경주최씨종가1,35.90268,128.68615
경주최씨종가(종점),35.90615,128.68645
부동농협,35.89121,128.68028
방촌1동,35.89464,128.67484
둔산동,35.89743,128.67341
공군기지관사입구,35.90095,128.67418
측백나무숲건너,35.91917,128.66333
측백나무숲앞,35.91899,128.6632
섬뜸마을,35.9325,128.68836
평광마을회관,35.93267,128.69034
태왕그린힐즈건너,35.93881,128.64054
태왕그린힐즈앞2,35.9389,128.64042
지묘동1,35.94098,128.63929
지묘동2,35.94088,128.63932
송정동2,35.98691,128.6222
송정동1,35.9871,128.62264
이마트반야월점건너,35.86925,128.72852
이마트반야월점앞,35.86932,128.72787
송정삼거리1,35.87066,128.73188
금강동,35.85911,128.73638
강동중·고등학교,35.86663,128.72889
강동중·고등학교건너,35.8664,128.72874
동호육교2,35.86683,128.72454
동호육교1,35.86667,128.72438
영조아파트건너,35.86649,128.72646
영조아파트앞,35.86653,128.72661
상록아파트,35.86519,128.72272
동호초등학교건너,35.86484,128.72145
태왕메트로시티앞,35.88103,128.63985
바른병원건너,35.88943,128.64327
동촌역(2번출구),35.88615,128.64997
도동교1,35.91083,128.65159
도동교2,35.91081,128.65172
도동제1경로당건너,35.9112,128.65513
도동제1경로당앞,35.91212,128.65629
갓골건너,35.91583,128.65968
갓골앞,35.91575,128.65971
효신초등학교앞,35.87148,128.63376
송정삼거리2,35.87034,128.73147
용계동2,35.87883,128.68622
조일고등학교(종점),35.88358,128.69253
삼육구가든앞,35.93152,128.67423
삼육구가든건너,35.93146,128.67421
화전동2,35.96281,128.63119
용계동1,35.87873,128.6861
신천3동행정복지센터앞,35.87521,128.62343
방촌맨션앞,35.87668,128.67413
팔공학생야영장앞,35.99254,128.66532
K2관사입구(종점),35.90263,128.67201
공산댐앞,35.9451,128.64732
갓바위,35.97051,128.72605
구둔산,35.89674,128.67157
동화시설집단지구(종점)2(대구시민안전테마파크),35.98815,128.69468
다리골,35.92967,128.67032
태왕메트로시티건너,35.88096,128.64093
반야월역(3번출구),35.86584,128.71463
각산역(2번출구),35.86753,128.72309
각산역(1번출구),35.86754,128.7225
반야월역(4번출구)2,35.86606,128.71473
경주최씨종가2,35.90122,128.68568
상동마을(둔산길),35.89869,128.68397
대구동촌유치원,35.88485,128.65288
동촌해성아파트앞,35.88846,128.64543
대원사입구,35.96317,128.73988
진인동(진정마을)1,35.95848,128.71488
중대1동회관앞,35.98506,128.63769
한걸고정마을,35.98799,128.63728
반야월모란1차아파트,35.86624,128.70702
안심지구대앞,35.87213,128.71211
안심중학교건너,35.866,128.70727
신덕마을입구,35.88272,128.69077
공산파출소,35.9797,128.63393
용계삼거리4,35.87474,128.68402
용계삼거리2,35.87564,128.6832
대구신문사,35.87566,128.6223
중리마을,35.979,128.6339
팔공3차보성타운건너,35.94083,128.63542
팔공3차보성타운앞,35.94086,128.636
대구연경아이파크아파트건너,35.9445,128.62917
대구연경아이파크아파트앞,35.94464,128.62934
불로화훼단지앞,35.90343,128.63788
능성동예비군훈련장,35.96137,128.73252
봉무공원건너,35.92199,128.64113
한국폴리텍대학(영남융합기술캠퍼스),35.91949,128.64135
원불교앞,35.92773,128.64151
이시아폴리스더샵1단지,35.92461,128.64114
송정동3,35.98834,128.62465
송정동4,35.98833,128.62489
당정마을입구,35.98919,128.61856
팔공한마음주유소,35.99124,128.61633
덕곡(대구선명학교),35.99521,128.61222
덕곡(달구벌고교),35.99531,128.61183
팔공한마음주유소건너,35.99259,128.61462
당정마을입구건너,35.9891,128.61843
칡골마을앞,35.95426,128.7023
당동마을앞,35.95481,128.70382
당동마을건너,35.95502,128.70393
칡골마을건너,35.95434,128.70207
중리삼거리1,35.97765,128.63083
중리삼거리2,35.97752,128.63059
신생원건너,35.86473,128.73257
신생원앞,35.86487,128.73265
신서성당건너,35.86492,128.72808
신서성당앞,35.86471,128.7276
덕산마을앞,35.98447,128.62276
덕산마을건너,35.98465,128.62276
상리마을앞,35.97977,128.62818
상리마을건너,35.97951,128.62876
안심중학교앞,35.86609,128.71089
동촌유원지,35.87803,128.65552
아양아트센터건너,35.88031,128.65215
신암보성아파트앞,35.88746,128.62491
진인동(진정마을)2,35.9582,128.71461
모래정마을앞,35.95991,128.72501
모래정마을건너,35.96006,128.72495
팔공학생야영장입구앞,35.98961,128.66879
팔공학생야영장입구건너,35.98979,128.66903
부인사건너,35.99241,128.67361
부인사앞,35.99271,128.6739
수태골건너,35.99266,128.68133
수태골앞,35.99274,128.68141
전기안전공사앞,35.88383,128.63461
전기안전공사건너,35.88392,128.63494
반야월역(2번출구),35.86482,128.71374
율하휴먼시아6단지앞,35.86386,128.69455
율하휴먼시아6단지건너,35.86378,128.69376
율하휴먼시아8단지앞,35.86349,128.69905
율원초등학교앞,35.86516,128.70136
율원초등학교건너,35.86503,128.70154
율하휴먼시아9단지앞,35.86328,128.69903
율하역(2번출구),35.86903,128.69171
신평동2,35.87628,128.68463
신평동1,35.87687,128.68462
중심마을2,35.95861,128.68454
율하근린공원건너,35.8682,128.69175
용수동1,35.97547,128.67589
신무동2,35.98583,128.67325
송정1동,35.98645,128.6217
신무동1,35.98581,128.67313
용수동2,35.97554,128.67583
해안동행정복지센터,35.88229,128.67234
용계동3,35.8805,128.68785
용계동4,35.88056,128.68782
율하휴먼시아5단지건너,35.86398,128.69062
율하휴먼시아5단지앞,35.86396,128.69073
불로봉무파출소,35.92791,128.6413
팔공산IC입구,35.90773,128.64104
대구선방촌공원,35.88083,128.66978
부남교2,35.9737,128.67633
진인동(양지마을)건너,35.96309,128.71691
진인동(양지마을)앞,35.96444,128.71839
이시아폴리스더샵2단지,35.92576,128.64159
한국부동산원앞,35.87847,128.7301
명산교(명산화성타운건너),35.94397,128.63727
첨단의료산업진흥재단앞,35.87946,128.73567
첨단의료산업진흥재단건너,35.87953,128.73546
한국산업단지공단앞,35.87942,128.73007
대구혁신에듀포레아파트후문앞,35.88332,128.71497
안심역(1번출구),35.87241,128.73357
대구경북지방병무청,35.87707,128.73519
각산푸르지오,35.87418,128.71394
안심효성타운,35.8748,128.71387
새론초등학교건너,35.88535,128.71646
이노밸리로1,35.8779,128.72153
이노밸리로2,35.87774,128.72184
신서롯데캐슬레전드서편앞,35.87057,128.72398
서한이다음1차앞,35.8833,128.71474
새론초등학교앞,35.88517,128.7164
신서롯데캐슬레전드서편건너,35.87027,128.72372
봉무공원앞,35.92239,128.64151
대구섬유박물관,35.91907,128.64094
효자강순항나무,35.93254,128.68396
파계사입구앞,35.98997,128.6374
파계사입구건너,35.98987,128.63775
율하남교1,35.87213,128.68998
양방마을건너,35.96018,128.72788
양방마을앞,35.96044,128.72821
능성동예비군훈련장건너,35.96163,128.73276
대원사건너,35.96298,128.73912
능성동(종점)1,35.96334,128.74292
능성동(종점)2,35.96318,128.74308
한국지능정보사회진흥원,35.88073,128.73059
혁신2근린공원,35.88144,128.7324
한걸마을앞,35.98329,128.63597
한걸마을건너,35.98309,128.6358
탱리마을앞,35.98499,128.63605
탱리마을건너,35.98508,128.63583
한국건강관리협회건너,35.86867,128.62314
신덕마을입구앞,35.882,128.68959
신덕마을입구건너,35.88199,128.68936
혁신도시입구1,35.87848,128.7139
혁신도시입구2,35.87842,128.7143
서한이다음2차앞,35.88075,128.71421
서한이다음2차건너,35.88066,128.71459
대구혁신에듀포레아파트앞,35.88239,128.71672
대구혁신에듀포레아파트건너,35.88213,128.71682
새론중학교앞,35.87849,128.72548
새론중학교건너,35.87832,128.72535
한국부동산원앞2,35.87832,128.72826
신용보증기금앞,35.87802,128.72824
NH농협혁신도시지점앞,35.87787,128.73259
NH농협혁신도시지점건너,35.87761,128.73257
한국교육학술정보원앞,35.87687,128.73548
봉무초등학교앞,35.92509,128.63608
봉무초등학교건너,35.92502,128.63766
이시아폴리스롯데아울렛앞,35.92065,128.63553
이시아폴리스롯데아울렛건너,35.92044,128.63513
율원중학교앞,35.86141,128.70124
