,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,시군구+도로명+면적,시군구+도로명,계약년월일,경도,위도
0,대구광역시 남구 대명동,1132-3,1132,3,조은하이빌,84.85,202009,11,"25,700",4,2003.0,관문시장1길 18,,-,-,대구광역시 남구 대명동 관문시장1길 18 84.85,대구광역시 남구 대명동 관문시장1길 18,20200911,128.558638843,35.836821716
1,대구광역시 남구 대명동,3029-42,3029,42,노블캐슬,102.14,201805,7,"37,000",8,2016.0,대경길 125,,-,-,대구광역시 남구 대명동 대경길 125 102.14,대구광역시 남구 대명동 대경길 125,20180507,128.572860578,35.845290336
2,대구광역시 남구 대명동,3029-42,3029,42,노블캐슬,80.95,202105,3,"29,000",4,2016.0,대경길 125,,-,-,대구광역시 남구 대명동 대경길 125 80.95,대구광역시 남구 대명동 대경길 125,20210503,128.572860578,35.845290336
3,대구광역시 남구 대명동,3007-34,3007,34,대명(3007-34),84.98,202201,9,"17,500",5,1991.0,대경길 222,,중개거래,대구 남구,대구광역시 남구 대명동 대경길 222 84.98,대구광역시 남구 대명동 대경길 222,20220109,128.577169478,35.846685370
4,대구광역시 남구 대명동,3008,3008,0,경북,71.28,202108,14,"17,800",5,1983.0,대경길 258,,-,-,대구광역시 남구 대명동 대경길 258 71.28,대구광역시 남구 대명동 대경길 258,20210814,128.577134734,35.848058684
5,대구광역시 남구 대명동,3008,3008,0,경북,74.25,202208,31,"17,500",2,1983.0,대경길 258,,중개거래,대구 남구,대구광역시 남구 대명동 대경길 258 74.25,대구광역시 남구 대명동 대경길 258,20220831,128.577134734,35.848058684
6,대구광역시 남구 대명동,177-6,177,6,아리랑빌라트,74.57,202105,3,"56,000",4,2016.0,대명남1길 35,,-,-,대구광역시 남구 대명동 대명남1길 35 74.57,대구광역시 남구 대명동 대명남1길 35,20210503,0,0
7,대구광역시 남구 대명동,177-6,177,6,아리랑빌라트,74.57,202105,3,"56,000",5,2016.0,대명남1길 35,,-,-,대구광역시 남구 대명동 대명남1길 35 74.57,대구광역시 남구 대명동 대명남1길 35,20210503,0,0
8,대구광역시 남구 대명동,177-6,177,6,아리랑빌라트,74.57,202105,3,"56,000",5,2016.0,대명남1길 35,,-,-,대구광역시 남구 대명동 대명남1길 35 74.57,대구광역시 남구 대명동 대명남1길 35,20210503,0,0
9,대구광역시 남구 대명동,177-6,177,6,아리랑빌라트,74.57,202105,3,"56,000",4,2016.0,대명남1길 35,,-,-,대구광역시 남구 대명동 대명남1길 35 74.57,대구광역시 남구 대명동 대명남1길 35,20210503,0,0
10,대구광역시 남구 대명동,177-6,177,6,아리랑빌라트,74.57,202105,3,"56,000",7,2016.0,대명남1길 35,,-,-,대구광역시 남구 대명동 대명남1길 35 74.57,대구광역시 남구 대명동 대명남1길 35,20210503,0,0
11,대구광역시 남구 대명동,177-6,177,6,아리랑빌라트,74.57,202105,3,"60,000",6,2016.0,대명남1길 35,,-,-,대구광역시 남구 대명동 대명남1길 35 74.57,대구광역시 남구 대명동 대명남1길 35,20210503,0,0
12,대구광역시 남구 대명동,177-6,177,6,아리랑빌라트,74.57,202105,3,"56,000",3,2016.0,대명남1길 35,,-,-,대구광역시 남구 대명동 대명남1길 35 74.57,대구광역시 남구 대명동 대명남1길 35,20210503,0,0
13,대구광역시 남구 대명동,177-6,177,6,아리랑빌라트,74.57,202105,3,"56,000",6,2016.0,대명남1길 35,,-,-,대구광역시 남구 대명동 대명남1길 35 74.57,대구광역시 남구 대명동 대명남1길 35,20210503,0,0
14,대구광역시 남구 대명동,177-6,177,6,아리랑빌라트,74.57,202105,3,"56,000",7,2016.0,대명남1길 35,,-,-,대구광역시 남구 대명동 대명남1길 35 74.57,대구광역시 남구 대명동 대명남1길 35,20210503,0,0
15,대구광역시 남구 대명동,177-6,177,6,아리랑빌라트,84.66,202105,3,"100,000",8,2016.0,대명남1길 35,,-,-,대구광역시 남구 대명동 대명남1길 35 84.66,대구광역시 남구 대명동 대명남1길 35,20210503,0,0
16,대구광역시 남구 대명동,216-7,216,7,신영맨션,73.885,202006,25,"38,000",6,2001.0,대명남1길 6,,-,-,대구광역시 남구 대명동 대명남1길 6 73.885,대구광역시 남구 대명동 대명남1길 6,20200625,0,0
17,대구광역시 남구 대명동,216-7,216,7,신영맨션,80.895,202006,25,"36,000",4,2001.0,대명남1길 6,,-,-,대구광역시 남구 대명동 대명남1길 6 80.895,대구광역시 남구 대명동 대명남1길 6,20200625,0,0
18,대구광역시 남구 대명동,216-7,216,7,신영맨션,80.895,202006,25,"35,550",5,2001.0,대명남1길 6,,-,-,대구광역시 남구 대명동 대명남1길 6 80.895,대구광역시 남구 대명동 대명남1길 6,20200625,0,0
19,대구광역시 남구 대명동,216-7,216,7,신영맨션,80.895,202006,25,"35,000",1,2001.0,대명남1길 6,,-,-,대구광역시 남구 대명동 대명남1길 6 80.895,대구광역시 남구 대명동 대명남1길 6,20200625,0,0
20,대구광역시 남구 대명동,216-7,216,7,신영맨션,80.895,202006,25,"35,000",3,2001.0,대명남1길 6,,-,-,대구광역시 남구 대명동 대명남1길 6 80.895,대구광역시 남구 대명동 대명남1길 6,20200625,0,0
21,대구광역시 남구 대명동,216-7,216,7,신영맨션,80.895,202006,25,"35,000",6,2001.0,대명남1길 6,,-,-,대구광역시 남구 대명동 대명남1길 6 80.895,대구광역시 남구 대명동 대명남1길 6,20200625,0,0
22,대구광역시 남구 대명동,216-7,216,7,신영맨션,80.895,202006,25,"35,000",2,2001.0,대명남1길 6,,-,-,대구광역시 남구 대명동 대명남1길 6 80.895,대구광역시 남구 대명동 대명남1길 6,20200625,0,0
23,대구광역시 남구 대명동,216-7,216,7,신영맨션,81.315,202006,25,"35,000",5,2001.0,대명남1길 6,,-,-,대구광역시 남구 대명동 대명남1길 6 81.315,대구광역시 남구 대명동 대명남1길 6,20200625,0,0
24,대구광역시 남구 대명동,216-7,216,7,신영맨션,81.315,202006,25,"35,000",2,2001.0,대명남1길 6,,-,-,대구광역시 남구 대명동 대명남1길 6 81.315,대구광역시 남구 대명동 대명남1길 6,20200625,0,0
25,대구광역시 남구 대명동,216-7,216,7,신영맨션,81.315,202006,25,"36,800",4,2001.0,대명남1길 6,,-,-,대구광역시 남구 대명동 대명남1길 6 81.315,대구광역시 남구 대명동 대명남1길 6,20200625,0,0
26,대구광역시 남구 대명동,216-7,216,7,신영맨션,81.315,202006,25,"35,000",3,2001.0,대명남1길 6,,-,-,대구광역시 남구 대명동 대명남1길 6 81.315,대구광역시 남구 대명동 대명남1길 6,20200625,0,0
27,대구광역시 남구 대명동,217-2,217,2,대명더푸르지오,83.9847,202006,25,"38,800",2,2015.0,대명남2길 19,,-,-,대구광역시 남구 대명동 대명남2길 19 83.9847,대구광역시 남구 대명동 대명남2길 19,20200625,0,0
28,대구광역시 남구 대명동,217-2,217,2,대명더푸르지오,83.9847,202006,25,"39,000",6,2015.0,대명남2길 19,,-,-,대구광역시 남구 대명동 대명남2길 19 83.9847,대구광역시 남구 대명동 대명남2길 19,20200625,0,0
29,대구광역시 남구 대명동,217-2,217,2,대명더푸르지오,83.9847,202006,25,"38,000",2,2015.0,대명남2길 19,,-,-,대구광역시 남구 대명동 대명남2길 19 83.9847,대구광역시 남구 대명동 대명남2길 19,20200625,0,0
30,대구광역시 남구 대명동,217-2,217,2,대명더푸르지오,83.9847,202006,25,"38,000",4,2015.0,대명남2길 19,,-,-,대구광역시 남구 대명동 대명남2길 19 83.9847,대구광역시 남구 대명동 대명남2길 19,20200625,0,0
31,대구광역시 남구 대명동,217-2,217,2,대명더푸르지오,83.9847,202006,25,"39,000",7,2015.0,대명남2길 19,,-,-,대구광역시 남구 대명동 대명남2길 19 83.9847,대구광역시 남구 대명동 대명남2길 19,20200625,0,0
32,대구광역시 남구 대명동,217-2,217,2,대명더푸르지오,83.9847,202006,25,"38,000",5,2015.0,대명남2길 19,,-,-,대구광역시 남구 대명동 대명남2길 19 83.9847,대구광역시 남구 대명동 대명남2길 19,20200625,0,0
33,대구광역시 남구 대명동,217-2,217,2,대명더푸르지오,83.9847,202006,25,"38,300",3,2015.0,대명남2길 19,,-,-,대구광역시 남구 대명동 대명남2길 19 83.9847,대구광역시 남구 대명동 대명남2길 19,20200625,0,0
34,대구광역시 남구 대명동,217-2,217,2,대명더푸르지오,83.9847,202006,25,"38,000",4,2015.0,대명남2길 19,,-,-,대구광역시 남구 대명동 대명남2길 19 83.9847,대구광역시 남구 대명동 대명남2길 19,20200625,0,0
35,대구광역시 남구 대명동,217-2,217,2,대명더푸르지오,83.9847,202006,25,"38,500",5,2015.0,대명남2길 19,,-,-,대구광역시 남구 대명동 대명남2길 19 83.9847,대구광역시 남구 대명동 대명남2길 19,20200625,0,0
36,대구광역시 남구 대명동,217-2,217,2,대명더푸르지오,83.9847,202006,25,"38,000",3,2015.0,대명남2길 19,,-,-,대구광역시 남구 대명동 대명남2길 19 83.9847,대구광역시 남구 대명동 대명남2길 19,20200625,0,0
37,대구광역시 남구 대명동,217-2,217,2,대명더푸르지오,83.9847,202006,25,"39,800",6,2015.0,대명남2길 19,,-,-,대구광역시 남구 대명동 대명남2길 19 83.9847,대구광역시 남구 대명동 대명남2길 19,20200625,0,0
38,대구광역시 남구 대명동,217-2,217,2,대명더푸르지오,83.9847,202006,25,"43,200",7,2015.0,대명남2길 19,,-,-,대구광역시 남구 대명동 대명남2길 19 83.9847,대구광역시 남구 대명동 대명남2길 19,20200625,0,0
39,대구광역시 남구 대명동,1635,1635,0,개나리맨션,59.8,202303,23,"21,000",10,1980.0,대명로 117,,중개거래,대구 남구,대구광역시 남구 대명동 대명로 117 59.8,대구광역시 남구 대명동 대명로 117,20230323,128.569760837,35.840452711
40,대구광역시 남구 대명동,910-1,910,1,현우팰리스,79.2648,201811,10,"25,000",17,2016.0,대명로 140,,-,-,대구광역시 남구 대명동 대명로 140 79.2648,대구광역시 남구 대명동 대명로 140,20181110,128.572872863,35.838916924
41,대구광역시 남구 대명동,910-1,910,1,현우팰리스,79.7808,202208,2,"31,500",6,2016.0,대명로 140,,중개거래,대구 남구,대구광역시 남구 대명동 대명로 140 79.7808,대구광역시 남구 대명동 대명로 140,20220802,128.572872863,35.838916924
42,대구광역시 남구 대명동,910-1,910,1,현우팰리스,83.1522,202009,29,"33,200",6,2016.0,대명로 140,,-,-,대구광역시 남구 대명동 대명로 140 83.1522,대구광역시 남구 대명동 대명로 140,20200929,128.572872863,35.838916924
43,대구광역시 남구 대명동,1638-5,1638,5,용마맨션,104.59,202106,11,"38,000",7,1979.0,대명로 145,,-,-,대구광역시 남구 대명동 대명로 145 104.59,대구광역시 남구 대명동 대명로 145,20210611,128.573699798,35.839462617
44,대구광역시 남구 대명동,1638-5,1638,5,용마맨션,66.84,202001,4,"18,900",1,1979.0,대명로 145,,-,-,대구광역시 남구 대명동 대명로 145 66.84,대구광역시 남구 대명동 대명로 145,20200104,128.573699798,35.839462617
45,대구광역시 남구 대명동,1638-5,1638,5,용마맨션,71.57,202109,25,"20,000",3,1979.0,대명로 145,,-,-,대구광역시 남구 대명동 대명로 145 71.57,대구광역시 남구 대명동 대명로 145,20210925,128.573699798,35.839462617
46,대구광역시 남구 대명동,1638-5,1638,5,용마맨션,76.33,202106,21,"33,700",3,1979.0,대명로 145,,-,-,대구광역시 남구 대명동 대명로 145 76.33,대구광역시 남구 대명동 대명로 145,20210621,128.573699798,35.839462617
47,대구광역시 남구 대명동,1638-5,1638,5,용마맨션,78.18,202105,3,"29,800",2,1979.0,대명로 145,,-,-,대구광역시 남구 대명동 대명로 145 78.18,대구광역시 남구 대명동 대명로 145,20210503,128.573699798,35.839462617
48,대구광역시 남구 대명동,780-3,780,3,동신점보,63.35,202203,13,"23,500",2,1979.0,대명로 177,,중개거래,대구 남구,대구광역시 남구 대명동 대명로 177 63.35,대구광역시 남구 대명동 대명로 177,20220313,128.577175795,35.839425754
49,대구광역시 남구 대명동,780-3,780,3,동신점보,80.0,202001,16,"17,000",3,1979.0,대명로 177,,-,-,대구광역시 남구 대명동 대명로 177 80.0,대구광역시 남구 대명동 대명로 177,20200116,128.577175795,35.839425754
50,대구광역시 남구 대명동,780-3,780,3,동신점보,84.8,202206,7,"28,000",10,1979.0,대명로 177,,중개거래,대구 남구,대구광역시 남구 대명동 대명로 177 84.8,대구광역시 남구 대명동 대명로 177,20220607,128.577175795,35.839425754
51,대구광역시 남구 대명동,1593-5,1593,5,코스모스,80.055,202203,26,"27,300",2,1982.0,대명로 37,,중개거래,대구 달서구,대구광역시 남구 대명동 대명로 37 80.055,대구광역시 남구 대명동 대명로 37,20220326,128.561576920,35.838878155
52,대구광역시 남구 대명동,1593-5,1593,5,코스모스,81.31,202204,15,"27,100",2,1982.0,대명로 37,,중개거래,대구 남구,대구광역시 남구 대명동 대명로 37 81.31,대구광역시 남구 대명동 대명로 37,20220415,128.561576920,35.838878155
53,대구광역시 남구 대명동,1593-9,1593,9,스카이파크,62.29,202111,15,"30,000",6,2017.0,대명로 41,,중개거래,대구 남구,대구광역시 남구 대명동 대명로 41 62.29,대구광역시 남구 대명동 대명로 41,20211115,128.562045174,35.839096939
54,대구광역시 남구 대명동,1593-9,1593,9,스카이파크,78.47,202103,26,"32,000",7,2017.0,대명로 41,,-,-,대구광역시 남구 대명동 대명로 41 78.47,대구광역시 남구 대명동 대명로 41,20210326,128.562045174,35.839096939
55,대구광역시 남구 대명동,1111,1111,0,우방코스모스,63.147,201907,12,"27,200",1,1981.0,대명로 42,,-,-,대구광역시 남구 대명동 대명로 42 63.147,대구광역시 남구 대명동 대명로 42,20190712,128.562078803,35.838010818
56,대구광역시 남구 대명동,1111,1111,0,우방코스모스,63.1475,202012,1,"23,300",4,1981.0,대명로 42,,-,-,대구광역시 남구 대명동 대명로 42 63.1475,대구광역시 남구 대명동 대명로 42,20201201,128.562078803,35.838010818
57,대구광역시 남구 대명동,1111,1111,0,우방코스모스,70.187,202103,2,"37,000",5,1981.0,대명로 42,,-,-,대구광역시 남구 대명동 대명로 42 70.187,대구광역시 남구 대명동 대명로 42,20210302,128.562078803,35.838010818
58,대구광역시 남구 대명동,1111,1111,0,우방코스모스,73.427,202110,8,"39,700",1,1981.0,대명로 42,,-,-,대구광역시 남구 대명동 대명로 42 73.427,대구광역시 남구 대명동 대명로 42,20211008,128.562078803,35.838010818
59,대구광역시 남구 대명동,1623-60,1623,60,나나바루아아파트(102동),54.094,202302,23,"25,000",14,2021.0,대명로 69,,직거래,-,대구광역시 남구 대명동 대명로 69 54.094,대구광역시 남구 대명동 대명로 69,20230223,128.565475978,35.839563439
60,대구광역시 남구 대명동,1623-60,1623,60,나나바루아아파트(102동),84.952,202205,18,"38,500",9,2021.0,대명로 69,,직거래,-,대구광역시 남구 대명동 대명로 69 84.952,대구광역시 남구 대명동 대명로 69,20220518,128.565475978,35.839563439
61,대구광역시 남구 대명동,1623-14,1623,14,드림팰리스,83.9624,202109,3,"33,200",9,2016.0,대명로 83,,-,-,대구광역시 남구 대명동 대명로 83 83.9624,대구광역시 남구 대명동 대명로 83,20210903,128.566968469,35.839685413
62,대구광역시 남구 대명동,1623-14,1623,14,드림팰리스,84.0838,202112,13,"32,500",8,2016.0,대명로 83,,중개거래,"대구 남구, 대구 달서구",대구광역시 남구 대명동 대명로 83 84.0838,대구광역시 남구 대명동 대명로 83,20211213,128.566968469,35.839685413
63,대구광역시 남구 대명동,1210-8,1210,8,우방뉴-코스모스,69.12,202012,7,"36,400",1,1983.0,대명로10길 6,,-,-,대구광역시 남구 대명동 대명로10길 6 69.12,대구광역시 남구 대명동 대명로10길 6,20201207,128.562938719,35.837676729
64,대구광역시 남구 대명동,1210-8,1210,8,우방뉴-코스모스,75.7575,202105,12,"37,700",5,1983.0,대명로10길 6,,-,-,대구광역시 남구 대명동 대명로10길 6 75.7575,대구광역시 남구 대명동 대명로10길 6,20210512,128.562938719,35.837676729
65,대구광역시 남구 대명동,1210-8,1210,8,우방뉴-코스모스,84.745,202011,23,"41,600",5,1983.0,대명로10길 6,,-,-,대구광역시 남구 대명동 대명로10길 6 84.745,대구광역시 남구 대명동 대명로10길 6,20201123,128.562938719,35.837676729
66,대구광역시 남구 대명동,1210-8,1210,8,우방뉴-코스모스,84.8875,202104,27,"49,500",3,1983.0,대명로10길 6,,-,-,대구광역시 남구 대명동 대명로10길 6 84.8875,대구광역시 남구 대명동 대명로10길 6,20210427,128.562938719,35.837676729
67,대구광역시 남구 대명동,3072,3072,0,대명역센트럴엘리프,114.7188,202304,29,"58,000",1,2022.0,대명로14길 60,,중개거래,대구 남구,대구광역시 남구 대명동 대명로14길 60 114.7188,대구광역시 남구 대명동 대명로14길 60,20230429,128.563114323,35.835275259
68,대구광역시 남구 대명동,3072,3072,0,대명역센트럴엘리프,74.9296,202302,11,"46,000",25,2022.0,대명로14길 60,,중개거래,대구 남구,대구광역시 남구 대명동 대명로14길 60 74.9296,대구광역시 남구 대명동 대명로14길 60,20230211,128.563114323,35.835275259
69,대구광역시 남구 대명동,3072,3072,0,대명역센트럴엘리프,84.6292,202304,13,"49,500",5,2022.0,대명로14길 60,,중개거래,대구 남구,대구광역시 남구 대명동 대명로14길 60 84.6292,대구광역시 남구 대명동 대명로14길 60,20230413,128.563114323,35.835275259
70,대구광역시 남구 대명동,3072,3072,0,대명역센트럴엘리프,84.9194,202304,9,"53,000",10,2022.0,대명로14길 60,,중개거래,"대구 남구, 대구 달서구",대구광역시 남구 대명동 대명로14길 60 84.9194,대구광역시 남구 대명동 대명로14길 60,20230409,128.563114323,35.835275259
71,대구광역시 남구 대명동,1701-3,1701,3,신새한,58.14,201904,4,"15,300",4,1980.0,대명로49길 12,,-,-,대구광역시 남구 대명동 대명로49길 12 58.14,대구광역시 남구 대명동 대명로49길 12,20190404,128.583232892,35.842412205
72,대구광역시 남구 대명동,1701-3,1701,3,신새한,53.325,202007,23,"24,500",4,1980.0,대명로49길 28,,-,-,대구광역시 남구 대명동 대명로49길 28 53.325,대구광역시 남구 대명동 대명로49길 28,20200723,128.582782124,35.842921829
73,대구광역시 남구 대명동,1701-2,1701,2,새한(1701-2),116.69,202209,1,"31,000",3,1979.0,대명로49길 38,,직거래,-,대구광역시 남구 대명동 대명로49길 38 116.69,대구광역시 남구 대명동 대명로49길 38,20220901,128.583004778,35.843262615
74,대구광역시 남구 대명동,1701-2,1701,2,새한(1701-2),73.19,202109,28,"36,000",1,1979.0,대명로49길 38,,-,-,대구광역시 남구 대명동 대명로49길 38 73.19,대구광역시 남구 대명동 대명로49길 38,20210928,128.583004778,35.843262615
75,대구광역시 남구 대명동,302-1,302,1,영대맨션,84.96,202110,15,"47,500",3,2001.0,대명로53길 33,,-,-,대구광역시 남구 대명동 대명로53길 33 84.96,대구광역시 남구 대명동 대명로53길 33,20211015,128.585526432,35.844576908
76,대구광역시 남구 대명동,302-1,302,1,영대맨션,84.96,202110,15,"43,000",5,2001.0,대명로53길 33,,-,-,대구광역시 남구 대명동 대명로53길 33 84.96,대구광역시 남구 대명동 대명로53길 33,20211015,128.585526432,35.844576908
77,대구광역시 남구 대명동,302-1,302,1,영대맨션,89.43,202201,14,"49,000",3,2001.0,대명로53길 33,,직거래,-,대구광역시 남구 대명동 대명로53길 33 89.43,대구광역시 남구 대명동 대명로53길 33,20220114,128.585526432,35.844576908
78,대구광역시 남구 대명동,1631-1,1631,1,세신(1631-1),35.275,202012,15,"9,600",5,1982.0,대명복개로 192,,-,-,대구광역시 남구 대명동 대명복개로 192 35.275,대구광역시 남구 대명동 대명복개로 192,20201215,128.569568906,35.841658810
79,대구광역시 남구 대명동,1631-1,1631,1,세신(1631-1),50.13,202011,27,"12,600",1,1982.0,대명복개로 192,,-,-,대구광역시 남구 대명동 대명복개로 192 50.13,대구광역시 남구 대명동 대명복개로 192,20201127,128.569568906,35.841658810
80,대구광역시 남구 대명동,1631-1,1631,1,세신(1631-1),53.9,202208,26,"13,500",2,1982.0,대명복개로 192,,직거래,-,대구광역시 남구 대명동 대명복개로 192 53.9,대구광역시 남구 대명동 대명복개로 192,20220826,128.569568906,35.841658810
81,대구광역시 남구 대명동,1631-1,1631,1,세신(1631-1),59.4825,202105,25,"16,500",2,1982.0,대명복개로 192,,-,-,대구광역시 남구 대명동 대명복개로 192 59.4825,대구광역시 남구 대명동 대명복개로 192,20210525,128.569568906,35.841658810
82,대구광역시 남구 대명동,1633,1633,0,파크맨션,52.24,202304,3,"15,500",8,1980.0,대명복개로 230,,중개거래,대구 남구,대구광역시 남구 대명동 대명복개로 230 52.24,대구광역시 남구 대명동 대명복개로 230,20230403,128.571166416,35.841539300
83,대구광역시 남구 대명동,1633,1633,0,파크맨션,56.88,202304,27,"14,000",3,1980.0,대명복개로 230,,직거래,-,대구광역시 남구 대명동 대명복개로 230 56.88,대구광역시 남구 대명동 대명복개로 230,20230427,128.571166416,35.841539300
84,대구광역시 남구 대명동,1633,1633,0,파크맨션,58.54,202207,28,"20,000",11,1980.0,대명복개로 230,,직거래,-,대구광역시 남구 대명동 대명복개로 230 58.54,대구광역시 남구 대명동 대명복개로 230,20220728,128.571166416,35.841539300
85,대구광역시 남구 대명동,1633,1633,0,파크맨션,61.78,202102,20,"24,000",6,1980.0,대명복개로 230,,-,-,대구광역시 남구 대명동 대명복개로 230 61.78,대구광역시 남구 대명동 대명복개로 230,20210220,128.571166416,35.841539300
86,대구광역시 남구 대명동,1633,1633,0,파크맨션,62.94,202009,23,"20,500",8,1980.0,대명복개로 230,,-,-,대구광역시 남구 대명동 대명복개로 230 62.94,대구광역시 남구 대명동 대명복개로 230,20200923,128.571166416,35.841539300
87,대구광역시 남구 대명동,1633,1633,0,파크맨션,82.49,202106,19,"30,300",6,1980.0,대명복개로 230,,-,-,대구광역시 남구 대명동 대명복개로 230 82.49,대구광역시 남구 대명동 대명복개로 230,20210619,128.571166416,35.841539300
88,대구광역시 남구 대명동,1598-8,1598,8,삼정비취(1598-8),84.825,202304,15,"16,000",1,1989.0,대명복개로3길 32,,중개거래,대구 달서구,대구광역시 남구 대명동 대명복개로3길 32 84.825,대구광역시 남구 대명동 대명복개로3길 32,20230415,128.561883096,35.840432052
89,대구광역시 남구 대명동,1598-8,1598,8,삼정비취(1598-8),84.885,202010,24,"15,600",5,1989.0,대명복개로3길 32,,-,-,대구광역시 남구 대명동 대명복개로3길 32 84.885,대구광역시 남구 대명동 대명복개로3길 32,20201024,128.561883096,35.840432052
90,대구광역시 남구 대명동,1598-8,1598,8,삼정비취(1598-8),84.915,201808,22,"13,800",2,1989.0,대명복개로3길 32,,-,-,대구광역시 남구 대명동 대명복개로3길 32 84.915,대구광역시 남구 대명동 대명복개로3길 32,20180822,128.561883096,35.840432052
91,대구광역시 남구 대명동,1623-6,1623,6,나나바루아,84.8562,202205,20,"34,500",9,2015.0,대명복개로4길 104,,직거래,-,대구광역시 남구 대명동 대명복개로4길 104 84.8562,대구광역시 남구 대명동 대명복개로4길 104,20220520,128.565435044,35.839857037
92,대구광역시 남구 대명동,1111,1111,0,우방코스모스,56.05,202011,11,"31,200",4,1981.0,대명서7길 112,,-,-,대구광역시 남구 대명동 대명서7길 112 56.05,대구광역시 남구 대명동 대명서7길 112,20201111,128.562115506,35.837220602
93,대구광역시 남구 대명동,1721-29,1721,29,삼두,42.525,202302,17,"10,400",3,1980.0,대명서로 17,,중개거래,대구 달서구,대구광역시 남구 대명동 대명서로 17 42.525,대구광역시 남구 대명동 대명서로 17,20230217,128.561401790,35.828747684
94,대구광역시 남구 대명동,1128,1128,0,대명헤리티지,84.6,202207,9,"40,800",12,2022.0,대명역2길 104,,직거래,-,대구광역시 남구 대명동 대명역2길 104 84.6,대구광역시 남구 대명동 대명역2길 104,20220709,128.559042053,35.837320454
95,대구광역시 남구 대명동,1128,1128,0,대명헤리티지,84.94,202208,31,"41,000",16,2022.0,대명역2길 104,,직거래,-,대구광역시 남구 대명동 대명역2길 104 84.94,대구광역시 남구 대명동 대명역2길 104,20220831,128.559042053,35.837320454
96,대구광역시 남구 대명동,1111,1111,0,우방코스모스,51.94,202011,30,"28,600",5,1981.0,대명역2길 41,,-,-,대구광역시 남구 대명동 대명역2길 41 51.94,대구광역시 남구 대명동 대명역2길 41,20201130,128.562241940,35.837492254
97,대구광역시 남구 대명동,1111,1111,0,우방코스모스,57.165,202105,19,"34,500",2,1981.0,대명역2길 41,,-,-,대구광역시 남구 대명동 대명역2길 41 57.165,대구광역시 남구 대명동 대명역2길 41,20210519,128.562241940,35.837492254
98,대구광역시 남구 대명동,1111,1111,0,우방코스모스,59.23,202007,20,"31,400",3,1981.0,대명역2길 41,,-,-,대구광역시 남구 대명동 대명역2길 41 59.23,대구광역시 남구 대명동 대명역2길 41,20200720,128.562241940,35.837492254
99,대구광역시 남구 대명동,1118-1,1118,1,앞산삼정그린코아트라이시티,84.0744,202303,18,"30,000",9,2021.0,대명역2길 70,,중개거래,대구 남구,대구광역시 남구 대명동 대명역2길 70 84.0744,대구광역시 남구 대명동 대명역2길 70,20230318,128.560639181,35.837690212
100,대구광역시 남구 대명동,1607-11,1607,11,금강리치타운,84.07,202211,16,"19,000",7,2006.0,도촌길 138,,중개거래,대구 달성군,대구광역시 남구 대명동 도촌길 138 84.07,대구광역시 남구 대명동 도촌길 138,20221116,128.565164322,35.840745207
101,대구광역시 남구 대명동,1223-5,1223,5,세종아파트,55.47,202304,13,"20,000",4,1980.0,두류공원로 72,,중개거래,대구 달서구,대구광역시 남구 대명동 두류공원로 72 55.47,대구광역시 남구 대명동 두류공원로 72,20230413,128.570517511,35.843669436
102,대구광역시 남구 대명동,1223-5,1223,5,세종아파트,57.42,202111,11,"28,000",4,1980.0,두류공원로 72,,중개거래,대구 달서구,대구광역시 남구 대명동 두류공원로 72 57.42,대구광역시 남구 대명동 두류공원로 72,20211111,128.570517511,35.843669436
103,대구광역시 남구 대명동,1223-5,1223,5,세종아파트,62.02,202102,4,"25,000",2,1980.0,두류공원로 72,,-,-,대구광역시 남구 대명동 두류공원로 72 62.02,대구광역시 남구 대명동 두류공원로 72,20210204,128.570517511,35.843669436
104,대구광역시 남구 대명동,1223-5,1223,5,세종아파트,76.32,202012,18,"26,000",5,1980.0,두류공원로 72,20201221.0,-,-,대구광역시 남구 대명동 두류공원로 72 76.32,대구광역시 남구 대명동 두류공원로 72,20201218,128.570517511,35.843669436
105,대구광역시 남구 대명동,1223-5,1223,5,세종아파트,76.32,202012,18,"26,000",5,1980.0,두류공원로 72,,-,-,대구광역시 남구 대명동 두류공원로 72 76.32,대구광역시 남구 대명동 두류공원로 72,20201218,128.570517511,35.843669436
106,대구광역시 남구 대명동,3049-37,3049,37,궁전하이츠,82.91,202107,27,"25,500",6,2002.0,두류공원로 83,,-,-,대구광역시 남구 대명동 두류공원로 83 82.91,대구광역시 남구 대명동 두류공원로 83,20210727,128.569195969,35.844059257
107,대구광역시 남구 대명동,3044-8,3044,8,비취맨션,78.8675,202004,19,"14,600",6,1983.0,두류공원로 88,,-,-,대구광역시 남구 대명동 두류공원로 88 78.8675,대구광역시 남구 대명동 두류공원로 88,20200419,128.569795510,35.844631286
108,대구광역시 남구 대명동,3044-8,3044,8,비취맨션,79.8275,202209,2,"22,000",2,1983.0,두류공원로 88,,중개거래,대구 남구,대구광역시 남구 대명동 두류공원로 88 79.8275,대구광역시 남구 대명동 두류공원로 88,20220902,128.569795510,35.844631286
109,대구광역시 남구 대명동,3044-8,3044,8,비취맨션,84.935,202011,27,"18,900",4,1983.0,두류공원로 88,,-,-,대구광역시 남구 대명동 두류공원로 88 84.935,대구광역시 남구 대명동 두류공원로 88,20201127,128.569795510,35.844631286
