,아파트명,면적,법정동주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,매매호가,전세호가,월세호가,실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수
4,아진,64B㎡,대구시 수성구 만촌동 1025-5,대구시 수성구 청호로94길 10,35.856933,128.644302,38.0,0.0,5.0,4.0,0,0,0.0,,HT001,64.2,62.48,97,3,1,6,계단식,86100.0,265860.0,17220.0,162540.0,0.0,0.0,0.0,,,,,1억,"1,000/40~2,000/45","1,000/40~2,000/45",대구대청초등학교,공립,745.0,514.0
5,아진,68㎡,대구시 수성구 만촌동 1025-5,대구시 수성구 청호로94길 10,35.856933,128.644302,38.0,0.0,5.0,4.0,0,0,0.0,,HT001,68.83,67.11,98,3,1,2,계단식,85200.0,263520.0,17040.0,161280.0,0.0,0.0,0.0,,,,,,,,대구대청초등학교,공립,745.0,514.0
6,아진,76,대구시 수성구 만촌동 1025-5,대구시 수성구 청호로94길 10,35.856933,128.644302,38.0,0.0,5.0,4.0,0,0,0.0,,HT001,76.23,74.51,98,3,1,4,계단식,92850.0,283410.0,18570.0,171990.0,0.0,0.0,0.0,55000,,,"3억 2,000","1억 7,000",,,대구대청초등학교,공립,745.0,514.0
0,청구매일맨션,111,대구시 수성구 만촌동 862-2,대구시 수성구 달구벌대로530길 88,35.852444,128.65113,40.0,0.0,5.0,5.0,0,0,27.0,,HT001,111.39,84.9,76,3,1,40,계단식,158400.0,426960.0,31680.0,236880.0,0.0,0.0,0.0,55000.0,,,,,,,대구대청초등학교,공립,745.0,514.0
0,초원,75,대구시 수성구 만촌동 857-33,대구시 수성구 달구벌대로530길 55,35.853676,128.651616,38.0,0.0,5.0,5.0,0,0,0.0,,HT001,75.51,69.3,92,3,1,38,계단식,101400.0,305640.0,20280.0,183960.0,0.0,0.0,0.0,55000.0,,,"3억 7,000","1억 2,000~1억 5,000","3,000/50~5,000/50","3,000/50~5,000/50",대구대청초등학교,공립,745.0,514.0
0,한도,69㎡,대구시 수성구 만촌동 868,대구시 수성구 교학로11길 43,35.850757,128.654803,120.0,0.0,5.0,5.0,0,0,43.0,(주)한도,HT001,69.29,61.86,89,3,1,100,계단식,388800.0,864720.0,77760.0,398160.0,0.0,0.0,0.0,55000.0,,,"7억 8,000~8억",,300/40~500/45,300/40~500/45,대구대청초등학교,공립,745.0,514.0
1,한도,77,대구시 수성구 만촌동 868,대구시 수성구 교학로11길 43,35.850757,128.654803,120.0,0.0,5.0,5.0,0,0,43.0,(주)한도,HT001,77.7,70.23,90,3,1,20,계단식,420525.0,924840.0,84105.0,420210.0,0.0,0.0,0.0,63500.0,,,,,500/35~500/40,500/35~500/40,대구대청초등학교,공립,745.0,514.0
0,한흥아트빌,101,대구시 수성구 만촌동 1382,대구시 수성구 동원로28길 42,35.872115,128.638123,19.0,0.0,10.0,10.0,229,32,19.0,(주)한흥종건,HT001,101.17,84.76,84,3,2,19,계단식,50550.0,173430.0,10110.0,112770.0,0.0,0.0,0.0,55000.0,,,,,,,대구중앙초등학교,공립,483.0,423.0
0,해링턴플레이스만촌(주상복합),113A㎡,대구시 수성구 만촌동 1040-1,대구시 수성구 청호로 490,35.858031,128.646051,152.0,0.0,27.0,27.0,900,52,200.0,"효성중공업(주),진흥기업(주)",HT001,113.41,84.09,74,3,2,75,계단식,,,,,,,,55000.0,,,,"4억 5,000","2,000/150~5,000/150","2,000/150~5,000/150",대구대청초등학교,공립,745.0,514.0
1,해링턴플레이스만촌(주상복합),114B㎡,대구시 수성구 만촌동 1040-1,대구시 수성구 청호로 490,35.858031,128.646051,152.0,0.0,27.0,27.0,900,52,200.0,"효성중공업(주),진흥기업(주)",HT001,114.35,84.14,74,3,2,52,계단식,,,,,,,,63500.0,,,,"3억 5,000~4억 3,000","2,000/160~5,000/150","2,000/160~5,000/150",대구대청초등학교,공립,745.0,514.0
2,해링턴플레이스만촌(주상복합),114C,대구시 수성구 만촌동 1040-1,대구시 수성구 청호로 490,35.858031,128.646051,152.0,0.0,27.0,27.0,900,52,200.0,"효성중공업(주),진흥기업(주)",HT001,114.57,84.03,73,3,2,25,계단식,,,,,,,,,,,,"4억 3,000","3,000/150~5,000/160","3,000/150~5,000/160",대구대청초등학교,공립,745.0,514.0
0,화성파크스위트,113,대구시 수성구 만촌동 272,대구시 수성구 화랑로34길 141,35.874108,128.653434,291.0,0.0,15.0,10.0,283,24,295.0,화성산업(주),HT001,113.96,84.89,74,3,2,291,계단식,81150.0,252990.0,16230.0,155610.0,0.0,0.0,0.0,55000.0,185490,159712,"2억 6,000~3억 2,000","1억 7,000~1억 9,000","2,000/70~3,000/80","2,000/70~3,000/80",대구동문초등학교,공립,105.0,75.0
0,누리타운,77㎡,대구시 수성구 매호동 1330,대구시 수성구 달구벌대로637길 21,35.842749,128.706455,600.0,0.0,15.0,15.0,239,21,1095.0,(주)영남건설,HT001,77.37,55.32,72,2,1,180,복도식,33900.0,130140.0,6780.0,89460.0,0.0,0.0,0.0,18000.0,90724,89355,"1억 7,300~1억 9,500","1억 3,000~1억 8,000","9,000/18","9,000/18",대구매동초등학교,공립,198.0,164.0
1,누리타운,84,대구시 수성구 매호동 1330,대구시 수성구 달구벌대로637길 21,35.842749,128.706455,600.0,0.0,15.0,15.0,239,21,1095.0,(주)영남건설,HT001,84.22,59.97,71,2,1,420,복도식,46500.0,162900.0,9300.0,107100.0,0.0,0.0,0.0,21750.0,98350,96866,"2억 1,000~2억 7,000","1억 6,000~2억","1,000/60~1,000/750","1,000/60~1,000/750",대구매동초등학교,공립,198.0,164.0
0,두레타운,51,대구시 수성구 매호동 1324,대구시 수성구 천을로 131,35.844558,128.705298,780.0,0.0,15.0,15.0,213,19,493.0,(주)신화주택,HT001,51.91,39.9,77,2,1,780,복도식,23850.0,95400.0,4770.0,66780.0,0.0,0.0,0.0,18000.0,75388,75786,"1억 1,500~1억 6,000","9,000~1억 1,500","500/40~4,000/30","500/40~4,000/30",대구시지초등학교,공립,155.0,148.0
0,매호동서1차,81㎡,대구시 수성구 매호동 1040,대구시 수성구 천을로 180,35.842341,128.709872,687.0,0.0,18.0,13.0,242,23,782.0,(주)동서개발,HT001,81.66,59.9,73,3,1,280,계단식,53700.0,181620.0,10740.0,117180.0,0.0,0.0,0.0,18000.0,135182,127567,"2억 4,000~2억 8,900","1억 6,000~1억 8,000","1,000/70~1억 7,000/1","1,000/70~1억 7,000/1",대구매호초등학교,공립,308.0,293.0
1,매호동서1차,111㎡,대구시 수성구 매호동 1040,대구시 수성구 천을로 180,35.842341,128.709872,687.0,0.0,18.0,13.0,242,23,782.0,(주)동서개발,HT001,111.87,84.98,76,3,2,271,계단식,87900.0,270540.0,17580.0,165060.0,0.0,0.0,0.0,21750.0,191782,180979,"3억 3,000~4억 1,000","2억 3,000~3억","2,000/90","2,000/90",대구매호초등학교,공립,308.0,293.0
2,매호동서1차,141㎡,대구시 수성구 매호동 1040,대구시 수성구 천을로 180,35.842341,128.709872,687.0,0.0,18.0,13.0,242,23,782.0,(주)동서개발,HT001,141.85,115.41,81,4,2,34,계단식,121500.0,356850.0,24300.0,211050.0,0.0,0.0,0.0,,260456,245784,"5억 3,000~5억 5,000",,,,대구매호초등학교,공립,308.0,293.0
3,매호동서1차,165㎡,대구시 수성구 매호동 1040,대구시 수성구 천을로 180,35.842341,128.709872,687.0,0.0,18.0,13.0,242,23,782.0,(주)동서개발,HT001,165.73,134.79,81,4,2,68,계단식,143100.0,397890.0,28620.0,226170.0,0.0,0.0,0.0,,304193,287057,"5억 1,000~5억 6,000",,"8,000/100","8,000/100",대구매호초등학교,공립,308.0,293.0
4,매호동서1차,220,대구시 수성구 매호동 1040,대구시 수성구 천을로 180,35.842341,128.709872,687.0,0.0,18.0,13.0,242,23,782.0,(주)동서개발,HT001,220.16,185.3,84,5,2,34,계단식,180900.0,469710.0,36180.0,252630.0,0.0,0.0,0.0,,418184,394627,"5억 9,000",5억,,,대구매호초등학교,공립,308.0,293.0
0,매호동서2차,82㎡,대구시 수성구 매호동 1077-1,대구시 수성구 달구벌대로641길 8,35.841023,128.708775,282.0,0.0,20.0,13.0,222,21,300.0,(주)동서개발,HT001,82.6,59.93,73,3,1,108,계단식,55500.0,186300.0,11100.0,119700.0,0.0,0.0,0.0,18000.0,160124,156713,"2억 3,500~2억 7,000","1억 8,000","5,000/45","5,000/45",대구매호초등학교,공립,308.0,293.0
1,매호동서2차,96㎡,대구시 수성구 매호동 1077-1,대구시 수성구 달구벌대로641길 8,35.841023,128.708775,282.0,0.0,20.0,13.0,222,21,300.0,(주)동서개발,HT001,96.74,59.93,62,3,1,4,계단식,55500.0,186300.0,11100.0,119700.0,0.0,0.0,0.0,,160124,156713,,,,,대구매호초등학교,공립,308.0,293.0
2,매호동서2차,114㎡,대구시 수성구 매호동 1077-1,대구시 수성구 달구벌대로641길 8,35.841023,128.708775,282.0,0.0,20.0,13.0,222,21,300.0,(주)동서개발,HT001,114.91,84.9,74,3,2,168,계단식,90600.0,277560.0,18120.0,168840.0,0.0,0.0,0.0,21750,226840,222009,"3억 5,000~4억 3,000","2억 2,000~2억 8,000","2,000/90~2,000/100","2,000/90~2,000/100",대구매호초등학교,공립,308.0,293.0
3,매호동서2차,127,대구시 수성구 매호동 1077-1,대구시 수성구 달구벌대로641길 8,35.841023,128.708775,282.0,0.0,20.0,13.0,222,21,300.0,(주)동서개발,HT001,127.93,84.9,66,3,2,2,계단식,91050.0,278730.0,18210.0,169470.0,0.0,0.0,0.0,,226840,222009,,,,,대구매호초등학교,공립,308.0,293.0
0,매호동서타운베르티아3차,108㎡,대구시 수성구 매호동 1040-6,대구시 수성구 달구벌대로645길 15,35.840843,128.709887,19.0,0.0,7.0,6.0,194,37,21.0,(주)동서개발,HT001,108.16,88.49,82,3,2,7,계단식,52350.0,178110.0,10470.0,115290.0,0.0,0.0,0.0,18000.0,,,"3억 1,500",,,,대구매호초등학교,공립,308.0,293.0
1,매호동서타운베르티아3차,114B㎡,대구시 수성구 매호동 1040-6,대구시 수성구 달구벌대로645길 15,35.840843,128.709887,19.0,0.0,7.0,6.0,194,37,21.0,(주)동서개발,HT001,114.37,91.54,80,3,2,4,계단식,57300.0,190980.0,11460.0,122220.0,0.0,0.0,0.0,21750.0,,,,,,,대구매호초등학교,공립,308.0,293.0
2,매호동서타운베르티아3차,114A㎡,대구시 수성구 매호동 1040-6,대구시 수성구 달구벌대로645길 15,35.840843,128.709887,19.0,0.0,7.0,6.0,194,37,21.0,(주)동서개발,HT001,114.37,91.54,80,3,2,1,계단식,54150.0,182790.0,10830.0,117810.0,0.0,0.0,0.0,,,,,,,,대구매호초등학교,공립,308.0,293.0
3,매호동서타운베르티아3차,141,대구시 수성구 매호동 1040-6,대구시 수성구 달구벌대로645길 15,35.840843,128.709887,19.0,0.0,7.0,6.0,194,37,21.0,(주)동서개발,HT001,141.31,115.17,82,4,2,7,계단식,75750.0,238950.0,15150.0,148050.0,0.0,0.0,0.0,,,,"3억 9,000",,,,대구매호초등학교,공립,308.0,293.0
0,매호리첸시아,111B㎡,대구시 수성구 매호동 1083-4,대구시 수성구 달구벌대로637길 22-3,35.842254,128.70779,19.0,0.0,12.0,9.0,245,47,19.0,(주)백구종합건설,HT001,111.98,84.21,75,3,2,8,계단식,68100.0,219060.0,13620.0,137340.0,0.0,0.0,0.0,,,,"2억 3,500",,,,대구매동초등학교,공립,198.0,164.0
1,매호리첸시아,113A㎡,대구시 수성구 매호동 1083-4,대구시 수성구 달구벌대로637길 22-3,35.842254,128.70779,19.0,0.0,12.0,9.0,245,47,19.0,(주)백구종합건설,HT001,113.14,84.19,74,3,2,8,계단식,68100.0,219060.0,13620.0,137340.0,0.0,0.0,0.0,18000,,,,,,,대구매동초등학교,공립,198.0,164.0
2,매호리첸시아,164A㎡,대구시 수성구 매호동 1083-4,대구시 수성구 달구벌대로637길 22-3,35.842254,128.70779,19.0,0.0,12.0,9.0,245,47,19.0,(주)백구종합건설,HT001,164.54,121.68,74,4,2,2,계단식,95550.0,290430.0,19110.0,175770.0,0.0,0.0,0.0,,,,"3억 8,500",,,,대구매동초등학교,공립,198.0,164.0
3,매호리첸시아,165B,대구시 수성구 매호동 1083-4,대구시 수성구 달구벌대로637길 22-3,35.842254,128.70779,19.0,0.0,12.0,9.0,245,47,19.0,(주)백구종합건설,HT001,165.56,122.78,74,4,2,1,계단식,87450.0,269370.0,17490.0,164430.0,0.0,0.0,0.0,21750,,,,,,,대구매동초등학교,공립,198.0,164.0
0,매호미래하이츠,101㎡,대구시 수성구 매호동 611,대구시 수성구 천을로 201,35.842308,128.712451,32.0,0.0,11.0,6.0,0,0,32.0,(주)미래종합건설,HT001,101.36,84.87,84,3,2,28,계단식,42450.0,152370.0,8490.0,101430.0,0.0,0.0,0.0,21750.0,,,"2억~2억 8,000","1억 7,000~2억",,,대구매호초등학교,공립,308.0,293.0
1,매호미래하이츠,174㎡,대구시 수성구 매호동 611,대구시 수성구 천을로 201,35.842308,128.712451,32.0,0.0,11.0,6.0,0,0,32.0,(주)미래종합건설,HT001,174.57,145.1,83,4,2,1,계단식,57750.0,192150.0,11550.0,122850.0,0.0,0.0,0.0,,,,,,,,대구매호초등학교,공립,308.0,293.0
2,매호미래하이츠,178㎡,대구시 수성구 매호동 611,대구시 수성구 천을로 201,35.842308,128.712451,32.0,0.0,11.0,6.0,0,0,32.0,(주)미래종합건설,HT001,178.81,149.72,84,4,2,1,계단식,66750.0,215550.0,13350.0,135450.0,0.0,0.0,0.0,,,,,,,,대구매호초등학교,공립,308.0,293.0
3,매호미래하이츠,182㎡,대구시 수성구 매호동 611,대구시 수성구 천을로 201,35.842308,128.712451,32.0,0.0,11.0,6.0,0,0,32.0,(주)미래종합건설,HT001,182.46,152.77,84,4,2,1,계단식,69000.0,221400.0,13800.0,138600.0,0.0,0.0,0.0,18000,,,,,,,대구매호초등학교,공립,308.0,293.0
4,매호미래하이츠,184,대구시 수성구 매호동 611,대구시 수성구 천을로 201,35.842308,128.712451,32.0,0.0,11.0,6.0,0,0,32.0,(주)미래종합건설,HT001,184.8,153.61,83,4,2,1,계단식,60900.0,200340.0,12180.0,127260.0,0.0,0.0,0.0,,,,"5억 3,000",,,,대구매호초등학교,공립,308.0,293.0
0,매호유성푸르나임,77㎡,대구시 수성구 매호동 1087,대구시 수성구 달구벌대로637길 10,35.841717,128.70711,75.0,0.0,15.0,4.0,181,19,75.0,주식회사유성CM,HT001,77.86,56.68,73,2,1,4,계단식,29475.0,117900.0,5895.0,82530.0,0.0,0.0,0.0,18000.0,,,"2억 1,000~2억 2,000",,,,대구매동초등학교,공립,198.0,164.0
1,매호유성푸르나임,85㎡,대구시 수성구 매호동 1087,대구시 수성구 달구벌대로637길 10,35.841717,128.70711,75.0,0.0,15.0,4.0,181,19,75.0,주식회사유성CM,HT001,85.81,63.74,74,2,1,11,계단식,44250.0,157050.0,8850.0,103950.0,0.0,0.0,0.0,21750.0,,,"1억 8,000~2억 5,000","1억 5,000~1억 8,000",,,대구매동초등학교,공립,198.0,164.0
2,매호유성푸르나임,90㎡,대구시 수성구 매호동 1087,대구시 수성구 달구벌대로637길 10,35.841717,128.70711,75.0,0.0,15.0,4.0,181,19,75.0,주식회사유성CM,HT001,90.72,69.06,76,3,2,1,계단식,44250.0,157050.0,8850.0,103950.0,0.0,0.0,0.0,,,,,,,,대구매동초등학교,공립,198.0,164.0
3,매호유성푸르나임,105,대구시 수성구 매호동 1087,대구시 수성구 달구벌대로637길 10,35.841717,128.70711,75.0,0.0,15.0,4.0,181,19,75.0,주식회사유성CM,HT001,105.89,84.69,80,3,2,59,계단식,81150.0,252990.0,16230.0,155610.0,0.0,0.0,0.0,,,,"3억 3,000~4억 2,000","2억 3,000","3,000/85~5,000/80","3,000/85~5,000/80",대구매동초등학교,공립,198.0,164.0
0,매호청구하이츠,80㎡,대구시 수성구 매호동 721-1,대구시 수성구 천을로23길 26,35.845657,128.705518,128.0,0.0,20.0,10.0,316,29,128.0,(주)청구,HT001,80.49,60,75,3,1,36,계단식,41550.0,150030.0,8310.0,100170.0,0.0,0.0,0.0,18000.0,,,"2억 5,000",2억,,,대구시지초등학교,공립,155.0,148.0
1,매호청구하이츠,84㎡,대구시 수성구 매호동 721-1,대구시 수성구 천을로23길 26,35.845657,128.705518,128.0,0.0,20.0,10.0,316,29,128.0,(주)청구,HT001,84.88,60,71,3,1,10,계단식,39750.0,145350.0,7950.0,97650.0,0.0,0.0,0.0,21750.0,,,,,,,대구시지초등학교,공립,155.0,148.0
2,매호청구하이츠,95㎡,대구시 수성구 매호동 721-1,대구시 수성구 천을로23길 26,35.845657,128.705518,128.0,0.0,20.0,10.0,316,29,128.0,(주)청구,HT001,95.61,60,63,3,1,2,계단식,41550.0,150030.0,8310.0,100170.0,0.0,0.0,0.0,,,,,,,,대구시지초등학교,공립,155.0,148.0
3,매호청구하이츠,107,대구시 수성구 매호동 721-1,대구시 수성구 천을로23길 26,35.845657,128.705518,128.0,0.0,20.0,10.0,316,29,128.0,(주)청구,HT001,107.68,84.99,79,3,2,80,계단식,67650.0,217890.0,13530.0,136710.0,0.0,0.0,0.0,,,,"2억 7,000~2억 9,000","2억 1,000",,,대구시지초등학교,공립,155.0,148.0
0,매호화성파크드림,111,대구시 수성구 매호동 986-1,대구시 수성구 달구벌대로641길 31,35.84302,128.70773,143.0,0.0,20.0,12.0,287,23,155.0,화성산업,HT001,111.4,84.98,76,3,2,143,계단식,105900.0,317340.0,21180.0,190260.0,0.0,0.0,0.0,18000.0,,,"3억 5,000~4억 2,000","2억 6,000",,,대구매동초등학교,공립,198.0,164.0
0,매호효성백년가약,112㎡,대구시 수성구 매호동 750,대구시 수성구 천을로23길 31,35.846961,128.706005,419.0,0.0,24.0,12.0,283,20,550.0,(주)효성,HT001,112.56,84.97,75,3,2,288,계단식,105900.0,317340.0,21180.0,190260.0,0.0,0.0,0.0,18000.0,191535,204397,"3억 7,000~4억 6,000","2억 3,000~3억 3,000","1,500/80~3,000/80","1,500/80~3,000/80",대구시지초등학교,공립,155.0,148.0
1,매호효성백년가약,146,대구시 수성구 매호동 750,대구시 수성구 천을로23길 31,35.846961,128.706005,419.0,0.0,24.0,12.0,283,20,550.0,(주)효성,HT001,146.95,117.56,80,4,2,131,계단식,159300.0,428670.0,31860.0,237510.0,0.0,0.0,0.0,21750.0,265002,282798,"4억 8,000~6억 5,000","3억 2,000~3억 5,000","3,000/120","3,000/120",대구시지초등학교,공립,155.0,148.0
0,승현하이츠,100,대구시 수성구 매호동 1088-4,대구시 수성구 달구벌대로637길 22-1,35.842382,128.707537,16.0,0.0,9.0,9.0,210,42,13.0,케이지건설(주),HT001,100.23,84.82,85,3,2,16,계단식,52350.0,178110.0,10470.0,115290.0,0.0,0.0,0.0,18000.0,,,"2억 7,000",,,,대구매동초등학교,공립,198.0,164.0
0,시지매호협화타운2차,75A㎡,대구시 수성구 매호동 1055,대구시 수성구 천을로 181,35.843283,128.710611,404.0,0.0,15.0,8.0,241,25,408.0,협화주택건설(주),HT001,75.6,59.89,79,3,2,15,계단식,31650.0,124290.0,6330.0,86310.0,0.0,0.0,0.0,,146247,144950,"1억 9,000",,,,대구매동초등학교,공립,198.0,164.0
1,시지매호협화타운2차,77B㎡,대구시 수성구 매호동 1055,대구시 수성구 천을로 181,35.843283,128.710611,404.0,0.0,15.0,8.0,241,25,408.0,협화주택건설(주),HT001,77.37,59.93,77,3,1,147,계단식,31650.0,124290.0,6330.0,86310.0,0.0,0.0,0.0,18000,146345,145047,"1억 9,000~2억 1,500","1억 3,000~1억 7,000","1,000/600~3,000/500","1,000/600~3,000/500",대구매동초등학교,공립,198.0,164.0
2,시지매호협화타운2차,98㎡,대구시 수성구 매호동 1055,대구시 수성구 천을로 181,35.843283,128.710611,404.0,0.0,15.0,8.0,241,25,408.0,협화주택건설(주),HT001,98.72,79.1,80,3,2,15,계단식,46050.0,161730.0,9210.0,106470.0,0.0,0.0,0.0,21750,193156,191443,"2억 4,500~2억 6,000",,,,대구매동초등학교,공립,198.0,164.0
3,시지매호협화타운2차,107,대구시 수성구 매호동 1055,대구시 수성구 천을로 181,35.843283,128.710611,404.0,0.0,15.0,8.0,241,25,408.0,협화주택건설(주),HT001,107.1,84.84,79,3,2,227,계단식,57300.0,190980.0,11460.0,122220.0,0.0,0.0,0.0,,207173,205336,"2억 3,000~3억 1,000","1억 6,000~2억 2,000","2,000/850~1억/30","2,000/850~1억/30",대구매동초등학교,공립,198.0,164.0
0,시지서한타운2차,79㎡,대구시 수성구 매호동 997-2,대구시 수성구 천을로31길 8,35.843767,128.709497,209.0,0.0,20.0,10.0,199,18,220.0,서한건설,HT001,79.4,59.87,75,3,1,98,계단식,34350.0,131310.0,6870.0,90090.0,0.0,0.0,0.0,18000.0,142422,149023,"1억 8,500~2억 1,500","1억 6,000","1,000/700","1,000/700",대구매동초등학교,공립,198.0,164.0
1,시지서한타운2차,94㎡,대구시 수성구 매호동 997-2,대구시 수성구 천을로31길 8,35.843767,128.709497,209.0,0.0,20.0,10.0,199,18,220.0,서한건설,HT001,94.05,59.87,64,3,1,2,계단식,34350.0,131310.0,6870.0,90090.0,0.0,0.0,0.0,,142422,149023,,,,,대구매동초등학교,공립,198.0,164.0
2,시지서한타운2차,109㎡,대구시 수성구 매호동 997-2,대구시 수성구 천을로31길 8,35.843767,128.709497,209.0,0.0,20.0,10.0,199,18,220.0,서한건설,HT001,109.22,84.82,78,3,2,60,계단식,71700.0,228420.0,14340.0,142380.0,0.0,0.0,0.0,21750,201775,211127,3억,,,,대구매동초등학교,공립,198.0,164.0
3,시지서한타운2차,126㎡,대구시 수성구 매호동 997-2,대구시 수성구 천을로31길 8,35.843767,128.709497,209.0,0.0,20.0,10.0,199,18,220.0,서한건설,HT001,126.74,84.82,67,3,2,9,계단식,71700.0,228420.0,14340.0,142380.0,0.0,0.0,0.0,,201775,211127,,,,,대구매동초등학교,공립,198.0,164.0
